strategy,date,ordinary_kwh,emergency_kwh,ordinary_cost,adjustment_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,e_start,e_end,updates,changed_updates,emergency_slots
no_update,2025-04-10,60840.12404876543,187.7073275333336,36794.19929886716,0.0,971.2934174374352,37765.4927163046,2112.439728806586,256.47242679012845,1207.4085,1350.9748491481487,0,0,9
no_update,2025-04-11,25240.947146179697,1458.611359444446,12295.554745860469,0.0,6413.251705810585,18708.806451671055,0.0,18994.368733333333,1350.9748491481487,1200.0,0,0,16
no_update,2025-04-12,26917.30221536351,94.13752449999885,13523.398364571683,0.0,337.77808553664323,13861.176450108327,474.08482166666715,14901.662058916323,1200.0,1230.903251814815,0,0,6
no_update,2025-04-13,58118.427614753076,623.9998721111141,34456.559157794276,0.0,4133.586869515548,38590.14602730982,448.0109002880681,0.0,1230.903251814815,1306.7812120740741,0,0,6
no_update,2025-04-14,61375.736787181064,231.81786833333177,36762.37461671251,0.0,1616.240087679989,38378.614704392494,3067.9751539300414,2319.396908936901,1306.7812120740741,1237.4250798148148,0,0,2
no_update,2025-04-15,52897.604450274346,1823.9085426999977,31426.835151636384,0.0,12252.777031701384,43679.61218333777,209.13417333333325,508.68668624828626,1237.4250798148148,1331.3362253333335,0,0,8
no_update,2025-04-16,59464.16678788065,1264.806494022218,34697.15797000715,0.0,8178.412867051266,42875.57083705842,504.78353888888853,759.1825537242685,1331.3362253333335,1200.0,0,0,13
no_update,2025-04-17,53273.55648357338,3120.723939933344,32460.304006200615,0.0,20059.77197654357,52520.07598274418,49.031629999999836,0.0,1200.0,1415.8854369629635,0,0,11
no_update,2025-04-18,25259.580575562413,430.02419316666237,12294.658777586581,0.0,1816.1637286731736,14110.822506259754,35.469228847735764,16788.902899999994,1415.8854369629635,1377.6286567037034,0,0,7
no_update,2025-04-19,25271.54503966392,443.25047406666795,12078.13713594925,0.0,2005.529579310706,14083.666715259955,0.0,16388.662586735252,1377.6286567037034,1329.492702925926,0,0,4
no_update,2025-04-20,54523.22484935528,1267.5141477777734,32534.005790008152,0.0,8713.718203345525,41247.72399335368,103.84843333333288,0.0,1329.492702925926,1274.6569937407403,0,0,2
no_update,2025-04-21,57750.27600435528,437.55340173333445,34113.56994299376,0.0,2152.610252901141,36266.1801958949,2619.713512880657,3430.9279799245637,1274.6569937407403,1264.148758555555,0,0,12
no_update,2025-04-22,52705.4150482716,2866.5497773500024,31194.138037281216,0.0,18905.58641842034,50099.72445570155,39.62306333333356,0.0,1264.148758555555,1200.0,0,0,15
no_update,2025-04-23,50457.27655996571,4103.807275961109,30121.814987286525,0.0,26736.881018432952,56858.69600571948,20.249000000000137,0.0,1200.0,1285.0162261111107,0,0,14
no_update,2025-04-24,51545.641663737995,447.78760456666777,30821.78684752184,0.0,3021.1021855234576,33842.8890330453,128.1444649999995,1068.9582477229123,1285.0162261111107,1297.4320546296296,0,0,4
no_update,2025-04-25,24743.38150344307,345.41391503333153,12094.430713188394,0.0,1402.392039151084,13496.822752339478,364.33257999999944,20322.659866666665,1297.4320546296296,1234.9488,0,0,10
no_update,2025-04-26,24637.392286577502,599.4469168222212,11960.9082596124,0.0,2562.8067223394664,14523.714981951867,0.0,22748.87256666667,1234.9488,1210.0224,0,0,13
no_update,2025-04-27,50365.58014275034,2282.04593997778,30195.882236235142,0.0,14055.894651645489,44251.77688788063,97.98619333333306,348.89803333333236,1210.0224,1218.3584313333333,0,0,10
no_update,2025-04-28,60590.705615432096,579.3901730388861,35382.032041459766,0.0,3608.6836020450187,38990.71564350479,638.2817438888892,0.0,1218.3584313333333,1325.115718481481,0,0,9
no_update,2025-04-29,50793.15602136488,1373.074969849995,30527.07786802187,0.0,9429.053253011625,39956.1311210335,265.4269177777776,911.335596056242,1325.115718481481,1430.080346666667,0,0,2
no_update,2025-04-30,48783.380356049376,2353.944367694441,29714.731265342547,0.0,14436.30296074334,44151.03422608589,27.395636666666633,0.0,1430.080346666667,1237.362582296296,0,0,13
no_update,2025-05-01,51130.53932062414,4214.654331894442,30964.335465118274,0.0,22699.094508759823,53663.4299738781,172.1011944855956,590.8684666666661,1237.362582296296,1200.0,0,0,30
no_update,2025-05-02,26010.91466404664,2697.0079226999997,12865.825001443733,0.0,12978.488775133752,25844.313776577485,0.0,11855.249349999998,1200.0,1200.0,0,0,23
no_update,2025-05-03,25148.334390322358,2704.706295,12095.938657894492,0.0,13992.002843260834,26087.94150115533,11.983693333333235,16453.61389721536,1200.0,1200.0,0,0,22
no_update,2025-05-04,54643.79232513717,2828.245328333334,32294.0489101634,0.0,15219.85272573667,47513.90163590007,568.2010023593939,1729.736469629629,1200.0,1200.0,0,0,24
no_update,2025-05-05,56164.31013666666,2775.2993141166653,33661.87541847933,0.0,15284.908410756658,48946.78382923599,115.96183333333295,0.0,1200.0,1200.0,0,0,23
no_update,2025-05-06,49203.5685269753,6913.3972906499985,29550.51080456633,0.0,38484.839508705474,68035.3503132718,9.09349333333364,0.0,1200.0,1200.0,0,0,38
no_update,2025-05-07,52185.4058401646,6084.52439393333,31569.79532168509,0.0,36098.84230985985,67668.63763154495,43.353070000000116,0.0,1200.0,1200.0,0,0,31
no_update,2025-05-08,57692.40444343621,3342.901217438888,33582.436975541044,0.0,19474.90423313722,53057.34120867826,366.2297144444435,1247.9298693278395,1200.0,1200.0,0,0,23
no_update,2025-05-09,24747.272833796982,2725.2267415111137,11854.471693087737,0.0,14779.884531326414,26634.35622441415,5.091333333333296,16384.505216666665,1200.0,1300.9982280000002,0,0,23
no_update,2025-05-10,24655.13934613854,2722.6297003444474,11846.709256600763,0.0,13652.353180461305,25499.062437062068,13.245946666666782,12841.95618333333,1300.9982280000002,1229.8538331851853,0,0,22
no_update,2025-05-11,55214.144038881685,3814.0226193444437,32165.81392838932,0.0,22885.299245757185,55051.11317414651,11.606264444444491,0.0,1229.8538331851853,1200.0,0,0,24
no_update,2025-05-12,47858.49488843622,6684.278106033332,28767.07476717625,0.0,42936.344803038206,71703.41957021446,14.785147777777752,0.0,1200.0,1208.2536,0,0,32
no_update,2025-05-13,57682.722301522634,3013.43188318889,33237.679856795636,0.0,18836.43187578602,52074.11173258166,1121.177525377229,2877.2823166666667,1208.2536,1230.100809,0,0,19
no_update,2025-05-14,55222.850560171464,1831.9721233333332,33023.21611048524,0.0,9910.034065938331,42933.25017642357,450.5228579698188,0.0,1230.100809,1200.0,0,0,21
no_update,2025-05-15,53943.41788454732,2258.699408261115,33363.00768362898,0.0,13123.709626227252,46486.717309856234,68.69834333333336,0.0,1200.0,1200.0,0,0,20
no_update,2025-05-16,24671.82399565158,1700.8977124555527,12244.726714575985,0.0,6977.014876044087,19221.741590620073,143.30175666666713,21182.393099999998,1200.0,1200.0,0,0,26
no_update,2025-05-17,24465.309825054865,2682.8597073222213,12008.016824069678,0.0,13424.621988773946,25432.638812843623,18.314841666666666,14392.732999999998,1200.0,1200.0,0,0,29
no_update,2025-05-18,58927.14841403292,1510.6646107222214,34460.97938619311,0.0,8174.82770956619,42635.8070957593,1209.2353909602168,1913.8742499999998,1200.0,1200.0,0,0,20
no_update,2025-05-19,52647.71208755144,2048.670973700001,31138.820361748367,0.0,12215.265700024607,43354.08606177298,139.35743222222266,3585.8492433402025,1200.0,1200.0,0,0,19
no_update,2025-05-20,51945.49421997256,5496.625871666663,31005.98440593284,0.0,34738.1010174625,65744.08542339533,20.30333999999982,0.0,1200.0,1200.0,0,0,24
no_update,2025-05-21,48599.966751117965,5612.757147644446,29693.320641429433,0.0,34550.92524852786,64244.245889957296,58.00103666666678,0.0,1200.0,1200.0,0,0,30
no_update,2025-05-22,52318.23562147462,1917.3754849777733,32015.36392600144,0.0,12664.881615387418,44680.24554138885,93.68077333333349,0.0,1200.0,1232.3361753703705,0,0,9
no_update,2025-05-23,24496.367753834016,1660.4806875111108,11942.160573314319,0.0,8507.675965754906,20449.836539069227,0.0,17387.36753333333,1232.3361753703705,1229.6325002592591,0,0,19
no_update,2025-05-24,24918.420756399177,1280.2728575888898,12423.66802470045,0.0,5793.245530930348,18216.913555630796,216.5575505555558,19952.294533333334,1229.6325002592591,1219.7667,0,0,23
no_update,2025-05-25,53146.11662304527,2023.9403072111138,31574.23024279698,0.0,12493.940926567122,44068.171169364105,69.08901000000014,3098.6630874279917,1219.7667,1322.0274720000002,0,0,16
no_update,2025-05-26,51050.86391738683,6149.255355416666,31089.62180837361,0.0,39481.11969986856,70570.74150824218,162.11388666666642,0.0,1322.0274720000002,1231.6051011481482,0,0,22
no_update,2025-05-27,48606.39566547325,3687.9097585166637,29839.220676610556,0.0,22351.664138639713,52190.88481525027,69.54074666666634,0.0,1231.6051011481482,1200.0,0,0,24
no_update,2025-05-28,56164.64532211933,1383.2543109833298,33110.78628925034,0.0,8600.681692064982,41711.46798131532,50.7400111111109,1589.1810886008216,1200.0,1203.4295375185186,0,0,14
no_update,2025-05-29,55171.668785946495,2639.324362566671,33025.9666774234,0.0,17845.47394667676,50871.440624100156,42.8272533333336,0.0,1203.4295375185186,1305.3856290370368,0,0,10
no_update,2025-05-30,25274.11716678326,1020.7122851222235,12766.527119126993,0.0,5102.007164444556,17868.53428357155,0.0,17365.810433333332,1305.3856290370368,1273.2378179999996,0,0,13
no_update,2025-05-31,27446.61705403978,253.21100222222321,14166.181856870933,0.0,1515.5624041044503,15681.744260975383,1186.2525983333333,15659.787399389574,1273.2378179999996,1213.8490477777784,0,0,3
no_update,2025-06-01,70973.11122580247,5576.966792400001,42355.492758099164,0.0,27702.19612083251,70057.68887893167,1307.175326989025,0.0,1213.8490477777784,1200.0,0,0,40
no_update,2025-06-02,72315.59271624677,5717.6510237999955,43513.69642296368,0.0,30317.535568020106,73831.23199098378,5289.683230048006,7.826666666666824,1200.0,1200.0,0,0,33
no_update,2025-06-03,65848.31482731138,6490.206709855556,39211.04049824306,0.0,36534.557966276305,75745.59846451937,137.89854444444472,10.70082864197338,1200.0,1200.0,0,0,31
no_update,2025-06-04,76520.96972054869,4365.669046111108,46289.629200920215,0.0,22148.539499744427,68438.16870066464,7453.551888717428,44.978916666666464,1200.0,1200.0,0,0,30
no_update,2025-06-05,65789.44262485596,9574.828260327777,38810.19222814832,0.0,54787.017640488906,93597.20986863723,379.1627583333337,0.0,1200.0,1200.0,0,0,41
no_update,2025-06-06,28933.73669621399,6531.9285181999985,15484.850449021258,0.0,32164.176313422664,47649.02676244392,0.0,2166.419333333336,1200.0,1200.0,0,0,49
no_update,2025-06-07,30760.611088031546,4785.851914999999,15608.115584000188,0.0,26117.28777608666,41725.40336008685,57.67326111111106,1606.7906365706442,1200.0,1200.0,0,0,25
no_update,2025-06-08,65185.16332432098,5880.140546666666,38869.21597379863,0.0,33847.68654333666,72716.90251713528,1863.178309794239,426.965783333333,1200.0,1200.0,0,0,31
no_update,2025-06-09,73664.55761467345,3267.563806672221,44947.18525605111,0.0,16952.50656795246,61899.691824003574,1809.9644256584377,114.75871666666671,1200.0,1200.0,0,0,30
no_update,2025-06-10,67934.51083408092,7437.843055044448,40933.23723393572,0.0,42508.967848429085,83442.2050823648,26.653895555555778,0.0,1200.0,1200.0,0,0,37
no_update,2025-06-11,73564.19435902784,6607.988227300004,45277.102119314244,0.0,35181.96441952994,80459.06653884418,47.21807777777792,0.0,1200.0,1200.0,0,0,42
no_update,2025-06-12,71254.99550474073,5368.918014094451,43297.85242272109,0.0,31456.610139449025,74754.46256217011,145.1990533333336,0.0,1200.0,1200.0,0,0,31
no_update,2025-06-13,29210.395499224964,4685.966244638891,15467.36032968686,0.0,24663.197346639554,40130.55767632641,0.0,3049.4136318930077,1200.0,1200.0,0,0,31
no_update,2025-06-14,29029.850186152264,4844.244531038885,15649.294295171203,0.0,23367.068850591564,39016.36314576276,0.0,5311.8380000000025,1200.0,1200.0,0,0,43
no_update,2025-06-15,67200.27077502743,6976.390889100002,41064.261345899504,0.0,42633.67489944126,83697.93624534077,139.51331611111095,0.0,1200.0,1200.0,0,0,31
no_update,2025-06-16,70384.22359851851,6272.2756146944475,42865.38695133348,0.0,36983.19035510291,79848.57730643639,88.07914166666683,0.0,1200.0,1200.0,0,0,37
no_update,2025-06-17,72083.65800080246,6490.778574400004,44198.43736790327,0.0,38360.577001090176,82559.01436899345,127.945961666666,0.0,1200.0,1200.0,0,0,42
no_update,2025-06-18,72756.72444314128,2672.743806711115,44190.477327353314,0.0,14769.39061421377,58959.867941567085,328.1289866666664,0.0,1200.0,1200.0,0,0,28
no_update,2025-06-19,68287.92742672152,5063.339921434018,41150.2284063126,0.0,31172.116219869917,72322.34462618252,493.8652044444408,792.8930318244169,1200.0,1200.0,0,0,30
no_update,2025-06-20,30103.858776604935,2050.2183311166664,16586.126400609,0.0,9031.123428088293,25617.24982869729,9.375067366254358,7304.420183333331,1200.0,1200.0,0,0,25
no_update,2025-06-21,30076.230538854594,2204.830326594446,16230.247423659877,0.0,10241.286570560023,26471.5339942199,178.93179444444473,10292.619383333333,1200.0,1233.5919,0,0,25
no_update,2025-06-22,67568.58418975308,3927.7408112841563,40657.80056681219,0.0,24656.661498313963,65314.46206512615,181.14390999999966,151.52231500000372,1233.5919,1200.0,0,0,28
no_update,2025-06-23,68703.35269106996,2608.2600689111127,42197.9895294948,0.0,15306.655163237667,57504.644692732465,157.58277444444445,5.883505020577786,1200.0,1200.0,0,0,28
no_update,2025-06-24,80209.92394209876,1837.8284764666691,49700.15151230289,0.0,8723.87687399302,58424.028386295904,1339.98374357339,0.0,1200.0,1200.0,0,0,29
no_update,2025-06-25,71077.68501415638,4070.4714992166614,42803.9522788381,0.0,25511.801102928748,68315.75338176684,870.1513721330639,42.254933333333156,1200.0,1200.0,0,0,26
no_update,2025-06-26,67688.8903,3694.8640095444484,41707.28982046944,0.0,22202.356190182065,63909.64601065151,210.36763944444374,0.0,1200.0,1200.0,0,0,29
no_update,2025-06-27,32136.921724053496,878.1286458555523,17778.332443007715,0.0,4364.2808069253515,22142.613249933067,904.9412222222222,9850.077073744858,1200.0,1200.0,0,0,18
no_update,2025-06-28,30971.739378141287,1049.449111966668,17091.17108875614,0.0,3862.1256523230622,20953.2967410792,13.08594512345369,7760.334566666665,1200.0,1200.0,0,0,25
no_update,2025-06-29,67885.54137666666,5079.578859966667,41248.424435475,0.0,34006.011310280235,75254.43574575524,34.49853388888869,0.0,1200.0,1365.8812187407405,0,0,14
no_update,2025-06-30,73550.52966343354,790.5818307722199,45065.360779620954,0.0,3250.8914146180446,48316.252194239,436.1749654938276,0.0,1365.8812187407405,1200.0,0,0,20
no_update,2025-07-01,64015.217604609046,17605.62293887222,39078.00877571273,0.0,102851.10962354242,141929.11839925515,0.0,0.0,1200.0,1200.0,0,0,56
no_update,2025-07-02,59930.81736877229,15367.744285327779,37515.64785712185,0.0,88268.43756709727,125784.08542421911,0.0,0.0,1200.0,1200.0,0,0,48
no_update,2025-07-03,68752.17342816871,14284.192314033338,42107.69817335435,0.0,81038.10531384587,123145.80348720022,0.0,0.0,1200.0,1200.0,0,0,48
no_update,2025-07-04,29823.90429781207,11123.548975043483,16152.84502096379,0.0,47875.676997017916,64028.522017981704,0.0,9760.98953333333,1200.0,1200.0,0,0,63
