strategy,period,date,ordinary_kwh,emergency_kwh,ordinary_cost,adjustment_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,e_start,e_end,updates,changed_updates,emergency_slots
rolling_scenario_mean14,development,2025-02-15,37755.70302514066,0.0,16168.662967089427,240.04349188623772,0.0,16408.706458975666,283.7122621488945,4876.69029377778,1663.6121934444443,1563.3172941715998,3,2,0
rolling_scenario_mean14,development,2025-02-16,80693.69276547933,16.729731000000015,54733.76878685093,2783.0948411646254,88.46681752800008,57605.33044554356,1094.3512067133017,0.0,1563.3172941715998,1583.6049850061709,3,2,1
rolling_scenario_mean14,development,2025-02-17,76898.63289308366,0.0,51707.75764678552,4032.8516300868864,0.0,55740.609276872405,1711.1480939025973,23.289616111106852,1583.6049850061709,1651.8488046222237,3,2,0
rolling_scenario_mean14,development,2025-02-18,77373.10007106552,0.0,51383.80305985631,1140.8512558802504,0.0,52524.65431573657,1294.375752057615,89.63815403292038,1651.8488046222237,1667.614079776366,3,3,0
rolling_scenario_mean14,development,2025-02-19,78499.30137987081,0.0,52545.05861052901,19.33041012799486,0.0,52564.38902065701,1736.6617919323367,135.93235000000004,1667.614079776366,1302.9284920444427,3,1,0
rolling_scenario_mean14,development,2025-02-20,78435.88768624578,0.0,52882.34648674597,2403.9316159182354,0.0,55286.278102664204,2671.9601772469114,391.814483333333,1302.9284920444427,1743.1154674296276,3,2,0
rolling_scenario_mean14,development,2025-02-21,35557.27549234054,0.0,15088.339852735091,6.49280005343401,0.0,15094.832652788526,142.5318900000002,6679.534530493823,1743.1154674296276,1556.2514305768552,3,1,0
rolling_scenario_mean14,development,2025-02-22,35610.411394965224,0.0,15269.04668758226,92.86239327836259,0.0,15361.909080860623,504.63804840041206,3742.4050593004094,1556.2514305768552,1744.6326023135816,3,1,0
rolling_scenario_mean14,development,2025-02-23,77094.25237798486,5.069011853336974,51052.87029498731,1463.623814236419,25.623402416890748,52542.117511640616,1452.45366164609,0.0,1744.6326023135816,1607.4962310444419,3,1,2
rolling_scenario_mean14,development,2025-02-24,74470.68317028943,4.7754108888887,49820.98882382837,1440.5788547299958,24.391288763443487,51285.95896732181,1675.7552134526782,580.2522826666653,1607.4962310444419,1724.5112385481457,3,2,2
rolling_scenario_mean14,development,2025-02-25,72419.43672595259,50.39867877777806,46753.84088012381,3247.324307177759,257.76543502061253,50258.93062232219,2576.6445207736597,183.89572568724145,1724.5112385481457,1584.4866365185194,3,2,3
rolling_scenario_mean14,development,2025-02-26,74658.47818198217,34.208299999999895,48848.46579622894,367.4382056681393,174.23660704999946,49390.140608947084,1226.9510595500656,351.2136061111122,1584.4866365185194,1667.1226349876501,3,1,2
rolling_scenario_mean14,development,2025-02-27,73993.73968279563,0.0,47926.7657399486,818.248607256574,0.0,48745.01434720517,2341.694444259274,233.91591722222245,1667.1226349876501,1828.2942575629627,3,2,0
rolling_scenario_mean14,development,2025-02-28,33807.78537286831,0.0,13990.637597973016,173.40818905559405,0.0,14164.04578702861,169.84875333333355,7203.747272469141,1828.2942575629627,1742.0660272518546,3,1,0
rolling_scenario_mean14,development,2025-03-01,38231.12321583128,0.0,15512.499653060015,260.6255621079725,0.0,15773.125215167987,1614.2656634526763,9822.517893004113,1742.0660272518546,1809.3097528913588,3,2,0
rolling_scenario_mean14,development,2025-03-02,79649.0184549453,0.0,53153.202216232276,2619.0250309817707,0.0,55772.22724721405,3398.7299007559996,0.0,1809.3097528913588,1496.4702217037097,3,2,0
rolling_scenario_mean14,development,2025-03-03,79017.87876450067,0.0,52089.51496950726,3669.884079857158,0.0,55759.39904936442,2291.7387011124865,286.27118858573186,1496.4702217037097,1576.5685478000007,3,2,0
rolling_scenario_mean14,development,2025-03-04,75092.72360340877,0.0,49128.772692137114,602.5257214529101,0.0,49731.298413590026,1402.5841249931423,293.7259918888885,1576.5685478000007,1604.6691123037015,3,1,0
rolling_scenario_mean14,development,2025-03-05,72264.70820880383,0.0,46024.20208532491,3151.4099788615513,0.0,49175.61206418646,2166.6549857777813,0.0,1604.6691123037015,1545.8573631074007,3,2,0
rolling_scenario_mean14,development,2025-03-06,72750.34987671008,0.0,46905.82115870879,1329.3756684914683,0.0,48235.19682720026,2314.0178129931423,371.56355500000143,1545.8573631074007,1716.6043271728422,3,2,0
rolling_scenario_mean14,development,2025-03-07,33492.07543832647,0.0,13861.646766641557,355.17384492407984,0.0,14216.820611565638,401.9419116049379,9042.431282765434,1716.6043271728422,1897.6078481925933,3,2,0
rolling_scenario_mean14,development,2025-03-08,32120.012535297665,0.0,13241.826454132588,11.222654510221288,0.0,13253.04910864281,181.85164222330428,9959.08445168724,1897.6078481925933,1864.3206579012383,3,1,0
rolling_scenario_mean14,development,2025-03-09,69421.18725265807,0.0,43948.686526606725,3475.4532316298414,0.0,47424.13975823657,2115.134533683461,164.10347333333465,1864.3206579012383,1607.9159280740735,3,2,0
rolling_scenario_mean14,development,2025-03-10,74257.39414772618,0.0,48128.593960447586,915.2686522522615,0.0,49043.86261269985,2004.8036171015092,106.389931333336,1607.9159280740735,1544.7016533703738,3,2,0
rolling_scenario_mean14,development,2025-03-11,70796.53630400138,0.0,44761.957433628646,3886.4036984855243,0.0,48648.36113211417,2293.759647776412,52.442421673528315,1544.7016533703738,1825.6103099555562,3,2,0
rolling_scenario_mean14,development,2025-03-12,67435.29697300258,0.0,42728.09464125837,4811.295316334677,0.0,47539.38995759305,945.1630660534918,224.6825068888935,1825.6103099555562,1551.3713342574079,3,2,0
rolling_scenario_mean14,development,2025-03-13,73587.33973199883,35.092187053332054,47671.15897346468,3510.4056301431683,219.34965493131182,51400.91425853916,2055.143042539092,105.99734999999987,1551.3713342574079,1426.3788377808894,3,2,2
rolling_scenario_mean14,development,2025-03-14,32458.86138071122,0.0,13137.073325935688,530.8713535058348,0.0,13667.944679441522,458.3061158395088,12494.940032973935,1426.3788377808894,1971.5361842222226,3,2,0
rolling_scenario_mean14,development,2025-03-15,31399.189288576126,0.0,13080.599524013129,520.6661159053574,0.0,13601.265639918485,454.50782722222357,7675.903239201645,1971.5361842222226,1432.1321230518477,3,2,0
rolling_scenario_mean14,development,2025-03-16,69977.08048353202,1.6400000000001,44206.74599543162,2717.077623631922,8.081100000000493,46931.90471906355,2025.9171524554192,24.829060000000155,1432.1321230518477,1916.3900627111182,3,2,1
rolling_scenario_mean14,development,2025-03-17,63050.322196059344,0.0,38793.511857387144,2248.096228614128,0.0,41041.60808600127,1094.7702059026046,0.0,1916.3900627111182,2054.547113259264,3,3,0
rolling_scenario_mean14,development,2025-03-18,67410.50210628673,0.0,42259.572879437575,3909.571088806373,0.0,46169.14396824395,1957.8876881138508,529.6268884444464,2054.547113259264,1923.4232841185183,3,2,0
rolling_scenario_mean14,development,2025-03-19,66482.01493899451,0.0,41093.18553831326,2789.850374769883,0.0,43883.03591308314,1865.482763971191,938.6000431111104,1923.4232841185183,2148.8383878740738,3,2,0
rolling_scenario_mean14,development,2025-03-20,66485.29485102769,0.0,42243.474914816994,3505.9755812158596,0.0,45749.450496032856,848.6848030288045,0.0,2148.8383878740738,1731.440832185703,3,3,0
rolling_scenario_mean14,development,2025-03-21,29743.78228429205,0.0,11799.182940720488,378.05785012112875,0.0,12177.240790841617,148.46893523913283,14877.965272600823,1731.440832185703,1580.4538202839487,3,3,0
rolling_scenario_mean14,development,2025-03-22,30868.342476758575,0.0,12534.442634776215,142.687186757956,0.0,12677.12982153417,403.6322351111111,11374.540938098762,1580.4538202839487,2034.2649070839489,3,2,0
rolling_scenario_mean14,development,2025-03-23,65580.95155318243,0.0,40359.42584792967,2351.3828191992993,0.0,42710.80866712897,2047.5094614320967,1326.6566763086373,2034.2649070839489,1636.998747903704,3,2,0
rolling_scenario_mean14,development,2025-03-24,65080.29586773505,0.0,40126.15542075615,2465.335795122558,0.0,42591.491215878705,2317.3947047311385,492.0101227777861,1636.998747903704,1809.7524584975313,3,2,0
rolling_scenario_mean14,development,2025-03-25,65912.44784213854,0.0,40486.32503474044,3659.470967505097,0.0,44145.79600224554,1084.8892905871064,245.85355816871854,1809.7524584975313,1484.4553848740732,3,2,0
rolling_scenario_mean14,development,2025-03-26,62800.25519226338,0.0,38489.02661434602,1738.0629414415139,0.0,40227.089555787534,1772.378192356655,1196.994713654332,1484.4553848740732,1815.1167257308648,3,2,0
rolling_scenario_mean14,development,2025-03-27,64150.78167227672,0.0,39042.22719775943,3331.840016528443,0.0,42374.06721428787,1266.716772674892,335.4298755733906,1815.1167257308648,1623.0889498518543,3,3,0
rolling_scenario_mean14,development,2025-03-28,30333.822180668034,0.0,12149.057304525764,13.472013686640341,0.0,12162.529318212404,367.4064456762718,16210.662653377229,1623.0889498518543,1763.8361558370327,3,1,0
rolling_scenario_mean14,development,2025-03-29,29235.402969353912,0.0,11836.920374931062,299.1936846676998,0.0,12136.114059598762,79.58735728806701,18755.263301967076,1763.8361558370327,1761.0590742000045,3,2,0
rolling_scenario_mean14,development,2025-03-30,59436.70491945775,0.0,35681.63084492358,2523.1669145337337,0.0,38204.79775945732,321.74363633333314,0.0,1761.0590742000045,1439.603267613583,3,3,0
rolling_scenario_mean14,development,2025-03-31,62061.409516115215,0.0,37532.42094798638,5047.543014173996,0.0,42579.96396216037,406.5867717777776,140.16408811111125,1439.603267613583,1917.4864670654317,3,2,0
rolling_scenario_mean14,development,2025-04-01,65316.89948027992,0.0,40632.68118283399,4089.40429967374,0.0,44722.08548250773,876.8967235432125,672.3516208888836,1917.4864670654317,1609.1249379910694,3,2,0
rolling_scenario_mean14,development,2025-04-02,66170.49217253164,0.0,40655.738239857164,2317.699397761661,0.0,42973.43763761882,1165.5462706474618,739.0536440000025,1609.1249379910694,1576.7232420691353,3,2,0
rolling_scenario_mean14,development,2025-04-03,62345.347770937355,0.0,38838.76158505576,3287.7315887079594,0.0,42126.49317376372,1939.5846860032061,532.0218349794166,1576.7232420691353,1652.865921295063,3,2,0
rolling_scenario_mean14,development,2025-04-04,28574.31884740191,0.0,11207.76908803833,325.07286012051816,0.0,11532.841948158848,476.8851050000003,18884.468793770917,1652.865921295063,1773.1963584888877,3,2,0
rolling_scenario_mean14,development,2025-04-05,27673.948112181068,0.0,11124.308500440415,0.0,0.0,11124.308500440415,50.98176326611792,13323.017547747548,1773.1963584888877,1427.3058271259276,3,0,0
rolling_scenario_mean14,development,2025-04-06,61569.24704564197,47.31675330000064,37407.1675765199,2198.9496387789486,233.04765202436994,39839.16486732322,2207.618002469137,1033.200415555554,1427.3058271259276,1338.1659740370374,3,2,2
rolling_scenario_mean14,development,2025-04-07,59825.75506563387,0.0,36153.46424874757,1694.6514485580012,0.0,37848.11569730558,1753.2963254732517,912.4071138888851,1338.1659740370374,1267.8109982866329,3,3,0
rolling_scenario_mean14,development,2025-04-08,61248.8274025169,165.0180087707841,36762.64613556977,2479.125933416905,629.4200040816314,39871.192073068305,2073.7992572962976,977.2113994444426,1267.8109982866329,1200.0,3,2,9
rolling_scenario_mean14,development,2025-04-09,66415.94874342263,1.557455802000959,40210.84460200895,1343.4152679625422,3.579033432998204,41557.83890340449,3050.950315432094,0.0,1200.0,1301.7233371111113,3,3,1
rolling_scenario_mean14,development,2025-04-10,61735.15236622387,100.47796587777637,37074.93872275473,2026.1699168081032,498.56245977108176,39599.671099333915,2240.8497941563783,747.6478149999982,1301.7233371111113,1529.3507955037062,3,3,2
rolling_scenario_mean14,development,2025-04-11,26699.101203205904,37.64503855777757,10540.878897849492,275.7355807514023,113.42842815560047,10930.042906756496,33.76393866666672,18994.368733333333,1529.3507955037062,1288.258792155737,3,3,2
rolling_scenario_mean14,development,2025-04-12,28065.73976325357,0.0,10913.47667653099,380.09810315267856,0.0,11293.57477968367,51.65991333333352,15860.879919742109,1288.258792155737,1877.2614275000008,3,1,0
rolling_scenario_mean14,development,2025-04-13,59975.59431523827,0.0,36282.04444446616,1833.085497437737,0.0,38115.1299419039,1142.5819066323768,976.3592600000011,1877.2614275000008,1552.9687469990117,3,3,0
rolling_scenario_mean14,development,2025-04-14,56082.90476721378,57.21273067222262,34360.821989959215,4620.492593522971,372.3118448494887,39353.62642833167,91.23720222222221,0.0,1552.9687469990117,1398.5480002170366,3,3,1
rolling_scenario_mean14,development,2025-04-15,56755.58031516628,0.0,34131.17905070888,2205.654019327937,0.0,36336.83307003682,814.5563407517152,1792.7954195473271,1398.5480002170366,1761.6240688729856,3,2,0
rolling_scenario_mean14,development,2025-04-16,61391.72714718582,0.0,37218.27080053449,3000.51904880898,0.0,40218.78984934347,1324.6126847393698,491.0189273333352,1761.6240688729856,1754.3142979925935,3,2,0
rolling_scenario_mean14,development,2025-04-17,58430.735577964646,46.41690166666517,35447.10223270928,1896.6113552978327,222.27904472165946,37565.992632728776,1288.2896145473308,210.06656666666413,1754.3142979925935,2021.7860408498168,3,2,2
rolling_scenario_mean14,development,2025-04-18,26427.47207420802,0.0,10460.131380645236,108.78822812994781,0.0,10568.919608775184,231.37573677777752,17329.36178234156,2021.7860408498168,2072.391314520992,3,1,0
rolling_scenario_mean14,development,2025-04-19,26706.340541562404,0.0,10500.49729688829,94.01606333579481,0.0,10594.513360224086,391.5913488436141,17298.180504004114,2072.391314520992,1867.111569234568,3,1,0
rolling_scenario_mean14,development,2025-04-20,58100.88820781735,0.0,35076.588370576836,450.8406237216076,0.0,35527.42899429844,1626.1602206500004,416.65936959259307,1867.111569234568,2037.9194308543247,3,2,0
rolling_scenario_mean14,development,2025-04-21,53830.499403161855,0.0,32323.999731108026,2241.0802696728506,0.0,34565.08000078088,396.22038669684207,1857.1657783264768,2037.9194308543247,1449.9013066296295,3,1,0
rolling_scenario_mean14,development,2025-04-22,57485.655815844984,0.0,34623.90974692791,2527.615239411296,0.0,37151.5249863392,1251.0512463882042,154.7242284650169,1449.9013066296295,1701.0543398444404,3,2,0
rolling_scenario_mean14,development,2025-04-23,56567.96344491281,0.0,34592.49533397331,1112.818208903852,0.0,35705.313542877164,821.1814463936917,578.0881486666683,1701.0543398444404,1853.0116735580227,3,2,0
rolling_scenario_mean14,development,2025-04-24,54271.19053861853,0.0,33000.4830444612,904.9842195137622,0.0,33905.46726397496,1256.3704503304689,2428.9017740740746,1853.0116735580227,1749.18162394568,3,1,0
rolling_scenario_mean14,development,2025-04-25,25666.253050528117,0.0,9706.381327213712,281.1975339280808,0.0,9987.578861141794,135.74896441700815,21270.36072291084,1749.18162394568,1619.966942101235,3,2,0
rolling_scenario_mean14,development,2025-04-26,26260.223358470503,0.0,10203.153722762592,55.6053695267253,0.0,10258.759092289318,195.5160150000054,23636.000720924556,1619.966942101235,1602.7355047036986,3,1,0
rolling_scenario_mean14,development,2025-04-27,55603.37018789429,0.0,33565.60010835763,1357.110568969258,0.0,34922.71067732688,440.5422896666663,2670.7314875953384,1602.7355047036986,1852.1348327259252,3,3,0
rolling_scenario_mean14,development,2025-04-28,63096.93051326474,0.0,38087.38780497914,1870.6428125542132,0.0,39958.03061753335,2430.656834722902,389.13803833333657,1852.1348327259252,1770.5664450197548,3,2,0
rolling_scenario_mean14,development,2025-04-29,53461.809798420494,0.0,32617.87182027788,1638.4525351606085,0.0,34256.32435543849,707.3925109252925,1668.11506309877,1770.5664450197548,2029.6477472098786,3,2,0
rolling_scenario_mean14,development,2025-04-30,52020.140234532235,0.0,30893.056103570303,1159.1829499076302,0.0,32052.239053477933,373.68627368587545,282.57384188888955,2029.6477472098786,1693.1472904864224,3,2,0
rolling_scenario_mean14,validation,2025-05-01,54728.597454678194,2226.8769509568306,34074.67873015863,1283.3526354175242,10910.218554963001,46268.24992053916,741.9448897023296,2034.5172936584368,1693.1472904864224,1200.0,3,3,24
rolling_scenario_mean14,validation,2025-05-02,29304.272152744306,0.0,12890.953535004419,131.29139204614864,0.0,13022.244927050568,19.287843333333285,12019.049872743486,1200.0,1522.0744706296332,3,3,0
rolling_scenario_mean14,validation,2025-05-03,28244.420028998626,36.53986286666265,12090.82461424975,237.11534689025098,128.5837774277859,12456.523738567786,111.74108790123297,16741.355243786005,1522.0744706296332,1515.5008232222222,3,2,1
rolling_scenario_mean14,validation,2025-05-04,55008.786806020515,9.784116566665602,35365.04369823844,1310.5339783687455,48.89790246044781,36724.475579067635,58.90266666666673,0.0,1515.5008232222222,1289.886507801497,3,2,2
rolling_scenario_mean14,validation,2025-05-05,60565.208451367,0.0,37971.65486534479,1593.7001719288478,0.0,39565.355037273635,730.9563011496566,817.7729877160508,1289.886507801497,1594.3764094608312,3,3,0
rolling_scenario_mean14,validation,2025-05-06,57998.716060346145,36.571609551110456,37154.79256530337,2398.7426027184374,178.4405749207878,39731.97574294259,850.802911385457,655.5579824444474,1594.3764094608312,1584.9508600993329,3,3,2
rolling_scenario_mean14,validation,2025-05-07,60123.90732857549,0.0,38137.47908040696,638.6271012008235,0.0,38776.106181607785,1090.7693183759934,369.8728266666633,1584.9508600993329,1374.8655556296328,3,2,0
rolling_scenario_mean14,validation,2025-05-08,61324.36447980316,0.0,38636.494787236414,2825.088534784113,0.0,41461.583322020524,1037.9960211371745,0.0,1374.8655556296328,2135.246098912741,3,3,0
rolling_scenario_mean14,validation,2025-05-09,29379.268001792432,0.0,12991.491391110198,282.0734773157711,0.0,13273.564868425969,504.7456463292188,17187.9988888107,2135.246098912741,2918.7521588370396,3,2,0
rolling_scenario_mean14,validation,2025-05-10,28913.401498035088,0.0,12839.900646181617,760.2942946148772,0.0,13600.194940796495,579.5325781769559,14587.59894428669,2918.7521588370396,2296.3802502199283,3,2,0
rolling_scenario_mean14,validation,2025-05-11,59230.628448289244,27.56166666666661,37090.49697800631,3215.1145147642424,183.5882616666663,40489.19975443722,841.006241725747,186.20229658573965,2296.3802502199283,1536.8075442086483,3,2,1
rolling_scenario_mean14,validation,2025-05-12,58840.649467581796,0.0,37297.83883051728,3329.7867696550384,0.0,40627.625600172316,1260.8750109026075,1341.7604420164553,1536.8075442086483,2563.3795391248627,3,2,0
rolling_scenario_mean14,validation,2025-05-13,58479.48692827863,0.0,36321.37196616682,3321.6034668549696,0.0,39642.97543302179,1889.5807604609176,579.449862777782,2563.3795391248627,2034.298951249702,3,3,0
rolling_scenario_mean14,validation,2025-05-14,59032.6017980257,0.0,36409.832788399995,1771.6802627793545,0.0,38181.51305117935,1636.9490132359358,718.3737377393682,2034.298951249702,2176.8484432222217,3,1,0
rolling_scenario_mean14,validation,2025-05-15,58395.59883450892,0.0,37006.407854544974,2053.182556286116,0.0,39059.59041083109,1051.4339016543222,528.9233175555574,2176.8484432222217,2686.6313430074074,3,2,0
rolling_scenario_mean14,validation,2025-05-16,26407.480261634813,0.0,11486.356868864936,249.49713413532527,0.0,11735.85400300026,424.00899088888883,21546.546852496573,2686.6313430074074,2074.030711764535,3,2,0
rolling_scenario_mean14,validation,2025-05-17,27144.349078255953,0.0,11789.736487570723,552.687246415357,0.0,12342.42373398608,23.640322222222153,14756.22107581756,2074.030711764535,1683.8365339555594,3,3,0
rolling_scenario_mean14,validation,2025-05-18,58933.249972245525,5.236666666666679,36264.6200586166,2693.974106190021,34.42846500000008,38993.02262980662,859.2657730754473,492.68387166666366,1683.8365339555594,2081.512178018106,3,3,1
rolling_scenario_mean14,validation,2025-05-19,55534.152408112095,79.23650000000009,34826.12348267034,1146.2256126035543,550.829460833334,36523.178556107225,1058.4277355825245,3789.05622772702,2081.512178018106,1985.3497377999975,3,2,2
rolling_scenario_mean14,validation,2025-05-20,59325.315207862026,0.0,36652.78315394199,1251.097251631243,0.0,37903.88040557323,1139.1582253648928,284.4464524526757,1985.3497377999975,1822.4440527777804,3,2,0
rolling_scenario_mean14,validation,2025-05-21,57645.55447574599,0.0,36651.11409250349,2038.76673651333,0.0,38689.88082901682,1072.3263035937305,1888.2576555006845,1822.4440527777804,1998.7040767061712,3,2,0
rolling_scenario_mean14,validation,2025-05-22,55213.298458900135,0.0,34520.95961500266,1485.8675485380093,0.0,36006.82716354067,187.8367767914943,504.2754993744942,1998.7040767061712,2258.459560747651,3,3,0
rolling_scenario_mean14,validation,2025-05-23,27029.421431993782,0.0,11546.93504695697,300.76397383963945,0.0,11847.69902079661,920.3042894444441,17599.808094663924,2258.459560747651,2003.2748004691387,3,2,0
rolling_scenario_mean14,validation,2025-05-24,26609.301282167762,30.6475512187777,11563.901314395474,119.69918711630737,93.42086571824638,11777.021367230029,545.13854202332,19952.294533333334,2003.2748004691387,2063.2768955925944,3,1,2
rolling_scenario_mean14,validation,2025-05-25,54763.63530069787,0.0,34638.57592703962,1809.178035219589,0.0,36447.75396225921,454.54977950617115,2638.3208204773614,2063.2768955925944,2012.3738851999988,3,3,0
rolling_scenario_mean14,validation,2025-05-26,59687.75685895269,0.0,37003.344993249506,471.9461099029723,0.0,37475.29110315248,1447.8194564965777,0.0,2012.3738851999988,2265.7301744543256,3,2,0
rolling_scenario_mean14,validation,2025-05-27,54112.35009505433,0.0,33694.747742792126,1587.2936889818277,0.0,35282.041431773956,1289.1692436603291,619.4532183333353,2265.7301744543256,1748.7052026385227,3,2,0
rolling_scenario_mean14,validation,2025-05-28,58456.07948210215,0.0,36163.34462053221,2214.717224373309,0.0,38378.06184490552,1398.6841139145115,1105.8340362510255,1748.7052026385227,1969.6120317025152,3,3,0
rolling_scenario_mean14,validation,2025-05-29,60888.28996488761,17.817433333333497,37751.81365936614,1589.944471103204,119.80442173333444,39461.56255220268,744.7600090727028,2198.785606707821,1969.6120317025152,2224.885026067668,3,3,1
rolling_scenario_mean14,validation,2025-05-30,27642.120061205762,0.0,12140.604795818628,136.72502146272,0.0,12277.329817281348,254.15886858436028,18100.735734012345,2224.885026067668,2632.156468490125,3,2,0
rolling_scenario_mean14,validation,2025-05-31,28131.29557296982,0.0,11853.943023884829,485.971550563279,0.0,12339.914574448108,625.7217513470497,17015.02086608505,2632.156468490125,2465.47339927654,3,2,0
rolling_scenario_mean14,validation,2025-06-01,72101.0456280059,2468.4573164966673,49894.894070404596,5114.250098585217,12082.7742617054,67091.91843069521,822.8970004444465,0.0,2465.47339927654,1200.0,3,3,27
rolling_scenario_mean14,validation,2025-06-02,72951.31846110114,346.93220272444296,50585.23710814172,7253.833939666937,1914.5974859690807,59753.668533777745,261.31390259121576,0.0,1200.0,1290.1828080740743,3,3,10
rolling_scenario_mean14,validation,2025-06-03,74594.43992842776,128.2899933333333,50805.82239472792,3749.7788531493557,878.7354183333332,55434.336666210605,1782.4194947791466,738.6542592757306,1290.1828080740743,1542.6345162039238,3,3,3
rolling_scenario_mean14,validation,2025-06-04,75278.07230032024,59.272956000000136,51151.11946328833,7654.339677866406,413.85070751533425,59219.30984867006,1481.9363493263347,0.0,1542.6345162039238,1592.1495227313235,3,2,5
rolling_scenario_mean14,validation,2025-06-05,76040.36692566314,20.876046666666866,52145.786009515694,4546.76733192621,145.70794965666803,56838.26129109857,609.6043992377237,0.0,1592.1495227313235,1625.7189387731125,3,2,3
rolling_scenario_mean14,validation,2025-06-06,36007.762462754705,0.0,18654.89797471355,911.0786965860098,0.0,19565.97667129956,8.560764999999492,2369.110858827162,1625.7189387731125,1792.414495242866,3,2,0
rolling_scenario_mean14,validation,2025-06-07,37991.42538692917,0.0,19227.316120602372,1459.722131702965,0.0,20687.038252305338,519.6454500124722,3643.363948230453,1792.414495242866,1993.9110735230934,3,2,0
rolling_scenario_mean14,validation,2025-06-08,73288.31652284294,0.0,49774.222626057184,4156.492900543777,0.0,53930.715526600965,3850.2687455311707,0.0,1993.9110735230934,2655.951824172842,3,2,0
rolling_scenario_mean14,validation,2025-06-09,79139.04996767807,1.8381779999999708,55086.52331835488,2343.673231520944,12.993161192999795,57443.18971106882,4183.775226724278,0.0,2655.951824172842,2564.670969792594,3,3,1
rolling_scenario_mean14,validation,2025-06-10,79167.4743549498,0.0,54929.06308342196,1385.4894434245543,0.0,56314.55252684651,3758.1758166735267,0.0,2564.670969792594,2317.228201071979,3,2,0
rolling_scenario_mean14,validation,2025-06-11,84216.9907596815,0.0,58792.21807507261,2767.843321881223,0.0,61560.06139695383,3569.5166920768224,0.0,2317.228201071979,2545.6803172951727,3,3,0
rolling_scenario_mean14,validation,2025-06-12,79437.4101965675,0.0,54950.09696493146,3315.8489509921787,0.0,58265.945915923636,2934.1539980946463,0.0,2545.6803172951727,2549.945473522077,3,2,0
rolling_scenario_mean14,validation,2025-06-13,35365.11859944032,0.0,18132.357393797,1352.3398483985227,0.0,19484.69724219552,758.978772304522,4166.543089423866,2549.945473522077,2202.195835643064,3,3,0
rolling_scenario_mean14,validation,2025-06-14,34317.87827428928,0.0,18115.47941331605,607.2915250633325,0.0,18722.770938379384,336.4690192935574,5490.512148662554,2202.195835643064,2097.0079739758357,3,3,0
