date,alpha,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_cost,solver,max_plan_audit,plan_mutual_count
2025-02-09,0.0,2238.8040688253936,1945.429582518518,87640.48085253498,0.0,61837.30325405551,0.0,61837.30325405551,4027.506111240441,0.0,22745.241117389778,18687.682342761906,62059.45980029801,LP,9.094947017729282e-13,0
2025-02-09,0.25,2238.8040688253936,1945.429582518518,87622.50535398118,0.0,61803.73106303727,0.0,61803.73106303727,4017.0334506128756,0.0,22705.752496725458,18655.696560023807,62025.88760927977,LP,9.663381206337363e-13,0
2025-02-09,0.5,2238.8040688253936,1945.429582518518,87622.50535398118,0.0,61803.73106303727,0.0,61803.73106303727,4017.0334506128756,0.0,22705.752496725458,18655.696560023807,62025.88760927977,LP,9.663381206337363e-13,0
2025-02-09,0.75,2238.8040688253936,1945.429582518518,87622.50535398118,0.0,61803.73106303727,0.0,61803.73106303727,4017.0334506128756,0.0,22705.752496725458,18655.696560023807,62025.88760927977,LP,9.663381206337363e-13,0
2025-02-09,1.0,2238.8040688253936,1989.9333992275112,87622.50535398118,0.0,61830.250978834985,0.0,61830.250978834985,3961.3413672795386,0.0,22788.061171963553,18682.31315192857,62018.7072045788,LP,9.094947017729282e-13,0
2025-02-10,0.0,1945.429582518518,1734.3430826962983,87864.86845520008,0.0,60295.56269625103,0.0,60295.56269625103,9451.043870442882,499.6630333333335,19881.588515423868,16294.064547333332,60450.976714893884,LP,9.094947017729282e-13,0
2025-02-10,0.25,1945.429582518518,1734.3430826962983,87864.86845520008,0.0,60250.631494555026,0.0,60250.631494555026,9451.04387044288,499.6630333333335,19881.588515423868,16294.064547333332,60406.04551319788,LP,9.094947017729282e-13,0
2025-02-10,0.5,1945.429582518518,1734.3430826962983,87864.86845520008,0.0,60234.86046427302,0.0,60234.86046427302,9451.04387044288,499.6630333333335,19881.588515423868,16294.064547333332,60390.27448291588,LP,9.094947017729282e-13,0
2025-02-10,0.75,1945.429582518518,1734.3430826962983,87864.86845520008,0.0,60158.88611514284,0.0,60158.88611514284,9451.04387044288,499.6630333333335,19881.588515423868,16294.064547333332,60314.3001337857,LP,9.094947017729282e-13,0
2025-02-10,1.0,1945.429582518518,1846.0602792254,87864.86845520008,0.0,60195.995859094975,0.0,60195.995859094975,9332.079348061927,499.6630333333335,19978.530860185772,16272.042369714283,60269.15725391431,LP,9.094947017729282e-13,0
2025-02-11,0.0,1734.3430826962983,1652.8239410857113,87153.02744246148,0.0,60144.014644244155,0.0,60144.014644244155,7563.363549017038,352.0303666666666,21528.44010996826,17511.40371652381,60204.79883174199,LP,7.958078640513122e-13,0
2025-02-11,0.25,1734.3430826962983,1652.8239410857113,87153.02744246148,0.0,60199.82189431967,0.0,60199.82189431967,7563.36354901704,352.0303666666666,21528.44010996826,17511.40371652381,60260.6060818175,LP,9.094947017729282e-13,0
2025-02-11,0.5,1734.3430826962983,1652.8239410857113,87087.43325422515,0.0,60223.903791440556,0.0,60223.903791440556,7548.011627206337,352.0303666666666,21264.007128780722,17297.213001761906,60284.68797893839,LP,7.958078640513122e-13,0
2025-02-11,0.75,1734.3430826962983,1652.8239410857113,87087.43325422515,0.0,60195.939953297704,0.0,60195.939953297704,7548.011627206337,352.0303666666666,21264.007128780722,17297.213001761906,60256.72414079554,LP,7.958078640513122e-13,0
2025-02-11,1.0,1734.3430826962983,1716.3931844084618,87087.43325422515,0.0,60202.96165906819,0.0,60202.96165906819,7478.523720539672,352.0303666666666,21328.615484971197,17292.33345128572,60216.345877320964,LP,7.958078640513122e-13,0
2025-02-12,0.0,1652.8239410857113,1671.007955137566,85949.91340420341,0.0,58860.94658650468,0.0,58860.94658650468,6253.6398733333235,286.6938,21718.305183631994,17575.46158609524,58847.42164643817,LP,1.0231815394945443e-12,0
2025-02-12,0.25,1652.8239410857113,1671.007955137566,85949.91340420341,0.0,58828.113253171345,0.0,58828.113253171345,6253.639873333326,286.6938,21718.30518363199,17575.46158609524,58814.58831310483,LP,1.0231815394945443e-12,0
2025-02-12,0.5,1652.8239410857113,1671.007955137566,85842.7640106937,0.0,58874.60665368364,0.0,58874.60665368364,6228.668756228681,293.45611463550847,21250.19680973428,17196.293803238095,58861.081713617124,LP,1.0231815394945443e-12,0
2025-02-12,0.75,1652.8239410857113,1671.007955137566,85842.7640106937,0.0,58831.43953661673,0.0,58831.43953661673,6235.431070864188,286.6938,21250.196809734283,17196.293803238095,58817.91459655022,LP,1.0231815394945443e-12,0
2025-02-12,1.0,1652.8239410857113,1667.3787432222218,85811.52309750147,0.0,58787.07237624361,0.0,58787.07237624361,6228.443497383884,286.6938,21139.738657165206,17110.08899038095,58776.246778220266,LP,1.0231815394945443e-12,0
2025-02-13,0.0,1671.007955137566,1738.6591384867686,85418.8064756602,0.0,57914.38609285522,0.0,57914.38609285522,9584.367780202238,732.2808000000005,19535.75165145796,15763.07277266667,57864.776676747446,LP,6.821210263296962e-13,0
2025-02-13,0.25,1671.007955137566,1738.6591384867686,85418.8064756602,0.0,57875.73004522585,0.0,57875.73004522585,9584.367780202236,732.2808000000005,19535.751651457962,15763.07277266667,57826.12062911808,LP,6.821210263296962e-13,0
2025-02-13,0.5,1671.007955137566,1738.6591384867686,85364.72800848207,0.0,57895.0635895325,0.0,57895.0635895325,9584.367780202234,732.2808000000005,19251.128139994118,15532.527728380956,57845.45417342473,LP,6.821210263296962e-13,0
2025-02-13,0.75,1671.007955137566,1833.02400014497,85260.47314232685,0.0,57875.16756810261,0.0,57875.16756810261,9474.407548148147,732.2808000000005,18834.164931607287,15109.85915409524,57756.35927835815,LP,6.821210263296962e-13,0
2025-02-13,1.0,1671.007955137566,1833.02400014497,85225.98636469312,0.0,57951.73242942652,0.0,57951.73242942652,9440.746910843622,732.2808000000005,18829.816824611404,15106.337187428575,57832.92413968206,LP,6.821210263296962e-13,0
2025-02-14,0.0,1738.6591384867686,1684.7622044497364,38033.405703049975,0.0,16005.870647126247,0.0,16005.870647126247,653.4392956319805,4149.543165990585,18300.67718628455,14872.055761523807,16036.48356668994,MILP,8.171241461241152e-13,0
2025-02-14,0.25,1738.6591384867686,1684.7622044497364,38033.405703049975,0.0,15968.47820326357,0.0,15968.47820326357,640.2692956319803,4162.713165990588,18300.677186284545,14872.055761523807,15999.091122827263,MILP,7.275957614183426e-12,0
2025-02-14,0.5,1738.6591384867686,1684.7622044497364,38033.405703049975,0.0,15968.47820326357,0.0,15968.47820326357,640.2692956319803,4162.713165990588,18300.677186284545,14872.055761523807,15999.091122827263,MILP,7.275957614183426e-12,0
2025-02-14,0.75,1738.6591384867686,1684.7622044497364,38033.405703049975,0.0,15968.47820326357,0.0,15968.47820326357,640.2692956319803,4162.713165990588,18300.677186284545,14872.055761523807,15999.091122827263,MILP,7.275957614183426e-12,0
2025-02-14,1.0,1738.6591384867686,1684.7622044497364,38033.405703049975,0.0,15968.47820326357,0.0,15968.47820326357,640.2692956319803,4162.713165990588,18300.677186284545,14872.055761523807,15999.091122827263,MILP,7.275957614183426e-12,0
2025-02-15,0.0,1684.7622044497364,1555.9082139788366,37464.72983736037,0.0,16193.893740000989,0.0,16193.893740000989,465.86601636096594,4443.509399406232,17848.58901587889,14573.325694285713,16267.86398390569,MILP,1.4210854715202004e-12,0
2025-02-15,0.25,1684.7622044497364,1555.9082139788366,37464.72983736037,0.0,16141.347448886108,0.0,16141.347448886108,501.97279969429934,4407.402616072901,17848.589015878886,14573.325694285713,16215.31769279081,MILP,1.4210854715202004e-12,0
2025-02-15,0.5,1684.7622044497364,1555.9082139788366,37464.72983736037,0.0,16141.347448886108,0.0,16141.347448886108,501.97279969429934,4407.402616072901,17848.589015878886,14573.325694285713,16215.31769279081,MILP,1.4210854715202004e-12,0
2025-02-15,0.75,1684.7622044497364,1555.9082139788366,37464.72983736037,0.0,16141.347448886108,0.0,16141.347448886108,501.97279969429934,4407.402616072901,17848.589015878886,14573.325694285713,16215.31769279081,MILP,1.4210854715202004e-12,0
2025-02-15,1.0,1684.7622044497364,1555.9082139788366,37464.72983736037,0.0,16141.347448886108,0.0,16141.347448886108,501.97279969429934,4407.402616072901,17848.589015878886,14573.325694285713,16215.31769279081,MILP,1.4210854715202004e-12,0
2025-02-16,0.0,1555.9082139788366,1526.72331020106,82366.85632885243,7.19500000000005,56182.5349241982,37.66222750000026,56220.197151698194,2725.6548194015263,30.539166666666688,22456.55082202234,18216.072579238098,56242.00673844229,LP,9.094947017729282e-13,0
2025-02-16,0.25,1555.9082139788366,1526.72331020106,82366.85632885243,7.19500000000005,56155.964475986126,37.66222750000026,56193.62670348613,2725.654819401527,30.539166666666688,22456.55082202234,18216.072579238098,56215.436290230224,LP,9.094947017729282e-13,0
2025-02-16,0.5,1555.9082139788366,1526.72331020106,82490.925080281,7.19500000000005,56108.03856811793,37.66222750000026,56145.70079561794,2765.8284314532602,0.0,23058.836643303934,18703.924094476188,56167.51038236203,LP,9.094947017729282e-13,0
2025-02-16,0.75,1555.9082139788366,1618.861238543916,82332.59174694767,0.0,56136.68787025931,0.0,56136.68787025931,2649.0538382210434,0.0,22365.79519272663,18059.636384,56089.64370453207,LP,9.094947017729282e-13,0
2025-02-16,1.0,1555.9082139788366,1619.3418295904767,82262.98420971075,0.0,56136.21940812884,0.0,56136.21940812884,2639.4076834297443,0.0,22047.93248542387,17801.73505914286,56088.816101518416,LP,8.526512829121202e-13,0
2025-02-17,0.0,1526.72331020106,1451.899140809524,82207.74288798326,0.0,55630.712278320345,0.0,55630.712278320345,6430.446689161661,882.1082833333332,19887.718427757794,16176.393678936192,55685.754246747725,LP,8.384404281969182e-13,0
2025-02-17,0.25,1526.72331020106,1451.899140809524,82207.74288798326,0.0,55662.29859691315,0.0,55662.29859691315,6430.446689161664,882.1082833333332,19887.71842775779,16176.393678936192,55717.34056534053,LP,8.384404281969182e-13,0
2025-02-17,0.5,1526.72331020106,1451.899140809524,82298.69623849852,0.0,55683.527025665884,0.0,55683.527025665884,6442.713140129331,874.8658092380938,20339.97828903586,16542.72416657143,55738.568994093264,LP,8.384404281969182e-13,0
2025-02-17,0.75,1526.72331020106,1516.6622352042332,82293.6722616261,0.0,55685.55875646432,0.0,55685.55875646432,6366.448354685474,882.1082833333332,20370.03907598824,16508.78661904762,55692.9598593008,LP,8.384404281969182e-13,0
2025-02-17,1.0,1526.72331020106,1578.8597611301602,82150.32773128511,0.0,55744.83746456594,0.0,55744.83746456594,6319.797514138735,882.1082833333332,19566.50505952734,15801.946292380951,55706.48497887461,LP,8.384404281969182e-13,0
2025-02-18,0.0,1451.899140809524,1730.3004070317447,81739.64104515291,0.0,54459.80213025233,0.0,54459.80213025233,5021.597450987655,337.9783681258109,21253.243700558487,16964.566257852377,54255.714688023596,LP,9.094947017729282e-13,0
2025-02-18,0.25,1451.899140809524,1730.3004070317447,81739.64104515291,0.0,54403.92833321718,0.0,54403.92833321718,5021.597450987651,337.9783681258109,21253.24370055849,16964.566257852377,54199.84089098845,LP,9.094947017729282e-13,0
2025-02-18,0.5,1451.899140809524,1730.3004070317447,81803.53466461728,0.0,54409.09837134242,0.0,54409.09837134242,5126.464969113465,241.45472736625402,21545.610764232802,17201.38357942857,54205.01092911369,LP,9.094947017729282e-13,0
2025-02-18,0.75,1451.899140809524,1768.0313004116388,81645.20133128394,0.0,54425.70817006615,0.0,54425.70817006615,5078.554648318636,241.45472736625402,20785.711729599057,16551.907557333332,54193.96136540923,LP,9.094947017729282e-13,0
2025-02-18,1.0,1451.899140809524,1767.9047041153417,81651.00035892651,0.0,54397.87618093075,0.0,54397.87618093075,5078.554648318636,241.45472736625402,20816.83259438448,16577.22939447619,54166.22218014163,LP,8.384404281969182e-13,0
2025-02-19,0.0,1730.3004070317447,1230.8840336084652,80993.2891819317,26.642250000000104,53901.33698916147,144.50756400000054,54045.84455316147,4201.713297817749,190.23952732275146,22095.39978704645,18346.74856358857,54412.80914951299,LP,8.419931418757187e-13,0
2025-02-19,0.25,1730.3004070317447,1230.8840336084652,80993.2891819317,26.642250000000104,53912.106422299476,144.50756400000054,54056.613986299475,4201.713297817749,190.23952732275146,22095.39978704645,18346.74856358857,54423.578582651,LP,9.094947017729282e-13,0
2025-02-19,0.5,1730.3004070317447,1230.8840336084652,81052.1661492475,26.642250000000104,53908.713869466985,144.50756400000054,54053.221433466984,4265.106607891821,135.93235000000004,22357.45681106997,18559.01475304762,54420.186029818506,LP,9.094947017729282e-13,0
2025-02-19,0.75,1730.3004070317447,1230.8840336084652,80893.83281591417,0.0,53953.58499445571,0.0,53953.58499445571,4222.367613741321,135.93235000000004,21608.843183791898,17952.637714952383,54320.54959080723,LP,9.094947017729282e-13,0
2025-02-19,1.0,1730.3004070317447,1253.0795591555564,80834.95584859837,0.0,53977.56453064252,0.0,53977.56453064252,4193.946491251021,135.93235000000004,21343.412563697835,17717.66293968381,54328.220146138316,LP,9.094947017729282e-13,0
2025-02-20,0.0,1230.8840336084652,1660.237109568254,81071.89367213503,0.0,54759.93247839331,0.0,54759.93247839331,5039.949597205171,526.9084070076348,21713.074559079374,17201.17262449048,54444.30376173703,LP,6.821210263296962e-13,0
2025-02-20,0.25,1230.8840336084652,1660.237109568254,81071.89367213503,0.0,54653.65065019526,0.0,54653.65065019526,5039.94959720517,526.9084070076348,21713.074559079374,17201.17262449048,54338.02193353898,LP,6.821210263296962e-13,0
2025-02-20,0.5,1230.8840336084652,1660.237109568254,81112.56900025043,0.0,54688.15623232674,0.0,54688.15623232674,5175.043520879474,391.814483333333,21927.155233370962,17374.57797066667,54372.52751567046,LP,6.821210263296962e-13,0
2025-02-20,0.75,1230.8840336084652,1660.237109568254,81002.92049273133,0.0,54715.111002459766,0.0,54715.111002459766,5166.479019109929,391.814483333333,21395.13415047854,16943.640893523807,54399.48228580348,LP,6.821210263296962e-13,0
2025-02-20,1.0,1230.8840336084652,1695.7254484581993,80954.2356669171,0.0,54721.07842980236,0.0,54721.07842980236,5129.703433776595,391.814483333333,21164.35127952146,16724.76726304762,54379.36130365918,LP,6.821210263296962e-13,0
2025-02-21,0.0,1660.237109568254,1570.4168942867734,36177.44179775426,0.0,15481.473026129936,0.0,15481.473026129936,636.638591904762,6710.575252263369,17635.81112634803,14365.845206095237,15531.661418721693,MILP,1.3073986337985843e-12,0
2025-02-21,0.25,1660.237109568254,1570.4168942867752,36177.44179775426,0.0,15470.880738896913,0.0,15470.880738896913,664.5746752380954,6682.128624074071,17638.49820453733,14368.021739428568,15521.069131488668,MILP,1.1368683772161603e-12,0
2025-02-21,0.5,1660.237109568254,1570.4168942867752,36177.44179775426,0.0,15462.023271920434,0.0,15462.023271920434,664.5746752380954,6680.7089409465,17645.970220998235,14374.074072761903,15512.21166451219,MILP,2.0463630789890885e-12,0
2025-02-21,0.75,1660.237109568254,1570.4168942867752,36177.44179775426,0.0,15462.023271920434,0.0,15462.023271920434,664.5746752380954,6680.7089409465,17645.970220998235,14374.074072761903,15512.21166451219,MILP,2.0463630789890885e-12,0
2025-02-21,1.0,1660.237109568254,1570.4168942867752,36177.44179775426,0.0,15462.461242912783,0.0,15462.461242912783,685.8079219047621,6659.475694279831,17645.970220998235,14374.074072761903,15512.649635504538,MILP,1.1368683772161603e-12,0
2025-02-22,0.0,1570.4168942867734,1550.8805622127004,35781.13501112052,0.0,15243.034842105519,0.0,15243.034842105519,408.26588913580105,4207.775538171659,17567.965259717814,14247.634559238091,15254.204849860738,MILP,1.3642420526593924e-12,0
2025-02-22,0.25,1570.4168942867734,1550.8805622127004,35781.13501112052,0.0,15247.744188064376,0.0,15247.744188064376,408.47493580246777,4204.865779900056,17582.179531322752,14259.148119238092,15258.914195819596,MILP,9.663381206337363e-13,0
2025-02-22,0.5,1570.4168942867734,1550.8805622126986,35781.13501112051,0.0,15245.282861770518,0.0,15245.282861770518,408.47493580246777,4204.865779900056,17582.179531322752,14259.148119238094,15256.452869525738,MILP,1.4779288903810084e-12,0
2025-02-22,0.75,1570.4168942867734,1550.8805622126986,35781.13501112052,0.0,15238.09905397282,0.0,15238.09905397282,393.11299246913444,4220.227723233389,17582.179531322752,14259.148119238094,15249.269061728039,MILP,1.4779288903810084e-12,0
2025-02-22,1.0,1570.4168942867734,1550.8805622126986,35781.13501112052,0.0,15238.09905397282,0.0,15238.09905397282,393.11299246913603,4220.227723233389,17582.179531322752,14259.148119238094,15249.269061728039,MILP,1.5916157281026244e-12,0
2025-02-23,0.0,1550.8805622127004,1366.9086605989423,79036.1488690573,0.0,52705.86817607105,0.0,52705.86817607105,3067.893383588471,417.62383333333355,22022.90884344503,18004.13087464286,52840.874231333735,LP,8.633094239485217e-13,0
2025-02-23,0.25,1550.8805622127004,1366.9086605989423,79036.1488690573,0.0,52647.452389966595,0.0,52647.452389966595,3061.2714535473187,417.62383333333355,22057.76110681952,18032.36120797619,52782.45844522928,LP,8.633094239485217e-13,0
2025-02-23,0.5,1550.8805622127004,1366.9086605989423,79040.75925293003,0.0,52651.91408100675,0.0,52651.91408100675,3061.2714535473187,417.62383333333355,22082.026285097003,18052.016002380955,52786.92013626943,LP,8.633094239485217e-13,0
2025-02-23,0.75,1550.8805622127004,1437.2986548042327,79040.75925293003,0.0,52641.12445777276,0.0,52641.12445777276,2979.790039833033,417.62383333333355,22177.449542620812,18065.95784619048,52724.47547569408,LP,8.633094239485217e-13,0
2025-02-23,1.0,1550.8805622127004,1442.73219852275,78887.23468354731,0.0,52594.4303176449,0.0,52594.4303176449,2971.6339357472048,417.62383333333355,21386.614518181068,17420.49128704762,52673.79398044787,LP,8.633094239485217e-13,0
2025-02-24,0.0,1366.9086605989423,1555.1592120910027,78655.63697871957,2.3866676190474436,52146.220241828676,12.194678199522915,52158.4149200282,5112.176652981779,1224.353383333333,20784.39208954732,16665.932096190478,52021.476880265676,LP,9.094947017729282e-13,0
2025-02-24,0.25,1366.9086605989423,1555.1592120910027,78655.63697871957,2.3866676190474436,52151.80012618344,12.194678199522915,52163.994804382965,5120.718452711349,1224.353383333333,20739.43524886537,16629.517055238095,52027.05676462044,LP,9.094947017729282e-13,0
2025-02-24,0.5,1366.9086605989423,1555.1592120910027,78638.44145065137,2.3866676190474436,52124.63183604825,12.194678199522915,52136.82651424777,5104.638463299239,1224.353383333333,20733.563992780713,16624.761337809523,51999.88847448525,LP,9.094947017729282e-13,0
2025-02-24,0.75,1366.9086605989423,1555.1592120910027,78638.44145065137,2.3866676190474436,52072.87785434048,12.194678199522915,52085.07253254,5104.63846329924,1224.353383333333,20733.563992780713,16624.761337809523,51948.13449277748,LP,9.094947017729282e-13,0
2025-02-24,1.0,1366.9086605989423,1598.0318936761892,78583.10136647266,2.3866676190474436,52154.34260450423,12.194678199522915,52166.53728270375,5005.4407265114705,1224.353383333333,20761.312620056433,16608.652312476188,51998.412609334555,LP,8.526512829121202e-13,0
2025-02-25,0.0,1555.1592120910027,1405.6030787545003,77966.19079463962,16.30746428571433,50723.46834241172,84.62026971428597,50808.088612126005,6656.244340245729,1869.2859833333332,19843.395905346275,16207.751203333333,50914.974417697355,LP,8.100187187665142e-13,0
2025-02-25,0.25,1555.1592120910027,1405.6030787545003,77966.19079463962,16.30746428571433,50731.3316816695,84.62026971428597,50815.95195138379,6659.916566418574,1869.2859833333332,19824.06839917343,16192.095923333332,50922.83775695514,LP,8.100187187665142e-13,0
2025-02-25,0.5,1555.1592120910027,1405.6030787545003,77966.19079463962,16.30746428571433,50736.83230420116,84.62026971428597,50821.45257391544,6659.916566418569,1869.2859833333332,19824.068399173433,16192.095923333332,50928.33837948679,LP,8.100187187665142e-13,0
2025-02-25,0.75,1555.1592120910027,1451.8349702338653,77966.19079463962,16.30746428571433,50729.6951465981,84.62026971428597,50814.31541631238,6610.70807746619,1869.2859833333332,19864.067276125814,16182.886311333332,50888.15989583701,LP,8.100187187665142e-13,0
2025-02-25,1.0,1555.1592120910027,1455.4211151005327,77966.19079463962,16.30746428571433,50738.99369763941,84.62026971428597,50823.613967353696,6592.017471232209,1869.2859833333332,19945.451885883605,16245.580314857143,50894.895476210266,LP,8.100187187665142e-13,0
2025-02-26,0.0,1405.6030787545003,1742.1718194243408,77434.9485982857,0.0,51001.04964838097,0.0,51001.04964838097,3464.348574346854,790.2927499999998,21381.828284224568,17016.369043619045,50757.042570281905,LP,9.094947017729282e-13,0
2025-02-26,0.25,1405.6030787545003,1742.1718194243408,77434.9485982857,0.0,50967.109281510195,0.0,50967.109281510195,3464.3485743468536,790.2927499999998,21381.828284224568,17016.369043619045,50723.10220341113,LP,9.094947017729282e-13,0
2025-02-26,0.5,1405.6030787545003,1742.1718194243408,77434.9485982857,0.0,50978.52809148353,0.0,50978.52809148353,3464.3485743468536,790.2927499999998,21381.828284224568,17016.369043619045,50734.52101338447,LP,9.094947017729282e-13,0
2025-02-26,0.75,1405.6030787545003,1777.7740101798959,77434.9485982857,0.0,51045.40959344162,0.0,51045.40959344162,3420.462471408581,790.2927499999998,21444.16581716284,17034.820473619046,50775.59148332901,LP,9.094947017729282e-13,0
2025-02-26,1.0,1405.6030787545003,1774.3530776317461,77342.39395053849,0.0,51066.34891136333,0.0,51066.34891136333,3399.369779283948,790.2927499999998,21084.254678587888,16746.371290666666,50799.010923896065,LP,8.189005029635155e-13,0
2025-02-27,0.0,1742.1718194243408,1729.4163171301627,76617.05092290652,0.0,49363.72342904603,0.0,49363.72342904603,4589.1955092228145,791.3014666666667,22586.577363588473,18306.607616571426,49372.88341832572,LP,9.094947017729282e-13,0
2025-02-27,0.25,1742.1718194243408,1729.4163171301627,76617.05092290652,0.0,49340.08864163148,0.0,49340.08864163148,4589.195509222817,791.3014666666667,22586.57736358847,18306.607616571426,49349.24863091117,LP,9.094947017729282e-13,0
2025-02-27,0.5,1742.1718194243408,1729.4163171301627,76617.05092290652,0.0,49340.08864163148,0.0,49340.08864163148,4589.195509222817,791.3014666666667,22586.57736358847,18306.607616571426,49349.24863091117,LP,9.094947017729282e-13,0
2025-02-27,0.75,1742.1718194243408,1729.4163171301627,76617.05092290652,0.0,49340.08864163148,0.0,49340.08864163148,4589.195509222817,791.3014666666667,22586.57736358847,18306.607616571426,49349.24863091117,LP,9.094947017729282e-13,0
2025-02-27,1.0,1742.1718194243408,1734.6104667841294,76617.05092290652,0.0,49305.72481214568,0.0,49305.72481214568,4557.516635660205,791.3014666666667,22728.70441029394,18417.055789714286,49311.15477542952,LP,9.094947017729282e-13,0
2025-02-28,0.0,1729.4163171301627,1625.3280828021225,34707.59282836096,0.0,14377.362697714232,0.0,14377.362697714232,489.8729850029391,7796.6919726043525,16958.493324467952,13830.059003714283,14435.132773703785,MILP,1.6484591469634324e-12,0
2025-02-28,0.25,1729.4163171301627,1625.3280828021225,34707.59282836096,0.0,14381.612697714234,0.0,14381.612697714234,536.1740716696056,7750.390885937688,16958.493324467952,13830.059003714283,14439.382773703786,MILP,1.8189894035458565e-12,0
2025-02-28,0.5,1729.4163171301627,1625.3280828021207,34707.59282836096,0.0,14309.3631852102,0.0,14309.3631852102,514.2342916696057,7774.656266719582,16946.253320352724,13820.14460038095,14367.133261199753,MILP,1.5916157281026244e-12,0
2025-02-28,0.75,1729.4163171301627,1625.3280828021207,34707.59282836096,0.0,14304.029851876869,0.0,14304.029851876869,549.3824950029389,7739.508063386248,16946.253320352724,13820.14460038095,14361.799927866421,MILP,9.094947017729282e-13,0
2025-02-28,1.0,1729.4163171301627,1625.3280828021207,34707.59282836096,0.0,14304.029851876867,0.0,14304.029851876867,549.3824950029389,7739.508063386248,16946.253320352724,13820.14460038095,14361.79992786642,MILP,1.5916157281026244e-12,0
2025-03-01,0.0,1625.3280828021225,1670.9657889947052,34330.01281419517,0.0,14208.47542908417,0.0,14208.47542908417,113.1979307877723,7402.656184820693,16391.151735158135,13235.758969904762,14183.24690510091,MILP,3.410605131648481e-12,0
2025-03-01,0.25,1625.3280828021225,1670.9657889947052,34330.01281419517,0.0,14151.829256690178,0.0,14151.829256690178,141.3889541211056,7374.465161487362,16391.15173515813,13235.758969904762,14126.600732706918,MILP,9.606537787476555e-12,0
2025-03-01,0.5,1625.3280828021225,1670.9657889947052,34330.01281419517,0.0,14146.447919592336,0.0,14146.447919592336,180.37082412110544,7335.4832914873605,16391.15173515813,13235.758969904762,14121.219395609076,MILP,2.5011104298755527e-12,0
2025-03-01,0.75,1625.3280828021225,1670.9657889947052,34330.01281419517,0.0,14124.144256851303,0.0,14124.144256851303,198.11462412110518,7317.739491487364,16391.15173515813,13235.758969904762,14098.915732868043,MILP,1.5916157281026244e-12,0
2025-03-01,1.0,1625.3280828021225,1670.965788994707,34330.01281419517,0.0,14124.144256851303,0.0,14124.144256851303,198.11462412110518,7317.739491487364,16391.15173515813,13235.75896990476,14098.915732868043,MILP,1.0231815394945443e-11,0
2025-03-02,0.0,1670.9657889947052,1378.6695038296302,75138.22875220342,2462.4745770304735,49085.76238067298,15192.39326060724,64278.155641280224,1509.15202857143,0.0,21033.215213917698,17299.970979921905,64491.84285962407,LP,9.094947017729282e-13,0
