method,window,period,date,selected_alpha,mae,mse,rank_correlation,high_quartile_overlap,low_quartile_overlap
blend_a000,val_august,validation,2025-08-20,0.0,0.10457777777777778,0.018166311805555557,0.9184745476780328,0.8333333333333334,0.5833333333333334
blend_a000,val_august,validation,2025-08-21,0.0,0.09622638888888889,0.014839116805555552,0.9092147674368851,0.8055555555555556,0.5555555555555556
blend_a000,val_august,validation,2025-08-22,0.0,0.1323888888888889,0.02994980083333333,0.8709163050430966,0.7777777777777778,0.4444444444444444
blend_a000,val_august,validation,2025-08-23,0.0,0.13375208333333333,0.028307196458333326,0.857522365760826,0.7777777777777778,0.4444444444444444
blend_a000,val_august,validation,2025-08-24,0.0,0.09543958333333331,0.01505560923611111,0.8892222427799457,0.8611111111111112,0.4722222222222222
blend_a000,val_august,validation,2025-08-25,0.0,0.1024986111111111,0.017056627916666664,0.899205443352433,0.7777777777777778,0.5555555555555556
blend_a000,val_august,validation,2025-08-26,0.0,0.09539583333333333,0.014952134999999998,0.896833227515915,0.8333333333333334,0.5
blend_a000,val_august,validation,2025-08-27,0.0,0.10050833333333335,0.017080030416666666,0.9033519513894663,0.8888888888888888,0.5833333333333334
blend_a000,val_august,validation,2025-08-28,0.0,0.10365069444444443,0.01790710631944444,0.9293659716918029,0.8333333333333334,0.6111111111111112
blend_a000,val_august,validation,2025-08-29,0.0,0.1278784722222222,0.02487071020833333,0.8753718829120739,0.8055555555555556,0.5277777777777778
blend_a000,val_august,validation,2025-08-30,0.0,0.14412083333333334,0.03425894958333333,0.8612218569552601,0.75,0.4166666666666667
blend_a000,val_august,validation,2025-08-31,0.0,0.0870125,0.014044215416666665,0.9153327780644429,0.8611111111111112,0.6666666666666666
blend_a000,eval_september,evaluation,2025-09-10,0.0,0.04230555555555556,0.002772146666666667,0.9354840330472427,0.8611111111111112,0.6666666666666666
blend_a000,eval_september,evaluation,2025-09-11,0.0,0.050043055555555556,0.004122158194444445,0.8888223520967883,0.8055555555555556,0.5
blend_a000,eval_september,evaluation,2025-09-12,0.0,0.19125208333333332,0.04830604729166666,0.8634773845624407,0.75,0.5555555555555556
blend_a000,eval_september,evaluation,2025-09-13,0.0,0.19968402777777777,0.053551888680555555,0.8665961331244294,0.7777777777777778,0.6111111111111112
blend_a000,eval_september,evaluation,2025-09-14,0.0,0.03804236111111112,0.002161632708333334,0.9489262680270488,0.8611111111111112,0.75
blend_a000,eval_september,evaluation,2025-09-15,0.0,0.04946666666666666,0.004327308888888889,0.8889259530017214,0.8333333333333334,0.4722222222222222
blend_a000,eval_september,evaluation,2025-09-16,0.0,0.03926180555555556,0.002474594375,0.9342771308363659,0.7777777777777778,0.7222222222222222
blend_a000,eval_september,evaluation,2025-09-17,0.0,0.04101875000000001,0.002447215208333334,0.9319772524113972,0.8611111111111112,0.6944444444444444
blend_a000,eval_september,evaluation,2025-09-18,0.0,0.03609097222222222,0.002190749930555555,0.9332985689442592,0.8333333333333334,0.6666666666666666
blend_a000,eval_september,evaluation,2025-09-19,0.0,0.17349097222222223,0.03875582340277777,0.8755969467890258,0.7777777777777778,0.5
blend_a000,eval_september,evaluation,2025-09-20,0.0,0.1790972222222222,0.04000103486111111,0.8755627853077027,0.7777777777777778,0.5555555555555556
blend_a000,eval_september,evaluation,2025-09-21,0.0,0.044496527777777774,0.003221622430555555,0.9415244692267987,0.7777777777777778,0.6944444444444444
blend_a000,eval_september,evaluation,2025-09-22,0.0,0.04074652777777778,0.0029316604861111114,0.9255609778760003,0.8333333333333334,0.6666666666666666
blend_a000,eval_september,evaluation,2025-09-23,0.0,0.04276041666666667,0.003177416180555556,0.9191967196849858,0.8333333333333334,0.6388888888888888
blend_a000,eval_december,evaluation,2025-12-08,0.0,0.14518333333333333,0.03280643569444445,0.9644810308067988,0.8333333333333334,0.8611111111111112
blend_a000,eval_december,evaluation,2025-12-09,0.0,0.14584652777777776,0.033376607291666666,0.9631698301388234,0.8333333333333334,0.8333333333333334
blend_a000,eval_december,evaluation,2025-12-10,0.0,0.15526319444444445,0.03770214951388889,0.9582485574401697,0.8611111111111112,0.8888888888888888
blend_a000,eval_december,evaluation,2025-12-11,0.0,0.1385826388888889,0.030418234513888896,0.9563616780310271,0.8333333333333334,0.8333333333333334
blend_a000,eval_december,evaluation,2025-12-12,0.0,0.07241319444444444,0.008013442986111112,0.9507381392074374,0.8888888888888888,0.9166666666666666
blend_a000,eval_december,evaluation,2025-12-13,0.0,0.06879652777777777,0.00713081659722222,0.9400425210565566,0.8333333333333334,0.75
blend_a000,eval_december,evaluation,2025-12-14,0.0,0.158225,0.03943123513888889,0.9604821199573415,0.8333333333333334,0.9166666666666666
blend_a000,eval_december,evaluation,2025-12-15,0.0,0.15291527777777777,0.03798222416666667,0.946435802059634,0.8055555555555556,0.7777777777777778
blend_a000,eval_december,evaluation,2025-12-16,0.0,0.1485388888888889,0.03506146680555555,0.9589208187337598,0.8611111111111112,0.8333333333333334
blend_a000,eval_december,evaluation,2025-12-17,0.0,0.14640833333333333,0.03384105597222223,0.9552715687288968,0.8333333333333334,0.7777777777777778
blend_a000,eval_december,evaluation,2025-12-18,0.0,0.14816527777777777,0.03519287027777778,0.9567213786957766,0.8333333333333334,0.9166666666666666
blend_a000,eval_december,evaluation,2025-12-19,0.0,0.07286527777777776,0.007486402083333331,0.9493113949874743,0.8888888888888888,0.8333333333333334
blend_a000,eval_december,evaluation,2025-12-20,0.0,0.06745972222222223,0.0073566040277777784,0.9593046330239187,0.8611111111111112,0.8055555555555556
blend_a000,eval_december,evaluation,2025-12-21,0.0,0.14804027777777776,0.03523835194444445,0.9597175040888899,0.8333333333333334,0.8611111111111112
blend_a025,dev_march,development,2025-03-07,0.25,0.15399184027777776,0.028392947417003253,0.9024645350705213,0.8333333333333334,0.5833333333333334
blend_a025,dev_march,development,2025-03-08,0.25,0.16512147817460318,0.033330153755270334,0.9036068314599698,0.7777777777777778,0.6111111111111112
blend_a025,dev_march,development,2025-03-09,0.25,0.04014779265873017,0.0024938320459980865,0.9710061198925003,0.8888888888888888,0.8055555555555556
blend_a025,dev_march,development,2025-03-10,0.25,0.05282886904761905,0.004995446389110331,0.963471585885379,0.8333333333333334,0.8055555555555556
blend_a025,dev_march,development,2025-03-11,0.25,0.04628483382936509,0.0034242344572216923,0.9552798762964756,0.8888888888888888,0.8333333333333334
blend_a025,dev_march,development,2025-03-12,0.25,0.04092194940476191,0.0025473775955304,0.9505002622402083,0.8888888888888888,0.75
blend_a025,dev_march,development,2025-03-13,0.25,0.053506535218253985,0.0049170977203133875,0.9599951772365566,0.8333333333333334,0.7777777777777778
blend_a025,dev_march,development,2025-03-14,0.25,0.16935121527777774,0.03468639943961699,0.8939532472352412,0.8888888888888888,0.5833333333333334
blend_a025,dev_march,development,2025-03-15,0.25,0.1560889136904762,0.029979339692327453,0.9278001444825683,0.8055555555555556,0.6111111111111112
blend_a025,dev_march,development,2025-03-16,0.25,0.0428248263888889,0.0029489877931901942,0.9499356964874206,0.8611111111111112,0.7777777777777778
blend_a025,dev_march,development,2025-03-17,0.25,0.0348663318452381,0.001943243158238556,0.9391415656186632,0.8888888888888888,0.75
blend_a025,dev_march,development,2025-03-18,0.25,0.037225223214285716,0.0023223595300542097,0.9623933839567793,0.9166666666666666,0.8055555555555556
blend_a025,dev_march,development,2025-03-19,0.25,0.03785880456349207,0.002424598182442249,0.9664777077378803,0.8888888888888888,0.8055555555555556
blend_a025,dev_march,development,2025-03-20,0.25,0.04088554067460318,0.0025637148100464153,0.964813851004443,0.8888888888888888,0.8055555555555556
blend_a025,dev_april,development,2025-04-17,0.25,0.030579774305555554,0.0014778288578647604,0.9580479021960953,0.8611111111111112,0.75
blend_a025,dev_april,development,2025-04-18,0.25,0.1899688492063492,0.04490475465003188,0.9205346054837041,0.8055555555555556,0.6944444444444444
blend_a025,dev_april,development,2025-04-19,0.25,0.19141112351190476,0.045765642534522914,0.9095096139106119,0.8055555555555556,0.6666666666666666
blend_a025,dev_april,development,2025-04-20,0.25,0.0321375496031746,0.0017928413567354024,0.9600061088564698,0.9166666666666666,0.7777777777777778
blend_a025,dev_april,development,2025-04-21,0.25,0.03638691716269841,0.0022132978670856354,0.9569236364883422,0.8611111111111112,0.7222222222222222
blend_a025,dev_april,development,2025-04-22,0.25,0.02970631200396825,0.00132307049698395,0.9441201352806927,0.9166666666666666,0.6666666666666666
blend_a025,dev_april,development,2025-04-23,0.25,0.03659464285714285,0.0021635088291879242,0.9558807128458253,0.8611111111111112,0.7222222222222222
blend_a025,dev_april,development,2025-04-24,0.25,0.04080334821428571,0.0025353143304457206,0.9511432004867446,0.8055555555555556,0.7222222222222222
blend_a025,dev_april,development,2025-04-25,0.25,0.20714723462301585,0.05354303608438296,0.8942568925327548,0.8055555555555556,0.6388888888888888
blend_a025,dev_april,development,2025-04-26,0.25,0.2099688492063492,0.057350008017511694,0.8863591606821872,0.7777777777777778,0.5555555555555556
blend_a025,dev_april,development,2025-04-27,0.25,0.037471750992063506,0.002315330404930202,0.9474680491921871,0.8611111111111112,0.75
blend_a025,dev_april,development,2025-04-28,0.25,0.03928556547619048,0.0027361987283429,0.9537124766025197,0.8888888888888888,0.7777777777777778
blend_a025,dev_april,development,2025-04-29,0.25,0.0362446800595238,0.0021656522348666024,0.9427195215828085,0.8333333333333334,0.6666666666666666
blend_a025,dev_april,development,2025-04-30,0.25,0.040047259424603174,0.002968883502449157,0.9580940362348747,0.8333333333333334,0.6944444444444444
blend_a025,val_june,validation,2025-06-08,0.25,0.05421222718253968,0.004022402015970451,0.9345711759504863,0.8055555555555556,0.6388888888888888
blend_a025,val_june,validation,2025-06-09,0.25,0.06537808779761906,0.0064403488381120704,0.9479572018687119,0.8333333333333334,0.7222222222222222
blend_a025,val_june,validation,2025-06-10,0.25,0.06127544642857144,0.005670646855911636,0.9500461177700192,0.9444444444444444,0.6944444444444444
blend_a025,val_june,validation,2025-06-11,0.25,0.07459644097222223,0.007949754480428891,0.9446245169691282,0.8888888888888888,0.6944444444444444
blend_a025,val_june,validation,2025-06-12,0.25,0.06925358382936508,0.00702162866410236,0.9488926711952909,0.8611111111111112,0.75
blend_a025,val_june,validation,2025-06-13,0.25,0.12375943700396824,0.01981946918949741,0.9304164962794025,0.8055555555555556,0.6666666666666666
blend_a025,val_june,validation,2025-06-14,0.25,0.1322473090277778,0.02398501734014048,0.9099588255761994,0.8055555555555556,0.6388888888888888
blend_a025,val_june,validation,2025-06-15,0.25,0.06128520585317462,0.0055233262757537925,0.9504711744148902,0.8888888888888888,0.7222222222222222
blend_a025,val_june,validation,2025-06-16,0.25,0.060241046626984124,0.005609321440617915,0.9476095599559565,0.9166666666666666,0.7222222222222222
blend_a025,val_june,validation,2025-06-17,0.25,0.06576830357142857,0.007843427062207697,0.9405272888031508,0.8333333333333334,0.6944444444444444
blend_a025,val_june,validation,2025-06-18,0.25,0.05655931299603176,0.005351749266293757,0.9584809887483626,0.8888888888888888,0.8055555555555556
blend_a025,val_june,validation,2025-06-19,0.25,0.048654662698412704,0.003412304857346585,0.9421718777830292,0.8888888888888888,0.6666666666666666
blend_a025,val_june,validation,2025-06-20,0.25,0.14591737351190476,0.028052749870611002,0.9101025943483759,0.8055555555555556,0.6388888888888888
blend_a025,val_june,validation,2025-06-21,0.25,0.15828469742063492,0.033488633073846724,0.8962047751535003,0.8333333333333334,0.5555555555555556
blend_a025,val_august,validation,2025-08-18,0.25,0.0863903521825397,0.01156571491895196,0.9480215055751176,0.9444444444444444,0.75
blend_a025,val_august,validation,2025-08-19,0.25,0.07787571924603175,0.010165381370996315,0.9510207198410002,0.8611111111111112,0.6666666666666666
blend_a025,val_august,validation,2025-08-20,0.25,0.0955530753968254,0.013942428184656677,0.9627179541796362,0.8888888888888888,0.7777777777777778
blend_a025,val_august,validation,2025-08-21,0.25,0.08316902281746032,0.010615763850313563,0.9389387297435913,0.8611111111111112,0.6944444444444444
blend_a025,val_august,validation,2025-08-22,0.25,0.12409470486111109,0.026067013202261364,0.9189350491797111,0.8333333333333334,0.6388888888888888
blend_a025,val_august,validation,2025-08-23,0.25,0.12672403273809524,0.02482606724113343,0.9160366088307502,0.8333333333333334,0.5833333333333334
blend_a025,val_august,validation,2025-08-24,0.25,0.08066615823412698,0.010456464298314379,0.946172882177234,0.9166666666666666,0.7222222222222222
blend_a025,val_august,validation,2025-08-25,0.25,0.09140708085317462,0.012754295271643814,0.9284592561487446,0.8333333333333334,0.5833333333333334
blend_a025,val_august,validation,2025-08-26,0.25,0.08184565972222223,0.010558690492842974,0.9432671642830542,0.8888888888888888,0.6388888888888888
blend_a025,val_august,validation,2025-08-27,0.25,0.09016760912698413,0.012776317890182113,0.9485932573631751,0.9444444444444444,0.6944444444444444
blend_a025,val_august,validation,2025-08-28,0.25,0.09482281746031747,0.014108900083793932,0.9335944329140965,0.8888888888888888,0.6388888888888888
blend_a025,val_august,validation,2025-08-29,0.25,0.12186431051587301,0.022114908459245675,0.9117021458309259,0.8611111111111112,0.4444444444444444
blend_a025,val_august,validation,2025-08-30,0.25,0.13813007192460316,0.030589935206273917,0.9134925985582524,0.7777777777777778,0.6388888888888888
blend_a025,val_august,validation,2025-08-31,0.25,0.07644702380952383,0.009980028577230373,0.9293585724620209,0.8888888888888888,0.6388888888888888
blend_a025,eval_september,evaluation,2025-09-10,0.25,0.04407323908730158,0.003087049824395905,0.9464231171127723,0.8888888888888888,0.7222222222222222
blend_a025,eval_september,evaluation,2025-09-11,0.25,0.0449671130952381,0.0031633188162113806,0.914123577409409,0.8333333333333334,0.5833333333333334
blend_a025,eval_september,evaluation,2025-09-12,0.25,0.18056045386904762,0.04219546806031657,0.8962440644742484,0.7777777777777778,0.6111111111111112
blend_a025,eval_september,evaluation,2025-09-13,0.25,0.1875448288690476,0.04631006564942513,0.8940164396448921,0.8055555555555556,0.6944444444444444
blend_a025,eval_september,evaluation,2025-09-14,0.25,0.03857204861111111,0.0022540038509336036,0.945920419921657,0.9166666666666666,0.6944444444444444
blend_a025,eval_september,evaluation,2025-09-15,0.25,0.04483255208333334,0.003240037158513146,0.9204002893658066,0.8888888888888888,0.5555555555555556
blend_a025,eval_september,evaluation,2025-09-16,0.25,0.04007829861111112,0.0023527218005066613,0.9436146921955059,0.8333333333333334,0.7222222222222222
blend_a025,eval_september,evaluation,2025-09-17,0.25,0.04150881696428572,0.0025749378200069094,0.9448726334520663,0.9166666666666666,0.6944444444444444
blend_a025,eval_september,evaluation,2025-09-18,0.25,0.035779588293650785,0.0019248424224950393,0.9474739720981515,0.8611111111111112,0.7222222222222222
blend_a025,eval_september,evaluation,2025-09-19,0.25,0.15950868055555556,0.03230648839936755,0.9071979744393539,0.7777777777777778,0.5
blend_a025,eval_september,evaluation,2025-09-20,0.25,0.16587136656746032,0.03369656458574705,0.9037215657905313,0.8055555555555556,0.5833333333333334
blend_a025,eval_september,evaluation,2025-09-21,0.25,0.043124491567460316,0.0028591248577673253,0.9414957428998652,0.8333333333333334,0.6944444444444444
blend_a025,eval_september,evaluation,2025-09-22,0.25,0.041236830357142866,0.002875536888065123,0.9416946822916735,0.8888888888888888,0.75
blend_a025,eval_september,evaluation,2025-09-23,0.25,0.0429755580357143,0.0032204834056343903,0.9398648614747174,0.8888888888888888,0.6944444444444444
blend_a025,eval_december,evaluation,2025-12-08,0.25,0.13179858630952382,0.026397502970255813,0.9750401395408714,0.8888888888888888,0.8611111111111112
blend_a025,eval_december,evaluation,2025-12-09,0.25,0.13054902033730156,0.026241985285506128,0.9746362322908358,0.8888888888888888,0.8888888888888888
blend_a025,eval_december,evaluation,2025-12-10,0.25,0.13846538938492065,0.029399128455459014,0.9702997554471714,0.9166666666666666,0.9444444444444444
blend_a025,eval_december,evaluation,2025-12-11,0.25,0.12045440228174605,0.022463463425918553,0.96886199749064,0.8888888888888888,0.8888888888888888
blend_a025,eval_december,evaluation,2025-12-12,0.25,0.07416999007936508,0.00802301503512082,0.9587050880154329,0.9166666666666666,0.8611111111111112
blend_a025,eval_december,evaluation,2025-12-13,0.25,0.07054241071428571,0.007188903509867488,0.9532764179697139,0.8888888888888888,0.8055555555555556
blend_a025,eval_december,evaluation,2025-12-14,0.25,0.13625314980158734,0.02847221637817107,0.9724338325592992,0.8888888888888888,0.9444444444444444
blend_a025,eval_december,evaluation,2025-12-15,0.25,0.12939063740079368,0.02661506713061136,0.9607748573265814,0.8611111111111112,0.8333333333333334
blend_a025,eval_december,evaluation,2025-12-16,0.25,0.12456201636904764,0.024074179774549138,0.9745076762318142,0.9444444444444444,0.8888888888888888
blend_a025,eval_december,evaluation,2025-12-17,0.25,0.12255601438492064,0.023128430146927264,0.9685274495619323,0.8888888888888888,0.8611111111111112
blend_a025,eval_december,evaluation,2025-12-18,0.25,0.12446681547619048,0.024249712643450615,0.9688599880038529,0.8888888888888888,0.8888888888888888
blend_a025,eval_december,evaluation,2025-12-19,0.25,0.07614430803571429,0.007885937245274411,0.9638775018085364,0.9444444444444444,0.8611111111111112
blend_a025,eval_december,evaluation,2025-12-20,0.25,0.07376493055555555,0.008351875678899163,0.967301663853388,0.9166666666666666,0.8055555555555556
blend_a025,eval_december,evaluation,2025-12-21,0.25,0.1242490203373016,0.02418392383434755,0.9732496850145946,0.8888888888888888,0.9166666666666666
blend_a050,dev_march,development,2025-03-07,0.5,0.15028784722222222,0.02733982701920351,0.9018576700608102,0.8611111111111112,0.5833333333333334
blend_a050,dev_march,development,2025-03-08,0.5,0.16131170634920633,0.03199621739707341,0.9033757402472629,0.8333333333333334,0.6111111111111112
blend_a050,dev_march,development,2025-03-09,0.5,0.03863382936507937,0.0023108819389526646,0.9696235929829596,0.9166666666666666,0.8055555555555556
blend_a050,dev_march,development,2025-03-10,0.5,0.052121230158730165,0.004866567074298469,0.9670364118639981,0.8888888888888888,0.7777777777777778
blend_a050,dev_march,development,2025-03-11,0.5,0.044393129960317475,0.0032481842723391455,0.9566945549946102,0.9166666666666666,0.8055555555555556
blend_a050,dev_march,development,2025-03-12,0.5,0.03984503968253968,0.002416830471407313,0.9535446377815205,0.8888888888888888,0.75
blend_a050,dev_march,development,2025-03-13,0.5,0.05356034226190478,0.00499779327212656,0.9626758299172092,0.8611111111111112,0.8055555555555556
blend_a050,dev_march,development,2025-03-14,0.5,0.16356006944444446,0.03284868584874575,0.890635581216293,0.8888888888888888,0.5833333333333334
blend_a050,dev_march,development,2025-03-15,0.5,0.1499556051587302,0.02800784437942885,0.9249004550487498,0.7777777777777778,0.6388888888888888
blend_a050,dev_march,development,2025-03-16,0.5,0.04197256944444445,0.0029055980973639447,0.9544731130938028,0.8888888888888888,0.75
blend_a050,dev_march,development,2025-03-17,0.5,0.03200602678571429,0.0016546581488272399,0.942089488659197,0.9166666666666666,0.7222222222222222
blend_a050,dev_march,development,2025-03-18,0.5,0.03656507936507937,0.0023087835765660428,0.9613846195625407,0.9166666666666666,0.7777777777777778
blend_a050,dev_march,development,2025-03-19,0.5,0.037512053571428575,0.0023442669013959746,0.9689071797045117,0.9166666666666666,0.8333333333333334
blend_a050,dev_march,development,2025-03-20,0.5,0.04092256944444445,0.002638117950503118,0.9685384701179132,0.9444444444444444,0.7777777777777778
blend_a050,dev_april,development,2025-04-17,0.5,0.030220213293650804,0.0015116141219352326,0.9643838204018755,0.9166666666666666,0.7777777777777778
blend_a050,dev_april,development,2025-04-18,0.5,0.1731606150793651,0.03739649816361961,0.9355957543510748,0.8333333333333334,0.75
blend_a050,dev_april,development,2025-04-19,0.5,0.17460141369047621,0.03815610748928217,0.9233570151869026,0.8333333333333334,0.6666666666666666
blend_a050,dev_april,development,2025-04-20,0.5,0.032390079365079365,0.0016445054071003405,0.9558585197933055,0.9444444444444444,0.7222222222222222
blend_a050,dev_april,development,2025-04-21,0.5,0.03193157242063492,0.0015417426736996879,0.9676110594225934,0.9166666666666666,0.6944444444444444
blend_a050,dev_april,development,2025-04-22,0.5,0.031241889880952396,0.001544011432380245,0.9450284242210709,0.9166666666666666,0.6944444444444444
blend_a050,dev_april,development,2025-04-23,0.5,0.03708685515873016,0.0020671239675453513,0.9539536150169744,0.9166666666666666,0.7222222222222222
blend_a050,dev_april,development,2025-04-24,0.5,0.0362638888888889,0.0019395897523384362,0.9547864110133013,0.8333333333333334,0.7222222222222222
blend_a050,dev_april,development,2025-04-25,0.5,0.18880052083333335,0.04447342568673824,0.9142150952495781,0.8333333333333334,0.6944444444444444
blend_a050,dev_april,development,2025-04-26,0.5,0.1915592261904762,0.048024710790284864,0.9044274195615174,0.7777777777777778,0.6111111111111112
blend_a050,dev_april,development,2025-04-27,0.5,0.033175545634920645,0.0018600985443239808,0.9580901856763926,0.8888888888888888,0.7777777777777778
blend_a050,dev_april,development,2025-04-28,0.5,0.04828492063492063,0.004095098316149375,0.9389347107700169,0.9166666666666666,0.7222222222222222
blend_a050,dev_april,development,2025-04-29,0.5,0.031030183531746032,0.0015515575456172047,0.948875539171986,0.8888888888888888,0.6944444444444444
blend_a050,dev_april,development,2025-04-30,0.5,0.03561713789682539,0.002210646316344246,0.9496521567963391,0.8611111111111112,0.6388888888888888
blend_a050,val_june,validation,2025-06-08,0.5,0.05843263888888888,0.004454547126381803,0.9477373201511131,0.8611111111111112,0.6944444444444444
blend_a050,val_june,validation,2025-06-09,0.5,0.06998266369047619,0.007287264846495892,0.9568210658985651,0.8333333333333334,0.75
blend_a050,val_june,validation,2025-06-10,0.5,0.06510689484126984,0.006322789199440193,0.9581222532819227,0.9166666666666666,0.75
blend_a050,val_june,validation,2025-06-11,0.5,0.07893792162698413,0.008769601542747307,0.9535677935538468,0.8888888888888888,0.6944444444444444
