load_kwh,pv_kwh,e_start,e_end,charge_kwh,discharge_kwh,pv_load_kwh,grid_load_kwh,pv_charge_kwh,grid_charge_kwh,pv_spill_kwh,paid_grid_spill_kwh,emergency_kwh,slot,price,emergency_cost,total_cost,strategy,date,issue_hour,plan_version,ordinary_kwh,ordinary_cost,adjustment_cost
565.9836166666666,0.0,8484.734570496297,9234.734570496297,833.3333333333333,0.0,0.0,565.9836166666666,0.0,833.3333333333333,0.0,20.935210000000097,0.0,12,0.4293,0.0,609.714252288,rolling_margin,2025-03-20,0,0,1420.25216,609.714252288,0.0
546.1207666666667,0.0,9234.734570496297,9275.221985496297,44.986016666666615,0.0,0.0,546.1207666666667,0.0,44.986016666666615,0.0,0.0,0.0,13,0.4324,0.0,255.59457311333333,rolling_margin,2025-03-20,0,0,591.1067833333333,255.59457311333333,0.0
565.7133333333334,0.0,9275.221985496297,9305.169185496297,33.274666666666576,0.0,0.0,565.7133333333334,0.0,33.274666666666576,0.0,0.0,0.0,14,0.4367,0.0,261.57805959999996,rolling_margin,2025-03-20,0,0,598.9879999999999,261.57805959999996,0.0
597.9265666666666,0.0,9305.169185496297,9305.885870496297,0.7963166666665984,0.0,0.0,597.9265666666666,0.0,0.7963166666665984,0.0,0.0,0.0,15,0.4348,0.0,260.3247096733333,rolling_margin,2025-03-20,0,0,598.7228833333332,260.3247096733333,0.0
600.9544666666666,0.0,9305.885870496297,9308.408945496298,2.803416666666749,0.0,0.0,600.9544666666666,0.0,2.803416666666749,0.0,0.0,0.0,16,0.4335,0.0,261.729042425,rolling_margin,2025-03-20,0,0,603.7578833333333,261.729042425,0.0
587.1316666666667,0.0,9308.408945496298,9329.803145496298,23.771333333333246,0.0,0.0,587.1316666666667,0.0,23.771333333333246,0.0,0.0,0.0,17,0.4357,0.0,266.17043709999996,rolling_margin,2025-03-20,0,0,610.9029999999999,266.17043709999996,0.0
605.2103,0.0,9329.803145496298,9327.228052903705,0.0,2.3175833333333458,0.0,602.8927166666666,0.0,0.0,0.0,0.0,0.0,18,0.4374,0.0,263.70527426999996,rolling_margin,2025-03-20,0,0,602.8927166666666,263.70527426999996,0.0
621.8923833333333,0.0,9327.228052903705,9300.674560311112,0.0,23.89814333333345,0.0,597.9942399999999,0.0,0.0,0.0,0.0,0.0,19,0.4371,0.0,261.3832823039999,rolling_margin,2025-03-20,0,0,597.9942399999999,261.3832823039999,0.0
620.1683333333333,0.0,9300.674560311112,9291.025671422223,0.0,8.684000000000083,0.0,611.4843333333332,0.0,0.0,0.0,0.0,0.0,20,0.4356,0.0,266.36257559999996,rolling_margin,2025-03-20,0,0,611.4843333333332,266.36257559999996,0.0
616.6230833333333,0.0,9291.025671422223,9310.332336422223,21.451849999999922,0.0,0.0,616.6230833333333,0.0,21.451849999999922,0.0,0.0,0.0,21,0.4353,0.0,277.75401847999996,rolling_margin,2025-03-20,0,0,638.0749333333332,277.75401847999996,0.0
612.4637499999999,0.0,9310.332336422223,9336.024906422223,28.547300000000178,0.0,0.0,612.4637499999999,0.0,28.547300000000178,0.0,0.0,0.0,22,0.436,0.0,279.4808178,rolling_margin,2025-03-20,0,0,641.0110500000001,279.4808178,0.0
603.93,0.0,9336.024906422223,9357.449106422222,23.804666666666662,0.0,0.0,603.93,0.0,23.804666666666662,0.0,0.0,0.0,23,0.4378,0.0,274.8222370666667,rolling_margin,2025-03-20,0,0,627.7346666666666,274.8222370666667,0.0
589.79495,0.00031666666666666665,9357.449106422222,9401.346897422221,48.77532333333329,0.0,0.00031666666666666665,589.7946333333333,0.0,48.77532333333329,0.0,0.0,0.0,24,0.4401,0.0,281.034637929,rolling_margin,2025-03-20,0,0,638.5699566666666,281.034637929,0.0
581.4640499999999,0.0,9401.346897422221,9453.803892422222,58.285549999999944,0.0,0.0,581.4640499999999,0.0,58.285549999999944,0.0,0.0,0.0,25,0.4389,0.0,280.78609943999993,rolling_margin,2025-03-20,0,0,639.7495999999999,280.78609943999993,0.0
585.585,0.0,9453.803892422222,9490.376592422223,40.636333333333255,0.0,0.0,585.585,0.0,40.636333333333255,0.0,0.0,0.0,26,0.4364,0.0,273.28298986666664,rolling_margin,2025-03-20,0,0,626.2213333333333,273.28298986666664,0.0
599.72965,0.004516666666666666,9490.376592422223,9517.519968422223,30.15930666666668,0.0,0.004516666666666666,599.7251333333334,0.0,30.15930666666668,0.0,0.0,0.0,27,0.4393,0.0,276.70823449200003,rolling_margin,2025-03-20,0,0,629.88444,276.70823449200003,0.0
616.7393166666666,0.0,9517.519968422223,9538.103520422223,22.870613333333495,0.0,0.0,616.7393166666666,0.0,22.870613333333495,0.0,0.0,0.0,28,0.4422,0.0,282.835511046,rolling_margin,2025-03-20,0,0,639.6099300000001,282.835511046,0.0
625.595,0.0,9538.103520422223,9552.946920422222,16.492666666666537,0.0,0.0,625.595,0.0,16.492666666666537,0.0,0.0,0.0,29,0.4395,0.0,282.1975295,rolling_margin,2025-03-20,0,0,642.0876666666666,282.1975295,0.0
619.49685,0.06293333333333333,9552.946920422222,9568.999878422223,17.83662000000004,0.0,0.06293333333333333,619.4339166666666,0.0,17.83662000000004,0.0,0.0,0.0,30,0.4333,0.0,276.12932353766666,rolling_margin,2025-03-20,0,0,637.2705366666667,276.12932353766666,0.0
617.8444,0.0,9568.999878422223,9589.481043422222,22.756849999999986,0.0,0.0,617.8444,0.0,22.756849999999986,0.0,0.0,0.0,31,0.4439,0.0,284.362894875,rolling_margin,2025-03-20,0,0,640.6012499999999,284.362894875,0.0
607.115,0.0,9589.481043422222,10339.481043422222,833.3333333333333,0.0,0.0,607.115,0.0,833.3333333333333,0.0,37.854333333333216,0.0,32,0.4301,0.0,635.8179769333333,rolling_margin,2025-03-20,0,0,1478.3026666666665,635.8179769333333,0.0
576.3066333333334,0.8765666666666667,10339.481043422222,10800.0,511.68772953086466,0.0,0.8765666666666667,575.4300666666667,0.0,511.68772953086466,0.0,388.1719104691351,0.0,33,0.3713,0.0,547.7750680853333,rolling_margin,2025-03-20,0,0,1475.2897066666665,547.7750680853333,0.0
671.4631166666666,0.0,10800.0,10800.0,0.0,0.0,0.0,671.4631166666666,0.0,0.0,0.0,45.22305333333338,0.0,34,0.5708,0.0,409.08446583599994,rolling_margin,2025-03-20,0,0,716.68617,409.08446583599994,0.0
827.015,0.0,10800.0,9881.094444444445,0.0,827.015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,35,0.9099,0.0,0.0,rolling_margin,2025-03-20,0,0,-0.0,-0.0,0.0
817.5199666666667,25.57003333333333,9881.094444444445,9001.150074074074,0.0,791.9499333333334,25.57003333333333,-0.0,0.0,0.0,0.0,0.0,0.0,36,0.9368,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
776.8039833333333,66.84066666666666,9001.150074074074,8212.301944444444,0.0,709.9633166666667,66.84066666666666,-0.0,0.0,0.0,0.0,0.0,0.0,37,0.8758,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
783.9583333333333,112.58749999999999,8212.301944444444,7466.334351851851,0.0,671.3708333333333,112.58749999999999,-0.0,0.0,0.0,0.0,0.0,0.0,38,0.8759,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
787.8168000000001,158.77193333333332,7466.334351851851,6767.39561111111,0.0,629.0448666666667,158.77193333333332,-0.0,0.0,0.0,0.0,0.0,0.0,39,0.8601,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
803.2455499999999,217.08963333333332,6767.39561111111,6116.111259259258,0.0,586.1559166666666,217.08963333333332,-0.0,0.0,0.0,0.0,0.0,0.0,40,0.8442,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
813.3883333333333,282.20624999999995,6116.111259259258,5525.9089444444435,0.0,531.1820833333334,282.20624999999995,-0.0,0.0,0.0,0.0,0.0,0.0,41,0.8334,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
781.5626833333333,334.9871833333333,5525.9089444444435,5439.730675555554,0.0,77.56044200000053,334.9871833333333,369.0150579999995,0.0,0.0,0.0,0.0,0.0,42,0.8092,0.0,298.6069849335996,rolling_margin,2025-03-20,6,1,369.0150579999995,298.6069849335996,0.0
785.5607666666666,384.31915000000004,5439.730675555554,5497.503780555554,64.19233888888897,0.0,384.31915000000004,401.2416166666666,0.0,64.19233888888897,0.0,0.0,0.0,43,0.7972,0.0,371.0439493688889,rolling_margin,2025-03-20,6,1,465.43395555555554,371.0439493688889,0.0
804.5333333333333,434.95625,5497.503780555554,5523.585120555554,28.979266666666774,0.0,434.95625,369.5770833333333,0.0,28.979266666666774,0.0,0.0,0.0,44,0.7644,0.0,304.65647394,rolling_margin,2025-03-20,6,1,398.55635000000007,304.65647394,0.0
763.026,482.33579999999995,5523.585120555554,5556.9314895555535,37.05152111111107,0.0,482.33579999999995,280.6902,0.0,37.05152111111107,0.0,0.0,0.0,45,0.6899,0.0,219.21001339455552,rolling_margin,2025-03-20,6,1,317.7417211111111,219.21001339455552,0.0
864.5061333333333,529.9280666666666,5556.9314895555535,5185.178082148146,0.0,334.5780666666667,529.9280666666666,-0.0,0.0,0.0,0.0,0.0,0.0,46,0.86,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1067.5983333333334,579.4187499999999,5185.178082148146,4642.756322888887,0.0,488.1795833333334,579.4187499999999,-0.0,0.0,0.0,0.0,0.0,0.0,47,1.1617,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1109.6747666666665,626.8709166666666,4642.756322888887,4106.307600666664,0.0,482.8038499999999,626.8709166666666,-0.0,0.0,0.0,0.0,0.0,0.0,48,1.1683,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1101.1000166666665,662.7286166666667,4106.307600666664,3619.228267333331,0.0,438.3713999999999,662.7286166666667,-0.0,0.0,0.0,0.0,0.0,0.0,49,1.0956,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1114.545,703.3874999999999,3619.228267333331,3162.3866006666644,0.0,411.15750000000014,703.3874999999999,-0.0,0.0,0.0,0.0,0.0,0.0,50,1.0849,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1108.2959999999998,775.6238166666667,3162.3866006666644,2792.7508414074055,0.0,332.6721833333331,775.6238166666667,-0.0,0.0,0.0,0.0,0.0,0.0,51,1.061,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1117.5889166666666,839.5837833333333,2792.7508414074055,2483.8562488148127,0.0,278.00513333333333,839.5837833333333,-0.0,0.0,0.0,0.0,0.0,0.0,52,1.043,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1126.3016666666667,863.4812499999999,2483.8562488148127,2191.8335636296274,0.0,262.8204166666668,863.4812499999999,-0.0,0.0,0.0,0.0,0.0,0.0,53,1.036,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1082.3667333333333,861.0829666666666,2191.8335636296274,1945.9627117777754,0.0,221.28376666666668,861.0829666666666,-0.0,0.0,0.0,0.0,0.0,0.0,54,1.0147,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1072.7398666666666,922.2214999999999,1945.9627117777754,1778.7200821481458,0.0,150.51836666666668,922.2214999999999,-0.0,0.0,0.0,0.0,0.0,0.0,55,0.9922,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1095.1416666666667,1017.95625,1778.7200821481458,1692.9585080740717,0.0,77.1854166666667,1017.95625,-0.0,0.0,0.0,0.0,0.0,0.0,56,0.97,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1066.5605833333334,1030.4658333333332,1692.9585080740717,1652.8532302962938,0.0,36.094750000000204,1030.4658333333332,-0.0,0.0,0.0,0.0,0.0,0.0,57,0.9422,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1074.321683333333,1033.0643333333333,1652.8532302962938,1607.011730296294,0.0,41.25734999999986,1033.0643333333333,-0.0,0.0,0.0,0.0,0.0,0.0,58,0.9569,0.0,0.0,rolling_margin,2025-03-20,6,1,-0.0,-0.0,0.0
1116.2383333333332,1071.03125,1607.011730296294,1556.7816377037016,0.0,45.20708333333323,1071.03125,0.0,0.0,0.0,0.0,0.0,0.0,59,0.9977,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1096.3326,1112.54135,1556.7816377037016,1571.3695127037015,16.20875000000001,0.0,1096.3326,0.0,16.20875000000001,0.0,0.0,0.0,0.0,60,0.9919,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1074.2128666666667,1129.0006666666666,1571.3695127037015,1620.6785327037014,54.787799999999834,0.0,1074.2128666666667,0.0,54.787799999999834,0.0,0.0,0.0,0.0,61,0.9588,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1078.935,1146.5124999999998,1620.6785327037014,1681.4982827037013,67.57749999999987,0.0,1078.935,0.0,67.57749999999987,0.0,0.0,0.0,0.0,62,0.9549,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1075.7058833333333,1211.41895,1681.4982827037013,1803.6400427037013,135.7130666666667,0.0,1075.7058833333333,0.0,135.7130666666667,0.0,0.0,0.0,0.0,63,0.9839,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1058.7226666666666,1242.5592333333334,1803.6400427037013,1969.0929527037015,183.83656666666684,0.0,1058.7226666666666,0.0,183.83656666666684,0.0,0.0,0.0,0.0,64,0.799,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1046.6499999999999,1210.5,1969.0929527037015,2116.5579527037016,163.85000000000014,0.0,1046.6499999999999,0.0,163.85000000000014,0.0,0.0,0.0,0.0,65,0.5025,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1060.3406,1170.2779833333334,2116.5579527037016,2753.7403631037014,707.9804559999998,0.0,1060.3406,0.0,109.9373833333334,598.0430726666664,0.0,0.0,0.0,66,0.4662,0.0,278.8076804771999,rolling_margin,2025-03-20,6,1,598.0430726666664,278.8076804771999,0.0
1065.6395499999999,1175.4807,2753.7403631037014,2852.5973981037014,109.8411500000002,0.0,1065.6395499999999,0.0,109.8411500000002,0.0,0.0,0.0,0.0,67,0.5007,0.0,0.0,rolling_margin,2025-03-20,6,1,0.0,0.0,0.0
1060.0166666666667,1219.59375,2852.5973981037014,3402.609757603698,611.1248438888855,0.0,1060.0166666666667,0.0,159.57708333333335,451.54776055555214,0.0,0.0,0.0,68,0.4827,0.0,217.96210402016501,rolling_margin,2025-03-20,6,1,451.54776055555214,217.96210402016501,0.0
1070.6712666666667,1250.9388833333333,3402.609757603698,4087.0640471036977,760.5047661111107,0.0,1070.6712666666667,0.0,180.26761666666653,580.2371494444442,0.0,0.0,0.0,69,0.4785,0.0,277.64347600916653,rolling_margin,2025-03-20,6,1,580.2371494444442,277.64347600916653,0.0
1063.2702666666667,1272.5053833333332,4087.0640471036977,4763.887287103697,752.0258222222217,0.0,1063.2702666666667,0.0,209.2351166666665,542.7907055555552,0.0,0.0,0.0,70,0.4662,0.0,253.04902692999983,rolling_margin,2025-03-20,6,1,542.7907055555552,253.04902692999983,0.0
1028.0533333333333,1303.0749999999998,4763.887287103697,5453.628142603698,766.3787283333331,0.0,1028.0533333333333,0.0,275.02166666666653,491.3570616666666,0.0,0.0,0.0,71,0.4432,0.0,217.76944973066662,rolling_margin,2025-03-20,6,1,491.3570616666666,217.76944973066662,0.0
993.1352666666667,1347.1565833333334,5453.628142603698,6203.628142603698,833.3333333333333,0.0,993.1352666666667,0.0,354.02131666666673,479.3120166666665,0.0,76.35319055555601,0.0,72,0.4411,0.0,245.10392290572236,rolling_margin,2025-03-20,12,2,555.6652072222225,245.10392290572236,0.0
975.87165,1348.4284499999999,6203.628142603698,6953.628142603698,833.3333333333333,0.0,975.87165,0.0,372.55679999999984,460.7765333333334,0.0,101.02494111111105,0.0,73,0.4551,0.0,255.67585101966668,rolling_margin,2025-03-20,12,2,561.8014744444445,255.67585101966668,0.0
980.6099999999999,1284.89375,6953.628142603698,7703.628142603698,833.3333333333333,0.0,980.6099999999999,0.0,304.28375000000005,529.0495833333332,0.0,38.94635833333359,0.0,74,0.4463,0.0,253.49658876583337,rolling_margin,2025-03-20,12,2,567.9959416666668,253.49658876583337,0.0
1001.0465666666666,1200.876,7703.628142603698,8382.915402603698,754.7636222222222,0.0,1001.0465666666666,0.0,199.82943333333333,554.9341888888889,0.0,0.0,0.0,75,0.4113,0.0,228.24443189000002,rolling_margin,2025-03-20,12,2,554.9341888888889,228.24443189000002,0.0
1028.0591333333332,1201.1573666666666,8382.915402603698,9051.358704103697,742.7147794444445,0.0,1028.0591333333332,0.0,173.09823333333338,569.6165461111111,0.0,0.0,0.0,76,0.5682,0.0,323.65612150033337,rolling_margin,2025-03-20,12,2,569.6165461111111,323.65612150033337,0.0
1058.5633333333333,1254.3,9051.358704103697,9227.521704103698,195.73666666666668,0.0,1058.5633333333333,0.0,195.73666666666668,0.0,0.0,0.0,0.0,77,0.8279,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1085.1036,1223.1791666666666,9227.521704103698,9351.789714103697,138.07556666666665,0.0,1085.1036,0.0,138.07556666666665,0.0,0.0,0.0,0.0,78,0.8636,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1059.80525,1150.1056333333331,9351.789714103697,9433.060059103696,90.30038333333323,0.0,1059.80525,0.0,90.30038333333323,0.0,0.0,0.0,0.0,79,0.8416,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1006.55,1101.6687499999998,9433.060059103696,9518.666934103696,95.11874999999986,0.0,1006.55,0.0,95.11874999999986,0.0,0.0,0.0,0.0,80,0.8618,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1004.8308,1107.0299166666666,9518.666934103696,9610.646139103696,102.19911666666667,0.0,1004.8308,0.0,102.19911666666667,0.0,0.0,0.0,0.0,81,0.8623,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1029.6302166666665,1134.42295,9610.646139103696,9704.959599103695,104.79273333333344,0.0,1029.6302166666665,0.0,104.79273333333344,0.0,0.0,0.0,0.0,82,0.9026,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1046.67,1133.3249999999998,9704.959599103695,9782.949099103695,86.65499999999975,0.0,1046.67,0.0,86.65499999999975,0.0,0.0,0.0,0.0,83,0.9754,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1047.24705,1075.6022833333332,9782.949099103695,9808.468809103695,28.355233333333217,0.0,1047.24705,0.0,28.355233333333217,0.0,0.0,0.0,0.0,84,1.0002,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1052.4853333333333,1033.9314333333332,9808.468809103695,9787.853364659251,0.0,18.553900000000112,1033.9314333333332,0.0,0.0,0.0,0.0,0.0,0.0,85,0.9978,0.0,0.0,rolling_margin,2025-03-20,12,2,0.0,0.0,0.0
1058.7983333333332,1019.28125,9787.853364659251,9743.94549428888,0.0,39.517083333333176,1019.28125,-0.0,0.0,0.0,0.0,0.0,0.0,86,1.0271,0.0,0.0,rolling_margin,2025-03-20,12,2,-0.0,-0.0,0.0
1043.2368833333333,972.9436000000001,9743.94549428888,9665.841846140733,0.0,70.29328333333319,972.9436000000001,-0.0,0.0,0.0,0.0,0.0,0.0,87,1.0906,0.0,0.0,rolling_margin,2025-03-20,12,2,-0.0,-0.0,0.0
1031.6857666666665,905.3272499999999,9665.841846140733,9525.44349428888,0.0,126.35851666666656,905.3272499999999,-0.0,0.0,0.0,0.0,0.0,0.0,88,0.9376,0.0,0.0,rolling_margin,2025-03-20,12,2,-0.0,-0.0,0.0
1026.1066666666666,845.4624999999999,9525.44349428888,9704.823948303698,199.31161557201978,0.0,845.4624999999999,180.6441666666667,0.0,199.31161557201978,0.0,0.0,0.0,89,0.6694,0.0,254.34240063057672,rolling_margin,2025-03-20,12,2,379.9557822386865,254.34240063057672,0.0
1006.5609833333333,809.2424166666666,9704.823948303698,10454.823948303698,833.3333333333333,0.0,809.2424166666666,197.3185666666667,0.0,833.3333333333333,0.0,31.2519524444441,0.0,90,0.66,0.0,700.8565426133331,rolling_margin,2025-03-20,12,2,1061.903852444444,700.8565426133331,0.0
1009.1131499999999,760.3063833333333,10454.823948303698,10491.119656503697,40.32856466666669,0.0,760.3063833333333,248.8067666666666,0.0,40.32856466666669,0.0,0.0,0.0,91,0.7217,0.0,208.66896862326664,rolling_margin,2025-03-20,12,2,289.1353313333333,208.66896862326664,0.0
1031.28,691.1374999999999,10491.119656503697,10489.566556750611,0.0,1.3977897777778026,691.1374999999999,338.74471022222224,0.0,0.0,0.0,0.0,0.0,92,0.7308,0.0,247.5546342304,rolling_margin,2025-03-20,12,2,338.74471022222224,247.5546342304,0.0
1032.5620166666665,629.7797499999999,10489.566556750611,10484.840563170364,0.0,4.253394222222482,629.7797499999999,398.5288724444441,0.0,0.0,0.0,0.0,0.0,93,0.7534,0.0,300.2516524996442,rolling_margin,2025-03-20,12,2,398.5288724444441,300.2516524996442,0.0
1031.0229333333332,578.5704833333333,10484.840563170364,10479.07299798518,0.0,5.1908086666664985,578.5704833333333,447.2616413333334,0.0,0.0,0.0,0.0,0.0,94,0.7823,0.0,349.8927820150667,rolling_margin,2025-03-20,12,2,447.2616413333334,349.8927820150667,0.0
1033.3616666666667,526.0374999999999,10479.07299798518,10452.392768602464,0.0,24.0122064444447,526.0374999999999,483.31196022222207,0.0,0.0,0.0,0.0,0.0,95,0.8055,0.0,389.3077839589999,rolling_margin,2025-03-20,12,2,483.31196022222207,389.3077839589999,0.0
1025.5623833333334,463.3008333333333,10452.392768602464,10414.110850083945,0.0,34.45372666666685,463.3008333333333,527.8078233333333,0.0,0.0,0.0,0.0,0.0,96,0.8271,0.0,436.549850679,rolling_margin,2025-03-20,12,2,527.8078233333333,436.549850679,0.0
1016.9598666666667,417.89265,10414.110850083945,10403.82364144197,0.0,9.258487777777987,417.89265,589.8087288888887,0.0,0.0,0.0,0.0,0.0,97,0.8519,0.0,502.4580561404443,rolling_margin,2025-03-20,12,2,589.8087288888887,502.4580561404443,0.0
1019.8249999999999,389.06874999999997,10403.82364144197,10421.72477444197,19.890147777777884,0.0,389.06874999999997,630.7562499999999,0.0,19.890147777777884,0.0,0.0,0.0,98,0.8791,0.0,571.9832482864445,rolling_margin,2025-03-20,12,2,650.6463977777778,571.9832482864445,0.0
1034.9158166666666,346.1802666666666,10421.72477444197,10421.694155923451,0.0,0.02755666666655543,346.1802666666666,688.7079933333334,0.0,0.0,0.0,0.0,0.0,99,0.9024,0.0,621.4900931840001,rolling_margin,2025-03-20,12,2,688.7079933333334,621.4900931840001,0.0
1031.6998333333331,288.97555,10421.694155923451,10414.190132466661,0.0,6.7536211111111015,288.97555,735.970662222222,0.0,0.0,0.0,0.0,0.0,100,0.9163,0.0,674.369917794222,rolling_margin,2025-03-20,12,2,735.970662222222,674.369917794222,0.0
1017.0316666666665,229.61875,10414.190132466661,10425.019545466661,12.03268111111106,0.0,229.61875,787.4129166666665,0.0,12.03268111111106,0.0,0.0,0.0,101,0.9264,0.0,740.6064017813331,rolling_margin,2025-03-20,12,2,799.4455977777776,740.6064017813331,0.0
1023.8828166666667,180.65036666666666,10425.019545466661,10451.79306846666,29.74835888888856,0.0,180.65036666666666,843.2324500000001,0.0,29.74835888888856,0.0,0.0,0.0,102,0.9462,0.0,826.0144413706664,rolling_margin,2025-03-20,12,2,872.9808088888886,826.0144413706664,0.0
1012.5022333333333,138.64704999999998,10451.79306846666,10474.35324446666,25.066862222221857,0.0,138.64704999999998,873.8551833333333,0.0,25.066862222221857,0.0,0.0,0.0,103,0.9742,0.0,875.7298567802218,rolling_margin,2025-03-20,12,2,898.9220455555552,875.7298567802218,0.0
