date,issue_hour,slot,interval_end,price_yuan_per_kwh,old_kwh,new_kwh,adjustment_cost_yuan
2025-03-20,0,93,15:40,0.7534,,578.0925921111109,0.0
2025-03-20,0,94,15:50,0.7823,,615.6750221111115,0.0
2025-03-20,0,95,16:00,0.8055,,640.5750021111111,0.0
2025-03-20,0,96,16:10,0.8271,,660.6824001111116,0.0
2025-03-20,0,97,16:20,0.8519,,701.6426306666667,0.0
2025-03-20,0,98,16:30,0.8791,,741.4396245555558,0.0
2025-03-20,0,99,16:40,0.9024,,758.4605451111117,0.0
2025-03-20,0,100,16:50,0.9163,,784.6825390000001,0.0
2025-03-20,0,101,17:00,0.9264,,827.1167995555558,0.0
2025-03-20,0,102,17:10,0.9462,,893.8673775555555,0.0
2025-03-20,0,103,17:20,0.9742,,915.7505586666662,0.0
2025-03-20,0,104,17:30,0.9862,,956.8478897777775,0.0
2025-03-20,0,105,17:40,0.976,,1028.6197542222221,0.0
2025-03-20,0,106,17:50,1.0742,,939.608048666666,0.0
2025-03-20,0,107,18:00,1.2313,,760.4096897777775,0.0
2025-03-20,0,108,18:10,1.2561,,701.3146033333333,0.0
2025-03-20,0,109,18:20,1.2447,,739.1132866666666,0.0
2025-03-20,0,110,18:30,1.2545,,742.2270666666665,0.0
2025-03-20,0,111,18:40,1.2522,,741.4620166666666,0.0
2025-03-20,0,112,18:50,1.2881,,196.08988333333082,0.0
2025-03-20,0,113,19:00,1.3466,,-0.0,0.0
2025-03-20,0,114,19:10,1.3523,,-0.0,0.0
2025-03-20,0,115,19:20,1.3445,,-0.0,0.0
2025-03-20,0,116,19:30,1.3483,,-0.0,0.0
2025-03-20,0,117,19:40,1.349,,-0.0,0.0
2025-03-20,0,118,19:50,1.3473,,-0.0,0.0
2025-03-20,0,119,20:00,1.3482,,-0.0,0.0
2025-03-20,0,120,20:10,1.3513,,-0.0,0.0
2025-03-20,0,121,20:20,1.34,,-0.0,0.0
2025-03-20,0,122,20:30,1.3489,,-0.0,0.0
2025-03-20,0,123,20:40,1.3952,,-0.0,0.0
2025-03-20,0,124,20:50,1.2226,,748.2020566666665,0.0
2025-03-20,0,125,21:00,0.9332,,758.4908666666665,0.0
2025-03-20,0,126,21:10,0.9068,,753.7987586666667,0.0
2025-03-20,0,127,21:20,0.9371,,741.8096786666666,0.0
2025-03-20,0,128,21:30,0.9371,,743.9489553333333,0.0
2025-03-20,0,129,21:40,0.9871,,760.835242,0.0
2025-03-20,0,130,21:50,0.7764,,682.5535753333335,0.0
2025-03-20,0,131,22:00,0.4209,,556.8992886666667,0.0
2025-03-20,0,132,22:10,0.3859,,548.3728646666667,0.0
2025-03-20,0,133,22:20,0.4368,,571.0191946666666,0.0
2025-03-20,0,134,22:30,0.4198,,567.4772780000001,0.0
2025-03-20,0,135,22:40,0.4186,,574.4369680000001,0.0
2025-03-20,0,136,22:50,0.4241,,578.8220113333334,0.0
2025-03-20,0,137,23:00,0.4237,,578.2859446666666,0.0
2025-03-20,0,138,23:10,0.4248,,583.147464,0.0
2025-03-20,0,139,23:20,0.424,,578.5837673333334,0.0
2025-03-20,0,140,23:30,0.422,,569.7836506666666,0.0
2025-03-20,0,141,23:40,0.424,,575.5308773333335,0.0
2025-03-20,0,142,23:50,0.4271,,515.0511740000001,0.0
2025-03-20,0,143,24:00,0.4276,,421.1999840000001,0.0
2025-03-20,6,36,06:10,0.9368,-0.0,-0.0,0.0
2025-03-20,6,37,06:20,0.8758,-0.0,-0.0,0.0
2025-03-20,6,38,06:30,0.8759,-0.0,-0.0,0.0
2025-03-20,6,39,06:40,0.8601,-0.0,-0.0,0.0
2025-03-20,6,40,06:50,0.8442,-0.0,-0.0,0.0
2025-03-20,6,41,07:00,0.8334,-0.0,-0.0,0.0
2025-03-20,6,42,07:10,0.8092,-0.0,369.0150579999995,149.3034924667998
2025-03-20,6,43,07:20,0.7972,405.5227578888883,465.43395555555554,23.880603389933565
2025-03-20,6,44,07:30,0.7644,377.53981666666664,398.55635000000007,8.032519040000036
2025-03-20,6,45,07:40,0.6899,290.662521111111,317.7417211111111,9.340970040000023
2025-03-20,6,46,07:50,0.86,-0.0,-0.0,0.0
2025-03-20,6,47,08:00,1.1617,-0.0,-0.0,0.0
2025-03-20,6,48,08:10,1.1683,-0.0,-0.0,0.0
2025-03-20,6,49,08:20,1.0956,-0.0,-0.0,0.0
2025-03-20,6,50,08:30,1.0849,-0.0,-0.0,0.0
2025-03-20,6,51,08:40,1.061,-0.0,-0.0,0.0
2025-03-20,6,52,08:50,1.043,-0.0,-0.0,0.0
2025-03-20,6,53,09:00,1.036,-0.0,-0.0,0.0
2025-03-20,6,54,09:10,1.0147,-0.0,-0.0,0.0
2025-03-20,6,55,09:20,0.9922,-0.0,-0.0,0.0
2025-03-20,6,56,09:30,0.97,-0.0,-0.0,0.0
2025-03-20,6,57,09:40,0.9422,-0.0,-0.0,0.0
2025-03-20,6,58,09:50,0.9569,0.0,-0.0,0.0
2025-03-20,6,59,10:00,0.9977,0.0,0.0,0.0
2025-03-20,6,60,10:10,0.9919,0.0,0.0,0.0
2025-03-20,6,61,10:20,0.9588,0.0,0.0,0.0
2025-03-20,6,62,10:30,0.9549,0.0,0.0,0.0
2025-03-20,6,63,10:40,0.9839,0.0,0.0,0.0
2025-03-20,6,64,10:50,0.799,0.0,0.0,0.0
2025-03-20,6,65,11:00,0.5025,575.8542933333333,0.0,144.6833912
2025-03-20,6,66,11:10,0.4662,598.0430726666664,598.0430726666664,0.0
2025-03-20,6,67,11:20,0.5007,602.4352060000001,0.0,150.81965382210004
2025-03-20,6,68,11:30,0.4827,611.267486,451.54776055555214,38.548355736017484
2025-03-20,6,69,11:40,0.4785,621.7774626666665,580.2371494444442,9.938519938416677
2025-03-20,6,70,11:50,0.4662,613.364016,542.7907055555552,16.450638664600085
2025-03-20,6,71,12:00,0.4432,590.9633693333333,491.3570616666666,22.072757778933337
2025-03-20,6,72,12:10,0.4411,641.513011,470.1881394444447,37.78570042157772
2025-03-20,6,73,12:20,0.4551,683.9731448888888,464.7015316666668,49.89525558871661
2025-03-20,6,74,12:30,0.4463,726.4914787777777,459.27312388888913,59.62977589345549
2025-03-20,6,75,12:40,0.4113,749.7535926666665,434.588496111111,64.81370210664998
2025-03-20,6,76,12:50,0.5682,441.89167488888927,0.0,125.54142483593346
2025-03-20,6,77,13:00,0.8279,48.478687111111185,0.0,20.067752529644473
2025-03-20,6,78,13:10,0.8636,86.49384288888882,0.0,37.3480413594222
2025-03-20,6,79,13:20,0.8416,99.51176733333341,0.0,41.8745516938667
2025-03-20,6,80,13:30,0.8618,104.94980844444444,0.0,45.22287245871111
2025-03-20,6,81,13:40,0.8623,114.27361288888903,0.0,49.269068197044504
2025-03-20,6,82,13:50,0.9026,-0.0,0.0,0.0
2025-03-20,6,83,14:00,0.9754,-0.0,0.0,0.0
2025-03-20,6,84,14:10,1.0002,-0.0,0.0,0.0
2025-03-20,6,85,14:20,0.9978,-0.0,0.0,0.0
2025-03-20,6,86,14:30,1.0271,-0.0,0.0,0.0
2025-03-20,6,87,14:40,1.0906,-0.0,-0.0,0.0
2025-03-20,6,88,14:50,0.9376,-0.0,-0.0,0.0
2025-03-20,6,89,15:00,0.6694,1241.2336559999999,125.03765799999996,373.59080053059995
2025-03-20,6,90,15:10,0.66,1274.9185887777776,370.6898530123455,298.3954828025926
2025-03-20,6,91,15:20,0.7217,746.6821927009613,258.0913584444444,176.30800254146413
2025-03-20,6,92,15:30,0.7308,529.4587687777778,314.03732066666635,78.71499713980012
2025-03-20,6,93,15:40,0.7534,578.0925921111109,380.1580662222216,74.5619359023446
2025-03-20,6,94,15:50,0.7823,615.6750221111115,435.22741844444454,70.58208017421678
2025-03-20,6,95,16:00,0.8055,640.5750021111111,477.61432066666634,65.63241445175011
2025-03-20,6,96,16:10,0.8271,660.6824001111116,497.42051188888877,67.51695387430026
2025-03-20,6,97,16:20,0.8519,701.6426306666667,561.1066813333338,59.86128761853317
2025-03-20,6,98,16:30,0.8791,741.4396245555558,623.6296141111113,51.78339009085558
2025-03-20,6,99,16:40,0.9024,758.4605451111117,663.3764735555553,42.90193308586706
2025-03-20,6,100,16:50,0.9163,784.6825390000001,712.3244063333336,33.15087848123326
2025-03-20,6,101,17:00,0.9264,827.1167995555558,777.4846057777779,22.989632157866698
2025-03-20,6,102,17:10,0.9462,893.8673775555555,856.7666848888886,17.55233770060015
2025-03-20,6,103,17:20,0.9742,915.7505586666662,886.9963743333333,14.006163188766449
2025-03-20,6,104,17:30,0.9862,956.8478897777775,936.4402137777779,10.063025035599795
2025-03-20,6,105,17:40,0.976,1028.6197542222221,1016.5585865555553,5.885849821333421
2025-03-20,6,106,17:50,1.0742,939.608048666666,935.8933893333334,1.9951435279329577
2025-03-20,6,107,18:00,1.2313,760.4096897777775,765.0415387777778,2.851597836850133
2025-03-20,6,108,18:10,1.2561,701.3146033333333,701.3146033333333,0.0
2025-03-20,6,109,18:20,1.2447,739.1132866666666,739.1132866666666,0.0
2025-03-20,6,110,18:30,1.2545,742.2270666666665,742.2270666666665,0.0
2025-03-20,6,111,18:40,1.2522,741.4620166666666,741.4620166666666,0.0
2025-03-20,6,112,18:50,1.2881,196.08988333333082,196.08988333333082,0.0
2025-03-20,6,113,19:00,1.3466,-0.0,-0.0,0.0
2025-03-20,6,114,19:10,1.3523,-0.0,-0.0,0.0
2025-03-20,6,115,19:20,1.3445,-0.0,-0.0,0.0
2025-03-20,6,116,19:30,1.3483,-0.0,-0.0,0.0
2025-03-20,6,117,19:40,1.349,-0.0,-0.0,0.0
2025-03-20,6,118,19:50,1.3473,-0.0,-0.0,0.0
2025-03-20,6,119,20:00,1.3482,-0.0,-0.0,0.0
2025-03-20,6,120,20:10,1.3513,-0.0,-0.0,0.0
2025-03-20,6,121,20:20,1.34,-0.0,-0.0,0.0
2025-03-20,6,122,20:30,1.3489,-0.0,-0.0,0.0
2025-03-20,6,123,20:40,1.3952,-0.0,-0.0,0.0
2025-03-20,6,124,20:50,1.2226,748.2020566666665,748.2020566666665,0.0
2025-03-20,6,125,21:00,0.9332,758.4908666666665,758.4908666666665,0.0
2025-03-20,6,126,21:10,0.9068,753.7987586666667,753.7987586666667,0.0
2025-03-20,6,127,21:20,0.9371,741.8096786666666,741.8096786666666,0.0
2025-03-20,6,128,21:30,0.9371,743.9489553333333,743.9489553333333,0.0
2025-03-20,6,129,21:40,0.9871,760.835242,760.835242,0.0
2025-03-20,6,130,21:50,0.7764,682.5535753333335,682.5535753333335,0.0
2025-03-20,6,131,22:00,0.4209,556.8992886666667,556.8992886666667,0.0
2025-03-20,6,132,22:10,0.3859,548.3728646666667,548.3728646666667,0.0
2025-03-20,6,133,22:20,0.4368,571.0191946666666,571.0191946666666,0.0
2025-03-20,6,134,22:30,0.4198,567.4772780000001,567.4772780000001,0.0
2025-03-20,6,135,22:40,0.4186,574.4369680000001,574.4369680000001,0.0
2025-03-20,6,136,22:50,0.4241,578.8220113333334,578.8220113333334,0.0
2025-03-20,6,137,23:00,0.4237,578.2859446666666,578.2859446666666,0.0
2025-03-20,6,138,23:10,0.4248,583.147464,583.147464,0.0
2025-03-20,6,139,23:20,0.424,578.5837673333334,578.5837673333334,0.0
2025-03-20,6,140,23:30,0.422,569.7836506666666,569.7836506666666,0.0
2025-03-20,6,141,23:40,0.424,575.5308773333335,575.5308773333335,0.0
2025-03-20,6,142,23:50,0.4271,515.0511740000001,515.0511740000001,0.0
2025-03-20,6,143,24:00,0.4276,421.1999840000001,421.1999840000001,0.0
2025-03-20,12,72,12:10,0.4411,470.1881394444447,555.6652072222225,18.851967298388903
2025-03-20,12,73,12:20,0.4551,464.7015316666668,561.8014744444445,22.095091979083303
2025-03-20,12,74,12:30,0.4463,459.27312388888913,567.9959416666668,24.261496787111085
2025-03-20,12,75,12:40,0.4113,434.588496111111,554.9341888888889,24.749091719750027
2025-03-20,12,76,12:50,0.5682,0.0,569.6165461111111,161.82806075016669
2025-03-20,12,77,13:00,0.8279,0.0,0.0,0.0
2025-03-20,12,78,13:10,0.8636,0.0,0.0,0.0
2025-03-20,12,79,13:20,0.8416,0.0,0.0,0.0
2025-03-20,12,80,13:30,0.8618,0.0,0.0,0.0
2025-03-20,12,81,13:40,0.8623,0.0,0.0,0.0
2025-03-20,12,82,13:50,0.9026,0.0,0.0,0.0
2025-03-20,12,83,14:00,0.9754,0.0,0.0,0.0
2025-03-20,12,84,14:10,1.0002,0.0,0.0,0.0
2025-03-20,12,85,14:20,0.9978,0.0,0.0,0.0
2025-03-20,12,86,14:30,1.0271,0.0,-0.0,0.0
2025-03-20,12,87,14:40,1.0906,-0.0,-0.0,0.0
2025-03-20,12,88,14:50,0.9376,-0.0,-0.0,0.0
2025-03-20,12,89,15:00,0.6694,125.03765799999996,379.9557822386865,85.32109618268838
2025-03-20,12,90,15:10,0.66,370.6898530123455,1061.903852444444,228.1006198125925
2025-03-20,12,91,15:20,0.7217,258.0913584444444,289.1353313333333,11.20221761695556
2025-03-20,12,92,15:30,0.7308,314.03732066666635,338.74471022222224,9.028080143600123
2025-03-20,12,93,15:40,0.7534,380.1580662222216,398.5288724444441,6.920282703911231
2025-03-20,12,94,15:50,0.7823,435.22741844444454,447.2616413333334,4.707186282988873
2025-03-20,12,95,16:00,0.8055,477.61432066666634,483.31196022222207,2.2947243310000682
2025-03-20,12,96,16:10,0.8271,497.42051188888877,527.8078233333333,12.566672647850043
2025-03-20,12,97,16:20,0.8519,561.1066813333338,589.8087288888887,12.225637156288627
2025-03-20,12,98,16:30,0.8791,623.6296141111113,650.6463977777778,11.875227260683246
2025-03-20,12,99,16:40,0.9024,663.3764735555553,688.7079933333334,11.429581723733484
2025-03-20,12,100,16:50,0.9163,712.3244063333336,735.970662222222,10.833532135494217
2025-03-20,12,101,17:00,0.9264,777.4846057777779,799.4455977777776,10.172331494399858
2025-03-20,12,102,17:10,0.9462,856.7666848888886,872.9808088888886,7.67090206440004
2025-03-20,12,103,17:20,0.9742,886.9963743333333,898.9220455555552,5.808994452344298
2025-03-20,12,104,17:30,0.9862,936.4402137777779,939.0814923522216,1.302414465058204
2025-03-20,12,105,17:40,0.976,1016.5585865555553,1019.907352222222,1.6341976453333673
2025-03-20,12,106,17:50,1.0742,935.8933893333334,935.8933893333334,0.0
2025-03-20,12,107,18:00,1.2313,765.0415387777778,765.0415387777778,0.0
2025-03-20,12,108,18:10,1.2561,701.3146033333333,701.3146033333333,0.0
2025-03-20,12,109,18:20,1.2447,739.1132866666666,739.1132866666666,0.0
2025-03-20,12,110,18:30,1.2545,742.2270666666665,742.2270666666665,0.0
2025-03-20,12,111,18:40,1.2522,741.4620166666666,741.4620166666666,0.0
2025-03-20,12,112,18:50,1.2881,196.08988333333082,196.08988333333082,0.0
2025-03-20,12,113,19:00,1.3466,-0.0,-0.0,0.0
2025-03-20,12,114,19:10,1.3523,-0.0,-0.0,0.0
2025-03-20,12,115,19:20,1.3445,-0.0,-0.0,0.0
2025-03-20,12,116,19:30,1.3483,-0.0,-0.0,0.0
2025-03-20,12,117,19:40,1.349,-0.0,-0.0,0.0
2025-03-20,12,118,19:50,1.3473,-0.0,-0.0,0.0
2025-03-20,12,119,20:00,1.3482,-0.0,-0.0,0.0
2025-03-20,12,120,20:10,1.3513,-0.0,-0.0,0.0
2025-03-20,12,121,20:20,1.34,-0.0,-0.0,0.0
2025-03-20,12,122,20:30,1.3489,-0.0,-0.0,0.0
2025-03-20,12,123,20:40,1.3952,-0.0,-0.0,0.0
2025-03-20,12,124,20:50,1.2226,748.2020566666665,748.2020566666665,0.0
2025-03-20,12,125,21:00,0.9332,758.4908666666665,758.4908666666665,0.0
2025-03-20,12,126,21:10,0.9068,753.7987586666667,753.7987586666667,0.0
2025-03-20,12,127,21:20,0.9371,741.8096786666666,741.8096786666666,0.0
2025-03-20,12,128,21:30,0.9371,743.9489553333333,743.9489553333333,0.0
2025-03-20,12,129,21:40,0.9871,760.835242,760.835242,0.0
2025-03-20,12,130,21:50,0.7764,682.5535753333335,682.5535753333335,0.0
2025-03-20,12,131,22:00,0.4209,556.8992886666667,556.8992886666667,0.0
2025-03-20,12,132,22:10,0.3859,548.3728646666667,548.3728646666667,0.0
2025-03-20,12,133,22:20,0.4368,571.0191946666666,571.0191946666666,0.0
2025-03-20,12,134,22:30,0.4198,567.4772780000001,567.4772780000001,0.0
2025-03-20,12,135,22:40,0.4186,574.4369680000001,574.4369680000001,0.0
2025-03-20,12,136,22:50,0.4241,578.8220113333334,578.8220113333334,0.0
2025-03-20,12,137,23:00,0.4237,578.2859446666666,578.2859446666666,0.0
2025-03-20,12,138,23:10,0.4248,583.147464,583.147464,0.0
2025-03-20,12,139,23:20,0.424,578.5837673333334,578.5837673333334,0.0
2025-03-20,12,140,23:30,0.422,569.7836506666666,569.7836506666666,0.0
2025-03-20,12,141,23:40,0.424,575.5308773333335,575.5308773333335,0.0
2025-03-20,12,142,23:50,0.4271,515.0511740000001,515.0511740000001,0.0
2025-03-20,12,143,24:00,0.4276,421.1999840000001,421.1999840000001,0.0
2025-03-20,18,108,18:10,1.2561,701.3146033333333,701.3146033333333,0.0
2025-03-20,18,109,18:20,1.2447,739.1132866666666,739.1132866666666,0.0
2025-03-20,18,110,18:30,1.2545,742.2270666666665,742.2270666666665,0.0
2025-03-20,18,111,18:40,1.2522,741.4620166666666,741.4620166666666,0.0
2025-03-20,18,112,18:50,1.2881,196.08988333333082,305.50223093803567,70.46702247481016
2025-03-20,18,113,19:00,1.3466,-0.0,-0.0,0.0
2025-03-20,18,114,19:10,1.3523,-0.0,-0.0,0.0
2025-03-20,18,115,19:20,1.3445,-0.0,-0.0,0.0
2025-03-20,18,116,19:30,1.3483,-0.0,-0.0,0.0
2025-03-20,18,117,19:40,1.349,-0.0,-0.0,0.0
2025-03-20,18,118,19:50,1.3473,-0.0,-0.0,0.0
2025-03-20,18,119,20:00,1.3482,-0.0,-0.0,0.0
2025-03-20,18,120,20:10,1.3513,-0.0,-0.0,0.0
2025-03-20,18,121,20:20,1.34,-0.0,-0.0,0.0
2025-03-20,18,122,20:30,1.3489,-0.0,-0.0,0.0
2025-03-20,18,123,20:40,1.3952,-0.0,-0.0,0.0
2025-03-20,18,124,20:50,1.2226,748.2020566666665,748.2020566666665,0.0
2025-03-20,18,125,21:00,0.9332,758.4908666666665,758.4908666666665,0.0
2025-03-20,18,126,21:10,0.9068,753.7987586666667,753.7987586666667,0.0
2025-03-20,18,127,21:20,0.9371,741.8096786666666,741.8096786666666,0.0
2025-03-20,18,128,21:30,0.9371,743.9489553333333,743.9489553333333,0.0
2025-03-20,18,129,21:40,0.9871,760.835242,760.835242,0.0
2025-03-20,18,130,21:50,0.7764,682.5535753333335,682.5535753333335,0.0
2025-03-20,18,131,22:00,0.4209,556.8992886666667,556.8992886666667,0.0
2025-03-20,18,132,22:10,0.3859,548.3728646666667,548.3728646666667,0.0
2025-03-20,18,133,22:20,0.4368,571.0191946666666,571.0191946666666,0.0
2025-03-20,18,134,22:30,0.4198,567.4772780000001,567.4772780000001,0.0
2025-03-20,18,135,22:40,0.4186,574.4369680000001,574.4369680000001,0.0
2025-03-20,18,136,22:50,0.4241,578.8220113333334,578.8220113333334,0.0
2025-03-20,18,137,23:00,0.4237,578.2859446666666,578.2859446666666,0.0
2025-03-20,18,138,23:10,0.4248,583.147464,583.147464,0.0
2025-03-20,18,139,23:20,0.424,578.5837673333334,578.5837673333334,0.0
2025-03-20,18,140,23:30,0.422,569.7836506666666,569.7836506666666,0.0
2025-03-20,18,141,23:40,0.424,575.5308773333335,575.5308773333335,0.0
2025-03-20,18,142,23:50,0.4271,515.0511740000001,515.0511740000001,0.0
2025-03-20,18,143,24:00,0.4276,421.1999840000001,421.1999840000001,0.0
2025-06-21,0,0,00:10,0.4248,,565.2315186666665,0.0
2025-06-21,0,1,00:20,0.4245,,563.7947553333331,0.0
2025-06-21,0,2,00:30,0.4269,,550.6007386666665,0.0
2025-06-21,0,3,00:40,0.4272,,562.0291186666666,0.0
2025-06-21,0,4,00:50,0.4271,,566.1475986666665,0.0
2025-06-21,0,5,01:00,0.4285,,556.0394053333332,0.0
2025-06-21,0,6,01:10,0.4311,,540.5718206666667,0.0
2025-06-21,0,7,01:20,0.4302,,535.5200639999999,0.0
2025-06-21,0,8,01:30,0.4279,,529.1317473333334,0.0
2025-06-21,0,9,01:40,0.4312,,543.3044173333334,0.0
2025-06-21,0,10,01:50,0.4333,,545.023174,0.0
2025-06-21,0,11,02:00,0.4311,,533.9440806666667,0.0
2025-06-21,0,12,02:10,0.4293,,514.5784846666667,0.0
2025-06-21,0,13,02:20,0.4324,,509.8926846666667,0.0
2025-06-21,0,14,02:30,0.4367,,498.7379146666667,0.0
2025-06-21,0,15,02:40,0.4348,,515.3282113333333,0.0
2025-06-21,0,16,02:50,0.4335,,512.2639213333334,0.0
2025-06-21,0,17,03:00,0.4357,,489.559248,0.0
2025-06-21,0,18,03:10,0.4374,,476.9565066666666,0.0
2025-06-21,0,19,03:20,0.4371,,489.2924499999999,0.0
2025-06-21,0,20,03:30,0.4356,,492.5190199999999,0.0
2025-06-21,0,21,03:40,0.4353,,498.3882199999999,0.0
2025-06-21,0,22,03:50,0.436,,504.03821333333326,0.0
2025-06-21,0,23,04:00,0.4378,,504.6866866666665,0.0
2025-06-21,0,24,04:10,0.4401,,488.91113055555553,0.0
2025-06-21,0,25,04:20,0.4389,,476.77607777777774,0.0
2025-06-21,0,26,04:30,0.4364,,469.1536083333333,0.0
2025-06-21,0,27,04:40,0.4393,,476.46705888888886,0.0
2025-06-21,0,28,04:50,0.4422,,479.5702694444444,0.0
2025-06-21,0,29,05:00,0.4395,,475.46681666666666,0.0
2025-06-21,0,30,05:10,0.4333,,465.3997415555555,0.0
