date,strategy,e_start,e_end,emergency_slots,solver,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh
2025-03-30,control,10800.0,6362.154036084656,0,LP,58413.7755121987,0.0,35982.306335955815,0.0,35982.306335955815,1966.0669240035297,2073.925965508525
2025-03-31,control,6362.154036084656,6256.098534158728,2,LP,62495.6544416696,217.60780747142664,37519.26480162793,1453.9152282026723,38973.1800298306,1168.3405073897643,946.1190166666672
2025-04-01,control,6256.098534158728,6119.708431687831,4,LP,62060.64553982951,1722.2116860571493,37162.7433565756,11761.294292880995,48924.03764945659,178.68323571428618,0.0
2025-04-02,control,6119.708431687831,6101.290310084657,11,LP,62431.97752409171,2215.949678861907,37288.29800007527,12127.313038438522,49415.6110385138,273.93953068782923,0.0
2025-04-03,control,6101.290310084657,6206.054059640212,3,LP,63694.662547342734,190.37720904761954,37893.000365771055,946.0862432280977,38839.086608999154,2091.083756784256,1726.3696061904768
2025-04-04,control,6206.054059640212,10800.0,0,LP,63267.92313179894,0.0,37659.969420327485,0.0,37659.969420327485,23917.297053521455,26007.336415561433
2025-04-05,control,10800.0,10800.0,0,LP,57519.99692040564,0.0,35118.24992346638,0.0,35118.24992346638,22741.623028106995,20996.808065843616
2025-04-06,control,10800.0,6149.687128666664,0,LP,58152.98643271016,0.0,35436.61638352661,0.0,35436.61638352661,2229.405487084069,2679.2169022633725
2025-04-07,control,6149.687128666664,6386.351119280425,0,LP,63217.35312908288,0.0,37537.83847571426,0.0,37537.83847571426,3650.0013764021173,2305.4580724867715
2025-04-08,control,6386.351119280425,5995.73614773545,8,LP,62138.20200860669,291.41540878571254,36920.42111325441,1709.4670841598286,38629.888197414235,2781.2252420811305,1640.563400000001
2025-04-09,control,5995.73614773545,6077.782098428572,4,LP,61873.30100242798,1656.9614122666694,36774.259394365385,11327.960233706684,48102.21962807207,581.5254602351524,0.0
2025-04-10,control,6077.782098428572,6333.6910596772495,4,LP,62034.49091536155,169.85468193809137,36862.83480874519,1056.424510161348,37919.25931890654,2243.419071798945,1189.308165020576
2025-04-11,control,6333.6910596772495,10800.0,0,LP,61186.47339790123,0.0,36464.60531220468,0.0,36464.60531220468,22027.129585667255,27129.259206584364
2025-04-12,control,10800.0,10800.0,0,LP,56038.5030614462,0.0,34284.76815613859,0.0,34284.76815613859,22005.942308447968,23386.342906378602
2025-04-13,control,10800.0,6239.126714857146,0,LP,55546.23667506761,0.0,33980.41540022766,0.0,33980.41540022766,1769.3302278835947,644.2213826396274
2025-04-14,control,6239.126714857146,6126.574848343912,0,LP,60661.19684980011,0.0,36101.019275003615,0.0,36101.019275003615,2464.6216589535607,1948.4196030393834
2025-04-15,control,6126.574848343912,6163.562927253966,0,LP,60799.27003135802,0.0,36120.07784674927,0.0,36120.07784674927,3828.525360946508,3175.8884499999995
2025-04-16,control,6163.562927253966,6078.233136164021,0,LP,60133.790864779534,0.0,35764.862978061254,0.0,35764.862978061254,628.0680102998276,0.0
2025-04-17,control,6078.233136164021,6367.21327680423,0,LP,59953.93735355672,0.0,35627.21297080779,0.0,35627.21297080779,1554.3384705114631,1438.1786767548476
2025-04-18,control,6367.21327680423,10800.0,0,LP,59464.06394522045,0.0,35373.09309206505,0.0,35373.09309206505,21138.0082800823,25430.125904115226
2025-04-19,control,10800.0,10792.53491957672,0,LP,54672.33522126984,0.0,33368.63400884199,0.0,33368.63400884199,21353.72025707818,24910.659565432095
2025-04-20,control,10792.53491957672,6473.193418846565,0,LP,54393.85276442092,0.0,33169.06896293313,0.0,33169.06896293313,1559.058535320395,1868.3926011934095
2025-04-21,control,6473.193418846565,6049.458270142859,0,LP,58812.46962269252,0.0,34916.112946694804,0.0,34916.112946694804,2965.897677037036,4237.631396913584
2025-04-22,control,6049.458270142859,6078.583654904763,0,LP,58686.16094320986,0.0,34811.19532078379,0.0,34811.19532078379,1175.9464867783618,1658.7658818636066
2025-04-23,control,6078.583654904763,6275.292528798945,0,LP,58962.38214463256,0.0,34864.06532328205,0.0,34864.06532328205,1743.7166360023402,2032.3340166666667
2025-04-24,control,6275.292528798945,6287.353812084652,0,LP,58220.44110137829,0.0,34456.81488094312,0.0,34456.81488094312,2723.6965946266896,4838.335233333333
2025-04-25,control,6287.353812084652,10800.0,0,LP,57369.86216999747,0.0,33906.77669332948,0.0,33906.77669332948,19701.156466701934,28973.61111650205
2025-04-26,control,10800.0,10800.0,0,LP,51705.22598255143,0.0,31434.653255616344,0.0,31434.653255616344,18518.89957396236,31468.43462427983
2025-04-27,control,10800.0,6167.482160280421,1,LP,50675.03384011757,450.49429410476154,30986.304603179346,3142.6481956748166,34128.95279885416,1368.3125430923,2472.5914878600825
2025-04-28,control,6167.482160280421,6218.461893074073,10,LP,55401.095985273365,4682.4045202238085,33001.233308613,31607.906502537684,64609.139811150686,439.78645681363594,0.0
2025-04-29,control,6218.461893074073,6314.875301142857,1,LP,56830.226650317454,569.3328384215165,33659.78910348183,3971.665880828499,37631.45498431033,2009.3711322692504,4399.810942798355
2025-04-30,control,6314.875301142857,6048.244373650792,0,LP,55638.22518461493,0.0,33189.375882371336,0.0,33189.375882371336,2047.6866644385696,2092.4723217989485
2025-05-01,control,6048.244373650792,5571.165448539682,9,LP,55283.95277044091,1990.7226682904743,32995.20825612379,12884.879578152959,45880.087834276754,501.5526650499684,2419.871648459732
2025-05-02,control,5571.165448539682,10800.0,0,LP,56558.28858300999,0.0,33877.61022917786,0.0,33877.61022917786,14586.701136848906,20009.247765637858
2025-05-03,control,10800.0,10800.0,0,LP,52547.23486675485,0.0,32568.10996840345,0.0,32568.10996840345,16906.735239882422,24948.436945679012
2025-05-04,control,10800.0,5821.438610783068,7,LP,53827.663505349796,665.5930695238083,33352.89157443922,4198.679494764991,37551.57106920421,1907.536778659608,2914.349639970609
2025-05-05,control,5821.438610783068,5934.534483349207,3,LP,60025.17445356848,440.58033696666786,36158.66858806758,3001.046878317418,39159.715466385,1214.9700676307955,0.0
2025-05-06,control,5934.534483349207,5842.5150037989415,2,LP,60042.94186874191,78.19865714285618,36385.80699836143,533.686853249041,36919.493851610474,2020.0376712169327,1347.8024187183987
2025-05-07,control,5842.5150037989415,6127.071404798942,1,LP,61096.31863160753,408.046018838093,37034.37400594624,2846.529027414537,39880.90303336078,1132.4771335155826,1202.8565543739012
2025-05-08,control,6127.071404798942,6425.7061413597885,1,LP,61657.91006448501,35.999250000000075,37680.32322065822,243.2289326250005,37923.55215328321,1660.9330141446155,252.69231007055575
2025-05-09,control,6425.7061413597885,10800.0,0,LP,62153.818386249266,0.0,37877.25754211523,0.0,37877.25754211523,21963.33678782481,25187.151636419752
2025-05-10,control,10800.0,10800.0,0,LP,56453.61762212228,0.0,35383.44782932652,0.0,35383.44782932652,20838.46612468548,21925.418436419746
2025-05-11,control,10800.0,6254.050051010582,2,LP,56971.794319176945,41.18071666666674,35589.14026058948,277.36103945833383,35866.50130004781,1497.0999805702565,1528.8656887125223
2025-05-12,control,6254.050051010582,6849.897250343918,0,LP,62735.07490426807,0.0,38054.9671722408,0.0,38054.9671722408,4025.4094650675984,3009.6822999999995
2025-05-13,control,6849.897250343918,6539.808539851853,0,LP,61601.24265458553,0.0,37548.74414562224,0.0,37548.74414562224,3072.799564338613,2265.3509253145207
2025-05-14,control,6539.808539851853,6487.240781328041,0,LP,61896.03814161668,0.0,37647.38990763493,0.0,37647.38990763493,3097.3856963668354,2414.6145499999993
2025-05-15,control,6487.240781328041,6886.856736534392,0,LP,61248.143292204586,0.0,37189.73146206469,0.0,37189.73146206469,2213.5927761963635,2325.372066666666
2025-05-16,control,6886.856736534392,10800.0,0,LP,60398.30106801292,0.0,36797.66000568167,0.0,36797.66000568167,21084.50348674309,30782.33910823045
2025-05-17,control,10800.0,10797.48438095238,0,LP,55233.32031634714,0.0,34477.75906271946,0.0,34477.75906271946,19375.74956139917,23846.14154241622
2025-05-18,control,10797.48438095238,6550.835711470899,1,LP,54954.07554103468,5.236666666666679,34342.42713693741,35.318698333333415,34377.74583527074,2042.87246004115,309.16585320399827
2025-05-19,control,6550.835711470899,6452.020852910053,1,LP,59545.60759740741,67.00333333333344,36120.58521539836,451.90398166666745,36572.48919706503,4099.9759941446255,4696.292183333334
2025-05-20,control,6452.020852910053,6291.002260132274,0,LP,59066.41495243385,0.0,35839.59302813226,0.0,35839.59302813226,1049.1781758604504,101.33665326278492
2025-05-21,control,6291.002260132274,6104.032415206349,4,LP,59693.45918569664,160.0718846101131,36153.847838056776,1005.2604313415774,37159.108269398355,1704.9600534215099,3603.9745000000003
2025-05-22,control,6104.032415206349,7067.281953746033,0,LP,59748.056439376836,0.0,36255.263879840386,0.0,36255.263879840386,1705.3003796178764,2741.29461522634
2025-05-23,control,7067.281953746033,10800.0,0,LP,58522.15559758965,0.0,35699.117016714226,0.0,35699.117016714226,19822.253758683128,26578.518891358024
2025-05-24,control,10800.0,10800.0,0,LP,54914.74309760728,0.0,34278.922327558204,0.0,34278.922327558204,20347.707018030564,29269.478216460902
2025-05-25,control,10800.0,6510.670826031745,0,LP,53978.45639878306,0.0,33739.39640302327,0.0,33739.39640302327,3094.281807954139,3807.952536625514
2025-05-26,control,6510.670826031745,6355.385440222222,1,LP,57811.718820458555,789.1527426380962,35342.5283452994,5505.129532643359,40847.65787794276,770.0210186890122,0.0
2025-05-27,control,6355.385440222222,6336.8014213544975,0,LP,58677.79771583187,0.0,35724.97695380386,0.0,35724.97695380386,3155.2150666137522,2775.3207156613794
2025-05-28,control,6336.8014213544975,6537.629555312174,0,LP,57973.284068342145,0.0,35295.28273628094,0.0,35295.28273628094,1514.0453022633762,357.992785302759
2025-05-29,control,6537.629555312174,6525.128331000001,2,LP,58119.41738575543,433.80672240475826,35323.42061909919,3021.718976145594,38345.139595244786,788.8620640505554,0.0
2025-05-30,control,6525.128331000001,10800.0,0,LP,58651.02038052321,0.0,35513.47991382559,0.0,35513.47991382559,19378.503324027035,26333.58121522634
2025-05-31,control,10800.0,10681.77929100529,0,LP,53968.93224489123,0.0,33581.82187057086,0.0,33581.82187057086,19554.991444132855,24500.42553744856
2025-06-01,control,10681.77929100529,4994.908211883598,43,LP,54690.88223936554,12987.553912723815,33966.82211382445,80224.4799366768,114191.30205050124,0.0,0.0
2025-06-02,control,4994.908211883598,5133.684317253968,22,LP,65310.52727935919,7824.881650235046,39144.294622173205,51408.566420599396,90552.8610427726,623.520898095238,0.0
2025-06-03,control,5133.684317253968,5459.599549941798,26,LP,67707.70038856554,4863.8585559761905,40859.57716757191,30560.048302621173,71419.62547019307,238.89912571428545,0.0
2025-06-04,control,5459.599549941798,5519.7806469682555,14,LP,70984.31102115226,2810.789351499998,43057.80606213336,18736.048116147795,61793.85417828116,179.27780378012767,0.0
2025-06-05,control,5519.7806469682555,5910.521033973544,13,LP,73916.12705506172,1939.5664804142873,45073.748383695354,12759.131875546991,57832.880259242345,93.10458428571349,0.0
2025-06-06,control,5910.521033973544,10800.0,0,LP,76633.56815639799,0.0,47068.26608727853,0.0,47068.26608727853,27337.328979653146,11312.641773940626
2025-06-07,control,10800.0,10800.0,0,LP,74729.66972878306,0.0,47356.091693871786,0.0,47356.091693871786,31378.713492962957,10621.062229071133
2025-06-08,control,10800.0,6696.636092486772,1,LP,78040.80357860669,4.743631904761628,49814.61172372079,31.889065479760045,49846.500789200545,13078.83241255144,1145.5783166666665
2025-06-09,control,6696.636092486772,6784.820497116404,1,LP,81576.38714493827,13.672040476190432,50993.29635899972,92.21107699166637,51085.50743599139,6198.54486914757,434.82258333333345
2025-06-10,control,6784.820497116404,6861.923864544973,0,LP,81949.3122091358,0.0,51282.78152742333,0.0,51282.78152742333,6003.901793868308,291.20968333333303
2025-06-11,control,6861.923864544973,6829.402427603175,5,LP,82477.58831108759,842.0577157714289,51629.751395804975,4114.712814284107,55744.46421008908,2822.245063991771,0.0
2025-06-12,control,6829.402427603175,7290.31722651852,0,LP,83825.67209951204,0.0,52735.64064244309,0.0,52735.64064244309,6715.868550658436,245.79104999999993
2025-06-13,control,7290.31722651852,10800.0,0,LP,83512.01538828334,0.0,52696.14849152811,0.0,52696.14849152811,36033.875843656664,13716.080298559671
2025-06-14,control,10800.0,10800.0,0,LP,79213.45016807172,0.0,50840.09163928617,0.0,50840.09163928617,35560.25633308641,15978.504666666666
2025-06-15,control,10800.0,7095.149764809524,0,LP,78492.38182683128,0.0,50250.5169354086,0.0,50250.5169354086,8093.638626860673,9.379684138740231
2025-06-16,control,7095.149764809524,6998.452282058203,0,LP,83245.7689261552,0.0,52491.26353290681,0.0,52491.26353290681,6623.266375402705,0.0
2025-06-17,control,6998.452282058203,6633.904629116403,2,LP,83775.57438931805,43.61643571428556,52777.35328421216,294.0940218178561,53071.44730603001,5471.7989110346825,11.849166666666747
2025-06-18,control,6633.904629116403,7036.587398529105,0,LP,84559.94158782481,0.0,53260.69220645601,0.0,53260.69220645601,9602.038854697243,87.41241666666656
2025-06-19,control,7036.587398529105,6994.876081433865,3,LP,83006.23356774838,79.56941047619011,52173.79088119753,535.6392180438071,52709.430099241334,9784.526235990601,1339.461283333333
2025-06-20,control,6994.876081433865,10800.0,0,LP,82454.71177239271,0.0,51775.430850798104,0.0,51775.430850798104,36472.991061322755,17928.947916666668
2025-06-21,control,10800.0,10800.0,0,LP,77370.6418233686,0.0,49313.62245366269,0.0,49313.62245366269,35670.541330270426,20838.49557784832
2025-06-22,control,10800.0,6774.082079148148,1,LP,76382.59043383303,0.7364761904761963,48659.20833077773,4.961271857142896,48664.16960263487,9155.174663133448,615.621433333333
2025-06-23,control,6774.082079148148,6823.182479391534,0,LP,80464.89007134826,0.0,50151.9278228636,0.0,50151.9278228636,8654.803796543207,813.7515278483231
2025-06-24,control,6823.182479391534,6452.202393068778,9,LP,79319.10442438124,1994.0203679761914,49404.67026977473,9562.220771951195,58966.891041725925,1080.1443364079933,0.0
2025-06-25,control,6452.202393068778,6938.940942851853,1,LP,80603.25952681252,4.0190071428572764,50173.48047404282,27.154421760715188,50200.63489580354,5522.643786725453,36.71136666666689
2025-06-26,control,6938.940942851853,6859.637014417991,4,LP,79866.32946218106,73.42555952380997,49814.02059792234,495.25999588452675,50309.28059380687,8360.781752057612,188.6194333333333
2025-06-27,control,6859.637014417991,10800.0,0,LP,79619.36690639623,0.0,49633.276806153866,0.0,49633.276806153866,34095.78448893592,19844.029433333333
2025-06-28,control,10800.0,10800.0,0,LP,74860.70498411522,0.0,47589.213606591096,0.0,47589.213606591096,33188.06560768959,18418.481253909464
2025-06-29,control,10800.0,6981.47293079894,0,LP,75205.8619767078,0.0,47868.44112545541,0.0,47868.44112545541,6360.634147483826,57.37021272192798
2025-06-30,control,6981.47293079894,6554.245813846562,3,LP,78693.3491808676,50.43730571428546,49056.57429979802,339.9987761314269,49396.573075929446,5335.548974991178,97.35411666666664
2025-07-01,control,6554.245813846562,4866.893034746031,26,LP,78931.03197212816,3844.067677604761,49022.37017358408,22363.552042420008,71385.9222160041,1417.2147134966417,0.0
2025-07-02,control,4866.893034746031,5029.86107389418,17,LP,80877.08052402346,2073.3501319285733,49818.88694478954,13516.258933720836,63335.145878510375,4966.376308812462,857.9071370922428
2025-07-03,control,5029.86107389418,5517.446628301585,28,LP,80701.99396724868,4248.70407901429,49802.822537723085,25867.993956340673,75670.81649406375,512.5589166666673,0.0
2025-07-04,control,5517.446628301585,10752.119556179894,0,LP,81882.10462825555,0.0,50791.986828365734,0.0,50791.986828365734,25597.057832557315,19754.20153720911
2025-07-05,control,10752.119556179894,10800.0,0,LP,77388.09428479717,0.0,49354.53201230672,0.0,49354.53201230672,26464.29960957084,20325.90444717225
2025-07-06,control,10800.0,6002.8987213809505,11,LP,78314.25527187448,2327.7911821428515,50036.05746202265,15757.575561177582,65793.63302320024,1901.7793223633082,76.60989999999993
2025-07-07,control,6002.8987213809505,6199.9344917513245,3,LP,85770.40881355543,38.992441904761904,53890.36796632173,262.90929307761905,54153.27725939936,7310.991667824803,1313.694416666667
2025-07-08,control,6199.9344917513245,6471.768447873014,2,LP,85960.64873055408,23.490526666666824,54059.56103103649,161.28548278238202,54220.84651381887,4854.399208406813,1106.6361500000003
2025-07-09,control,6471.768447873014,6928.3944157830665,1,LP,85167.23322706614,37.48612952380938,53727.523948960064,252.71274218476097,53980.236691144826,6123.710947383894,648.1357720164615
2025-07-10,control,6928.3944157830665,6874.288827052912,5,LP,84557.93554136761,52.99848952380887,53456.558243004205,357.2930423221385,53813.851285326346,6606.355176948859,1312.9124999999997
2025-07-11,control,6874.288827052912,10800.0,0,LP,83564.98884648441,0.0,52875.17627712818,0.0,52875.17627712818,30419.466710141092,14525.375008224579
2025-07-12,control,10800.0,10800.0,0,LP,79688.24723703851,0.0,51276.728040846356,0.0,51276.728040846356,30131.030562087002,16824.131783711047
2025-07-13,control,10800.0,6785.633755317461,1,LP,80011.4530577472,19.878210952381323,51503.975260183885,133.63127312738345,51637.606533311264,8344.817406772487,3189.0110905749566
2025-07-14,control,6785.633755317461,6709.6953750687835,0,LP,82802.59379001176,0.0,52313.87198201647,0.0,52313.87198201647,6336.015065020579,1141.9879328042318
2025-07-15,control,6709.6953750687835,7103.332386000001,0,LP,82535.08139416226,0.0,52209.3754504346,0.0,52209.3754504346,5474.0262609700285,259.14311666666686
2025-07-16,control,7103.332386000001,7039.199436433863,1,LP,81497.08574741328,34.747084285714095,51534.71046445176,234.7686749764273,51769.479139428186,4550.8285631668405,1240.877534509112
2025-07-17,control,7039.199436433863,6887.958441047616,1,LP,81474.5141069272,9.083892857142928,51531.37845725882,63.36923657142906,51594.74769383024,3717.3516832569085,1167.5606166666664
2025-07-18,control,6887.958441047616,10800.0,0,LP,81799.18751040277,0.0,51713.24016841379,0.0,51713.24016841379,29538.374441093478,15050.703160326342
2025-07-19,control,10800.0,10768.913265079365,0,LP,77312.3066832569,0.0,49833.14959031115,0.0,49833.14959031115,28434.07941088183,20192.803131893004
2025-07-20,control,10768.913265079365,6872.327405703705,1,LP,76735.88899958848,9.91923619047634,49528.316820554996,69.19659166476295,49597.513412219756,4244.104711205171,997.1403707583842
2025-07-21,control,6872.327405703705,6918.7457047513235,1,LP,81444.75269181069,10.16014428571441,51434.2917887318,70.87716653714372,51505.16895526895,2796.7713631158126,701.6560666666669
2025-07-22,control,6918.7457047513235,6885.489731973544,2,LP,81968.657519579,18.126959999999713,51740.669423161766,122.1690921535695,51862.838515315336,4039.5177373486167,249.3819333333331
2025-07-23,control,6885.489731973544,6848.119484634921,0,LP,81785.31211607278,0.0,51619.98250509621,0.0,51619.98250509621,2467.1254763021716,1054.3951862139927
