plan_kwh,load_kwh,pv_kwh,e_start,e_end,charge_kwh,discharge_kwh,pv_load_kwh,grid_load_kwh,pv_charge_kwh,grid_charge_kwh,pv_spill_kwh,paid_grid_spill_kwh,emergency_kwh,slot,price,plan_cost,emergency_cost,total_cost,strategy,date
734.0133152380952,640.2366833333333,279.07533333333333,10800.0,10800.0,0.0,0.0,279.07533333333333,361.16134999999997,0.0,0.0,0.0,372.8519652380952,0.0,46,0.86,631.2514511047618,0.0,631.2514511047618,operational,2025-02-01
4.05924619047596,633.9416666666666,334.01874999999995,10800.0,10471.262588359788,0.0,295.8636704761907,334.01874999999995,4.05924619047596,0.0,0.0,0.0,0.0,0.0,47,1.1617,4.715626299475923,0.0,4.715626299475923,operational,2025-02-01
28.568208571428613,590.91065,388.6844166666666,10471.262588359788,10278.309227513228,0.0,173.6580247619048,388.6844166666666,28.568208571428613,0.0,0.0,0.0,0.0,0.0,48,1.1683,33.37623807400004,0.0,33.37623807400004,operational,2025-02-01
-0.0,568.5581666666667,438.7655666666667,10278.309227513228,10134.095227513228,0.0,129.7926,438.7655666666667,-0.0,0.0,0.0,0.0,0.0,0.0,49,1.0956,-0.0,0.0,0.0,operational,2025-02-01
-0.0,574.2283333333332,487.94374999999997,10134.095227513228,10038.22346825397,0.0,86.28458333333327,487.94374999999997,-0.0,0.0,0.0,0.0,0.0,0.0,50,1.0849,-0.0,0.0,0.0,operational,2025-02-01
-0.0,577.8523166666666,541.8831666666666,10038.22346825397,9998.257746031746,0.0,35.96915000000001,541.8831666666666,-0.0,0.0,0.0,0.0,0.0,0.0,51,1.061,-0.0,0.0,0.0,operational,2025-02-01
-0.0,649.0800333333333,586.6261,9998.257746031746,9928.864486772487,0.0,62.45393333333334,586.6261,-0.0,0.0,0.0,0.0,0.0,0.0,52,1.043,-0.0,0.0,0.0,operational,2025-02-01
-0.0,737.1266666666667,621.9499999999999,9928.864486772487,9800.890412698413,0.0,115.17666666666673,621.9499999999999,-0.0,0.0,0.0,0.0,0.0,0.0,53,1.036,-0.0,0.0,0.0,operational,2025-02-01
-0.0,711.2534166666666,665.4293,9800.890412698413,9749.974727513227,0.0,45.824116666666555,665.4293,-0.0,0.0,0.0,0.0,0.0,0.0,54,1.0147,-0.0,0.0,0.0,operational,2025-02-01
-0.0,698.3616999999999,729.7221999999999,9749.974727513227,9778.199177513226,31.360500000000002,0.0,698.3616999999999,-0.0,31.360500000000002,0.0,0.0,0.0,0.0,55,0.9922,-0.0,0.0,0.0,operational,2025-02-01
-0.0,736.3866666666665,798.0874999999999,9778.199177513226,9833.729927513226,61.70083333333332,0.0,736.3866666666665,-0.0,61.70083333333332,0.0,0.0,0.0,0.0,56,0.97,-0.0,0.0,0.0,operational,2025-02-01
97.40284761904445,733.2125666666667,838.3206833333334,9833.729927513226,10015.989795370366,202.5109642857111,0.0,733.2125666666667,0.0,105.10811666666666,97.40284761904445,0.0,0.0,0.0,57,0.9422,91.77296302666369,0.0,91.77296302666369,operational,2025-02-01
-0.0,697.1223666666666,867.3196166666667,10015.989795370366,10169.167320370365,170.19725000000005,0.0,697.1223666666666,-0.0,170.19725000000005,0.0,0.0,0.0,0.0,58,0.9569,-0.0,0.0,0.0,operational,2025-02-01
-0.0,678.5883333333334,894.01875,10169.167320370365,10363.054695370365,215.4304166666666,0.0,678.5883333333334,-0.0,215.4304166666666,0.0,0.0,0.0,0.0,59,0.9977,-0.0,0.0,0.0,operational,2025-02-01
-0.0,711.4322,911.8498333333333,10363.054695370365,10543.430565370365,200.41763333333336,0.0,711.4322,-0.0,200.41763333333336,0.0,0.0,0.0,0.0,60,0.9919,-0.0,0.0,0.0,operational,2025-02-01
-0.0,706.70705,933.6272333333333,10543.430565370365,10747.658730370365,226.92018333333328,0.0,706.70705,-0.0,226.92018333333328,0.0,0.0,0.0,0.0,61,0.9588,-0.0,0.0,0.0,operational,2025-02-01
-0.0,666.9933333333333,959.21875,10747.658730370365,10800.0,58.1569662551495,0.0,666.9933333333333,-0.0,58.1569662551495,0.0,234.06845041151718,0.0,0.0,62,0.9549,-0.0,0.0,0.0,operational,2025-02-01
-0.0,678.7204333333333,979.8081666666667,10800.0,10800.0,0.0,0.0,678.7204333333333,-0.0,0.0,0.0,301.0877333333334,0.0,0.0,63,0.9839,-0.0,0.0,0.0,operational,2025-02-01
180.77393333333328,678.1305,1021.3479,10800.0,10800.0,0.0,0.0,678.1305,0.0,0.0,0.0,343.2174,180.77393333333328,0.0,64,0.799,144.4383727333333,0.0,144.4383727333333,operational,2025-02-01
984.1401857142857,652.925,1060.2749999999999,10800.0,10800.0,0.0,0.0,652.925,0.0,0.0,0.0,407.3499999999999,984.1401857142857,0.0,65,0.5025,494.53044332142855,0.0,494.53044332142855,operational,2025-02-01
988.8334919999998,657.69435,1046.1778166666666,10800.0,10800.0,0.0,0.0,657.69435,0.0,0.0,0.0,388.4834666666666,988.8334919999998,0.0,66,0.4662,460.9941739703999,0.0,460.9941739703999,operational,2025-02-01
985.3833181904761,656.1017166666666,1051.3417833333333,10800.0,10800.0,0.0,0.0,656.1017166666666,0.0,0.0,0.0,395.24006666666673,985.3833181904761,0.0,67,0.5007,493.3814274179714,0.0,493.3814274179714,operational,2025-02-01
981.8005824761904,654.535,1099.0625,10800.0,10800.0,0.0,0.0,654.535,0.0,0.0,0.0,444.52750000000003,981.8005824761904,0.0,68,0.4827,473.9151411612571,0.0,473.9151411612571,operational,2025-02-01
969.2061372380952,692.20855,1136.31565,10800.0,10800.0,0.0,0.0,692.20855,0.0,0.0,0.0,444.10710000000006,969.2061372380952,0.0,69,0.4785,463.7651366684285,0.0,463.7651366684285,operational,2025-02-01
933.7408539047619,680.1494833333334,1128.4168166666666,10800.0,10800.0,0.0,0.0,680.1494833333334,0.0,0.0,0.0,448.2673333333332,933.7408539047619,0.0,70,0.4662,435.3099860904,0.0,435.3099860904,operational,2025-02-01
898.9170705714287,640.0333333333333,1100.65625,10800.0,10800.0,0.0,0.0,640.0333333333333,0.0,0.0,0.0,460.6229166666667,898.9170705714287,0.0,71,0.4432,398.4000456772572,0.0,398.4000456772572,operational,2025-02-01
910.6749519047617,676.8413833333333,1105.4832,10800.0,10800.0,0.0,0.0,676.8413833333333,0.0,0.0,0.0,428.6418166666666,910.6749519047617,0.0,72,0.4411,401.69872128519035,0.0,401.69872128519035,operational,2025-02-01
922.1560828571428,663.0938,1089.4810666666667,10800.0,10800.0,0.0,0.0,663.0938,0.0,0.0,0.0,426.38726666666673,922.1560828571428,0.0,73,0.4551,419.6732333082857,0.0,419.6732333082857,operational,2025-02-01
917.4197185714286,594.0216666666666,1052.4125,10800.0,10800.0,0.0,0.0,594.0216666666666,0.0,0.0,0.0,458.39083333333326,917.4197185714286,0.0,74,0.4463,409.4444203984286,0.0,409.4444203984286,operational,2025-02-01
917.3445661904759,601.1141666666666,1052.0977666666665,10800.0,10800.0,0.0,0.0,601.1141666666666,0.0,0.0,0.0,450.9835999999999,917.3445661904759,0.0,75,0.4113,377.3038200741427,0.0,377.3038200741427,operational,2025-02-01
949.9057042857144,633.3353666666667,1058.98975,10800.0,10800.0,0.0,0.0,633.3353666666667,0.0,0.0,0.0,425.65438333333327,949.9057042857144,0.0,76,0.5682,539.7364211751429,0.0,539.7364211751429,operational,2025-02-01
157.74162333333334,638.6816666666666,1052.225,10800.0,10800.0,0.0,0.0,638.6816666666666,0.0,0.0,0.0,413.5433333333333,157.74162333333334,0.0,77,0.8279,130.59428995766666,0.0,130.59428995766666,operational,2025-02-01
157.40656619047593,619.3742333333332,1041.0229166666666,10800.0,10800.0,0.0,0.0,619.3742333333332,0.0,0.0,0.0,421.64868333333334,157.40656619047593,0.0,78,0.8636,135.93631056209503,0.0,135.93631056209503,operational,2025-02-01
157.06834714285685,606.5044,1029.2288333333331,10800.0,10800.0,0.0,0.0,606.5044,0.0,0.0,0.0,422.7244333333331,157.06834714285685,0.0,79,0.8416,132.18872095542832,0.0,132.18872095542832,operational,2025-02-01
177.60194952380925,607.0133333333333,1017.28125,10800.0,10800.0,0.0,0.0,607.0133333333333,0.0,0.0,0.0,410.2679166666667,177.60194952380925,0.0,80,0.8618,153.05736009961882,0.0,153.05736009961882,operational,2025-02-01
194.43449714285714,606.3183333333333,998.79405,10800.0,10800.0,0.0,0.0,606.3183333333333,0.0,0.0,0.0,392.4757166666667,194.43449714285714,0.0,81,0.8623,167.6608668862857,0.0,167.6608668862857,operational,2025-02-01
-0.0,624.9272166666666,948.6343499999999,10800.0,10800.0,0.0,0.0,624.9272166666666,-0.0,0.0,0.0,323.70713333333333,0.0,0.0,82,0.9026,-0.0,0.0,0.0,operational,2025-02-01
-0.0,641.645,875.1875,10800.0,10800.0,0.0,0.0,641.645,-0.0,0.0,0.0,233.54250000000002,0.0,0.0,83,0.9754,-0.0,0.0,0.0,operational,2025-02-01
-0.0,612.7233833333332,815.6234166666666,10800.0,10800.0,0.0,0.0,612.7233833333332,-0.0,0.0,0.0,202.90003333333334,0.0,0.0,84,1.0002,-0.0,0.0,0.0,operational,2025-02-01
-0.0,603.26775,769.5365666666667,10800.0,10800.0,0.0,0.0,603.26775,-0.0,0.0,0.0,166.26881666666668,0.0,0.0,85,0.9978,-0.0,0.0,0.0,operational,2025-02-01
-0.0,610.8116666666666,727.3999999999999,10800.0,10800.0,0.0,0.0,610.8116666666666,-0.0,0.0,0.0,116.58833333333325,0.0,0.0,86,1.0271,-0.0,0.0,0.0,operational,2025-02-01
-0.0,571.6230833333333,684.0674,10800.0,10800.0,0.0,0.0,571.6230833333333,-0.0,0.0,0.0,112.44431666666674,0.0,0.0,87,1.0906,-0.0,0.0,0.0,operational,2025-02-01
-0.0,554.5942,648.3614333333333,10800.0,10800.0,0.0,0.0,554.5942,-0.0,0.0,0.0,93.76723333333325,0.0,0.0,88,0.9376,-0.0,0.0,0.0,operational,2025-02-01
1294.5459285714282,578.9233333333333,614.7249999999999,10800.0,10800.0,0.0,0.0,578.9233333333333,0.0,0.0,0.0,35.80166666666662,1294.5459285714282,0.0,89,0.6694,866.5690445857141,0.0,866.5690445857141,operational,2025-02-01
1311.8113433333333,593.8219999999999,565.39285,10800.0,10800.0,0.0,0.0,565.39285,28.429149999999936,0.0,0.0,0.0,1283.3821933333334,0.0,90,0.66,865.7954866,0.0,865.7954866,operational,2025-02-01
1352.9953028571426,603.3700333333334,505.4359666666667,10800.0,10800.0,0.0,0.0,505.4359666666667,97.9340666666667,0.0,0.0,0.0,1255.061236190476,0.0,91,0.7217,976.4567100719999,0.0,976.4567100719999,operational,2025-02-01
1405.1054831922406,608.655,450.63749999999993,10800.0,10800.0,0.0,0.0,450.63749999999993,158.01750000000004,0.0,0.0,0.0,1247.0879831922407,0.0,92,0.7308,1026.8510871168894,0.0,1026.8510871168894,operational,2025-02-01
622.2672957142859,596.78865,413.62829999999997,10800.0,10800.0,0.0,0.0,413.62829999999997,183.16035,0.0,0.0,0.0,439.10694571428587,0.0,93,0.7534,468.81618059114294,0.0,468.81618059114294,operational,2025-02-01
667.1708552380953,570.11095,375.9729,10800.0,10800.0,0.0,0.0,375.9729,194.13805000000002,0.0,0.0,0.0,473.0328052380953,0.0,94,0.7823,521.927760052762,0.0,521.927760052762,operational,2025-02-01
710.600540952381,548.75,328.93125,10800.0,10800.0,0.0,0.0,328.93125,219.81875000000002,0.0,0.0,0.0,490.781790952381,0.0,95,0.8055,572.388735737143,0.0,572.388735737143,operational,2025-02-01
772.097368095238,554.0824,281.17404999999997,10800.0,10800.0,0.0,0.0,281.17404999999997,272.90835000000004,0.0,0.0,0.0,499.189018095238,0.0,96,0.8271,638.6017331515714,0.0,638.6017331515714,operational,2025-02-01
821.6120585714284,559.0360666666666,240.44151666666667,10800.0,10800.0,0.0,0.0,240.44151666666667,318.5945499999999,0.0,0.0,0.0,503.0175085714285,0.0,97,0.8519,699.9313126969998,0.0,699.9313126969998,operational,2025-02-01
873.9982966666666,563.1066666666666,202.36249999999998,10800.0,10800.0,0.0,0.0,202.36249999999998,360.7441666666666,0.0,0.0,0.0,513.25413,0.0,98,0.8791,768.3319025996666,0.0,768.3319025996666,operational,2025-02-01
919.5644061904763,580.2863,155.5190333333333,10800.0,10800.0,0.0,0.0,155.5190333333333,424.76726666666667,0.0,0.0,0.0,494.7971395238097,0.0,99,0.9024,829.8149201462859,0.0,829.8149201462859,operational,2025-02-01
951.6272204761904,532.8180166666666,106.71146666666667,10800.0,10800.0,0.0,0.0,106.71146666666667,426.10654999999997,0.0,0.0,0.0,525.5206704761904,0.0,100,0.9163,871.9760221223332,0.0,871.9760221223332,operational,2025-02-01
976.8935347619048,446.78,59.70625,10800.0,10800.0,0.0,0.0,59.70625,387.07374999999996,0.0,0.0,0.0,589.8197847619049,0.0,101,0.9264,904.9941706034286,0.0,904.9941706034286,operational,2025-02-01
1029.448399047619,433.5435166666667,15.897433333333334,10800.0,10800.0,0.0,0.0,15.897433333333334,417.64608333333337,0.0,0.0,0.0,611.8023157142857,0.0,102,0.9462,974.0640751788571,0.0,974.0640751788571,operational,2025-02-01
1040.093768095238,439.7808,0.0,10800.0,10800.0,0.0,0.0,0.0,439.7808,0.0,0.0,0.0,600.3129680952379,0.0,103,0.9742,1013.2593488783807,0.0,1013.2593488783807,operational,2025-02-01
1052.982910952381,436.13666666666666,0.0,10800.0,10800.0,0.0,0.0,0.0,436.13666666666666,0.0,0.0,0.0,616.8462442857143,0.0,104,0.9862,1038.4517467812382,0.0,1038.4517467812382,operational,2025-02-01
1070.586968095238,445.99516666666665,0.68945,10800.0,10800.0,0.0,0.0,0.68945,445.3057166666666,0.0,0.0,0.0,625.2812514285714,0.0,105,0.976,1044.8928808609523,0.0,1044.8928808609523,operational,2025-02-01
979.5592180952381,439.89263333333326,0.0,10800.0,10800.0,0.0,0.0,0.0,439.89263333333326,0.0,0.0,0.0,539.6665847619048,0.0,106,1.0742,1052.2425120779048,0.0,1052.2425120779048,operational,2025-02-01
833.3191014285715,428.47,0.0,10800.0,10800.0,0.0,0.0,0.0,428.47,0.0,0.0,0.0,404.84910142857143,0.0,107,1.2313,1026.065809589,0.0,1026.065809589,operational,2025-02-01
728.3352147619047,454.18455,0.049499999999999995,10800.0,10800.0,0.0,0.0,0.049499999999999995,454.13505,0.0,0.0,0.0,274.2001647619047,0.0,108,1.2561,914.8618632624285,0.0,914.8618632624285,operational,2025-02-01
742.4281719047618,472.26531666666665,0.0,10800.0,10800.0,0.0,0.0,0.0,472.26531666666665,0.0,0.0,0.0,270.1628552380952,0.0,109,1.2447,924.1003455698569,0.0,924.1003455698569,operational,2025-02-01
730.7223695238094,454.16833333333335,0.0,10800.0,10800.0,0.0,0.0,0.0,454.16833333333335,0.0,0.0,0.0,276.5540361904761,0.0,110,1.2545,916.6912125676189,0.0,916.6912125676189,operational,2025-02-01
732.2936219047617,418.3761833333333,0.0035499999999999998,10800.0,10800.0,0.0,0.0,0.0035499999999999998,418.3726333333333,0.0,0.0,0.0,313.92098857142844,0.0,111,1.2522,916.9780733491426,0.0,916.9780733491426,operational,2025-02-01
280.1660630476201,414.0822333333333,0.0,10800.0,10651.204255238097,0.0,133.91617028571318,0.0,280.1660630476201,0.0,0.0,0.0,0.0,0.0,112,1.2881,360.8819058116395,0.0,360.8819058116395,operational,2025-02-01
-0.0,432.1383333333333,0.0,10651.204255238097,10171.050551534394,0.0,432.1383333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,113,1.3466,-0.0,0.0,0.0,operational,2025-02-01
-0.0,424.01436666666666,0.00025,10171.050551534394,9699.923755238098,0.0,424.01411666666667,0.00025,-0.0,0.0,0.0,0.0,0.0,0.0,114,1.3523,-0.0,0.0,0.0,operational,2025-02-01
-0.0,442.41246666666666,0.0,9699.923755238098,9208.354347830691,0.0,442.41246666666666,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,115,1.3445,-0.0,0.0,0.0,operational,2025-02-01
-0.0,483.74666666666667,0.0,9208.354347830691,8670.858051534395,0.0,483.74666666666667,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,116,1.3483,-0.0,0.0,0.0,operational,2025-02-01
-0.0,481.18446666666665,0.0,8670.858051534395,8136.208644126988,0.0,481.18446666666665,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,117,1.349,-0.0,0.0,0.0,operational,2025-02-01
-0.0,444.76593333333335,0.0,8136.208644126988,7642.024273756617,0.0,444.76593333333335,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,118,1.3473,-0.0,0.0,0.0,operational,2025-02-01
-0.0,418.095,0.0,7642.024273756617,7177.474273756617,0.0,418.095,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,119,1.3482,-0.0,0.0,0.0,operational,2025-02-01
-0.0,436.7405166666666,0.0,7177.474273756617,6692.207033015876,0.0,436.7405166666666,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,120,1.3513,-0.0,0.0,0.0,operational,2025-02-01
-0.0,452.69785,0.0,6692.207033015876,6189.209421904765,0.0,452.69785,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,121,1.34,-0.0,0.0,0.0,operational,2025-02-01
-0.0,449.9683333333333,0.0,6189.209421904765,5689.2446070899505,0.0,449.9683333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,122,1.3489,-0.0,0.0,0.0,operational,2025-02-01
