strategy,period,date,ordinary_kwh,emergency_kwh,ordinary_cost,adjustment_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,e_start,e_end,updates,changed_updates,emergency_slots
rolling_margin_mean14,development,2025-03-06,72375.39864402983,0.0,46630.434292973725,1346.7098793042787,0.0,47977.144172278,2017.5006680462964,383.0156287777795,1456.0101858000005,1532.724399911113,3,3,0
rolling_margin_mean14,development,2025-03-07,33535.562148493824,0.0,13791.360367563751,359.632182677767,0.0,14150.992550241519,355.7734430233211,9142.741433086418,1532.724399911113,1669.4635312888918,3,2,0
rolling_margin_mean14,development,2025-03-08,32326.184148781893,0.0,13258.345075648811,78.32437702161867,0.0,13336.66945267043,250.79985700000003,10063.229732674894,1669.4635312888918,1647.4427282765469,3,2,0
rolling_margin_mean14,development,2025-03-09,69185.47809797186,0.0,43767.695571449454,3785.485928967448,0.0,47553.181500416904,1838.973181673526,187.33829033332987,1647.4427282765469,1414.4095280592592,3,2,0
rolling_margin_mean14,development,2025-03-10,74054.69562832967,0.0,47971.00131710992,1256.4118693155328,0.0,49227.41318642545,1751.3835143341848,122.07956679286812,1414.4095280592592,1394.5010634444457,3,2,0
rolling_margin_mean14,development,2025-03-11,70598.22706858415,0.0,44934.39162526864,4300.6171892871025,0.0,49235.00881455574,1507.6364828737915,698.7177424842275,1394.5010634444457,1700.4579053777786,3,3,0
rolling_margin_mean14,development,2025-03-12,67919.28323650983,0.0,42809.87254519018,3691.157887810578,0.0,46501.03043300076,1507.484697925465,232.62874722222395,1700.4579053777786,1382.948300785186,3,2,0
rolling_margin_mean14,development,2025-03-13,74328.7996504104,57.69076854666787,47933.40272231742,1706.3034984344881,352.3885671966212,49992.094787948525,2792.1717896872437,105.99734999999987,1382.948300785186,1329.5776124518525,3,2,3
rolling_margin_mean14,development,2025-03-14,32394.27900817045,0.0,13088.648200686726,298.3614517611993,0.0,13387.009652447925,387.8259755339656,12543.950460534978,1329.5776124518525,1829.4854045629627,3,2,0
rolling_margin_mean14,development,2025-03-15,31407.297537563787,0.0,13070.289545381827,321.5665474217326,0.0,13391.85609280356,419.0977244389565,7691.9874254321,1829.4854045629627,1296.452180325929,3,2,0
rolling_margin_mean14,development,2025-03-16,70839.2557629657,0.0,44386.03371675812,2049.3557255641635,0.0,46435.38944232228,2906.8070606803813,17.70892499999953,1296.452180325929,1737.277188281482,3,2,0
rolling_margin_mean14,development,2025-03-17,63515.56901687246,0.0,38955.123403028905,2347.2279409412076,0.0,41302.35134397011,1451.9289844540915,63.77392574897042,1737.277188281482,1877.8624043777763,3,2,0
rolling_margin_mean14,development,2025-03-18,67513.22084954285,0.0,42167.947105761086,3387.368564424775,0.0,45555.31567018586,1947.8844646584303,512.5571194444457,1877.8624043777763,1795.0196706049398,3,2,0
rolling_margin_mean14,development,2025-03-19,66439.37764889849,0.0,41100.1097200512,2616.3813816287575,0.0,43716.49110167996,1809.366152895744,898.3498892222216,1795.0196706049398,2064.228248676542,3,2,0
rolling_margin_mean14,development,2025-03-20,66682.9763420039,0.0,42094.39465665973,3517.5225248243923,0.0,45611.917181484125,890.8165280576119,0.0,2064.228248676542,1650.9419858222243,3,3,0
rolling_margin_mean14,development,2025-03-21,29985.87363582304,0.0,11972.904577630832,295.29528110419096,0.0,12268.199858735023,314.9486256090523,14861.827469283951,1650.9419858222243,1583.172888246914,3,2,0
rolling_margin_mean14,development,2025-03-22,30795.139249351163,0.0,12521.570331684517,109.36656321364094,0.0,12630.93689489816,399.71200488888917,11351.905672255145,1583.172888246914,1985.5034274938234,3,2,0
rolling_margin_mean14,development,2025-03-23,65099.902762599624,0.0,39967.96372479111,2452.6732327553204,0.0,42420.63695754643,1886.9443998696893,937.8290923333363,1985.5034274938234,1659.9122948370357,3,3,0
rolling_margin_mean14,development,2025-03-24,64620.0574246488,0.0,39935.707407284805,1989.0589162553438,0.0,41924.76632354015,1961.3515050356382,331.6998046666678,1659.9122948370357,1885.714954619756,3,2,0
rolling_margin_mean14,development,2025-03-25,65466.20721024828,0.0,40198.50168385457,4002.407923064303,0.0,44200.909606918874,750.3959605637797,126.9078285555571,1885.714954619756,1527.1485841901267,3,2,0
rolling_margin_mean14,development,2025-03-26,61852.003503168715,0.0,38118.766979762804,1680.0879258319646,0.0,39798.854905594766,1233.2408497242823,822.1396417736669,1527.1485841901267,1806.7974178913582,3,2,0
rolling_margin_mean14,development,2025-03-27,63776.30872045542,0.0,38899.041896356764,2650.0229379856564,0.0,41549.06483434242,918.6939436790129,167.5813210850483,1806.7974178913582,1713.6357606962974,3,2,0
rolling_margin_mean14,development,2025-03-28,30113.426849223593,0.0,12117.026991271689,22.504756548330423,0.0,12139.53174782002,424.5925906625535,15991.175044002743,1713.6357606962974,1806.9873988962956,3,2,0
rolling_margin_mean14,development,2025-03-29,29154.6099683594,0.0,11854.57148987911,247.13318267670658,0.0,12101.704672555818,126.92878383139629,18621.728404271602,1806.9873988962956,1815.1092044666743,3,2,0
rolling_margin_mean14,development,2025-03-30,59674.39604005211,0.0,36075.30118242217,2531.7438028655674,0.0,38607.044985287735,351.641376037029,0.0,1815.1092044666743,1767.3098783370413,3,3,0
rolling_margin_mean14,development,2025-03-31,61762.05120654682,0.0,37617.873006618305,5062.005627874929,0.0,42679.87863449323,491.23599177777874,101.95459277777746,1767.3098783370413,2022.3477906604965,3,3,0
rolling_margin_mean14,development,2025-04-01,65176.11061675843,0.0,40634.33933210279,2983.606225569081,0.0,43617.94555767187,931.4520879821707,603.6471182222233,2022.3477906604965,1694.0048403851856,3,3,0
rolling_margin_mean14,development,2025-04-02,65874.31346352675,0.0,40838.64384353268,1975.6365602773294,0.0,42814.28040381001,919.8843076790232,741.4678617777851,1694.0048403851856,1620.1150096592596,3,3,0
rolling_margin_mean14,development,2025-04-03,62033.884130484985,0.0,38645.17876863666,2417.5219763015853,0.0,41062.70074493824,1544.927731751268,635.516308218106,1620.1150096592596,1659.579225611114,3,2,0
rolling_margin_mean14,development,2025-04-04,28129.528737196153,0.0,11045.252248782583,210.86458004544903,0.0,11256.116828828031,412.4372702222205,18451.41453962689,1659.579225611114,1803.2082182987647,3,2,0
rolling_margin_mean14,development,2025-04-05,27584.494491527843,0.0,11212.192351667192,133.12582702016644,0.0,11345.31817868736,109.7405292592583,13003.768388353907,1803.2082182987647,1624.7003544000022,3,3,0
rolling_margin_mean14,development,2025-04-06,60611.0971452335,0.0,37060.05247752315,1854.2404683171967,0.0,38914.29294584035,1503.2563690763002,593.6668074444455,1624.7003544000022,1736.258651987653,3,2,0
rolling_margin_mean14,development,2025-04-07,58645.5589463362,0.0,35595.73804426073,2072.8457203505236,0.0,37668.583764611256,995.5005978930071,524.8617166666684,1736.258651987653,1765.1402731629641,3,3,0
rolling_margin_mean14,development,2025-04-08,59653.45638506447,0.0,36250.20993632162,2319.860932466884,0.0,38570.070868788505,1239.0219847860108,459.3870174444459,1765.1402731629641,1417.0201505185223,3,3,0
rolling_margin_mean14,development,2025-04-09,65334.946396544576,0.0,39207.8328535941,1582.8499094011365,0.0,40790.68276299523,1384.4129265418328,602.897862688619,1417.0201505185223,1552.7429336814835,3,2,0
rolling_margin_mean14,development,2025-04-10,60912.21200949773,0.0,36795.92427590366,1848.8906912106943,0.0,38644.814967114355,1710.5824906584385,495.89120466254644,1552.7429336814835,1784.6296837333352,3,3,0
rolling_margin_mean14,development,2025-04-11,26564.65295856351,144.81242112888884,10607.99598201508,382.9754368284861,479.09074273231545,11470.062161575883,33.76393866666672,19049.841567795553,1784.6296837333352,1538.2095905925935,3,3,2
rolling_margin_mean14,development,2025-04-12,27509.689330879282,0.0,10753.651500798105,332.6928032395717,0.0,11086.344304037677,103.85788743209812,15508.037007602194,1538.2095905925935,1903.8757896888899,3,3,0
rolling_margin_mean14,development,2025-04-13,59324.57300283298,0.0,36012.145942552495,1000.791713523761,0.0,37012.937656076254,910.7841968247443,397.4393174444466,1903.8757896888899,1784.0428250320997,3,2,0
rolling_margin_mean14,development,2025-04-14,56204.323498806225,0.0,33926.57043180215,2976.995236053257,0.0,36903.56566785541,97.62821933333305,0.0,1784.0428250320997,1603.1414888814809,3,3,0
rolling_margin_mean14,development,2025-04-15,56216.330144668165,0.0,33768.516699266824,2236.9606108995695,0.0,36005.477310166396,859.3296986927215,1359.075604115228,1603.1414888814809,1698.0076868740734,3,3,0
rolling_margin_mean14,development,2025-04-16,61242.90594973113,0.0,36980.71207810933,2326.2713012074464,0.0,39306.98337931678,1333.615911347052,423.714227333333,1698.0076868740734,1620.087599488888,3,2,0
rolling_margin_mean14,development,2025-04-17,58466.076961619365,0.0,35413.08345234498,1931.4630391682895,0.0,37344.54649151327,1280.263526019204,206.5259938244077,1620.087599488888,1916.7631752925904,3,3,0
rolling_margin_mean14,development,2025-04-18,26435.23377889575,0.0,10464.81708269646,135.8663785699797,0.0,10600.683461266439,296.8567453333336,17138.609323447185,1916.7631752925904,2083.4835828444484,3,2,0
rolling_margin_mean14,development,2025-04-19,26827.0688420919,0.0,10615.087186979452,198.25820375286065,0.0,10813.345390732313,539.6044149999996,17111.49416286968,2083.4835828444484,2026.995575869135,3,1,0
rolling_margin_mean14,development,2025-04-20,57561.484907030885,0.0,34738.7642130338,585.9660410547295,0.0,35324.73025408853,1521.4119157444438,168.70678703703987,2026.995575869135,2026.2102013851886,3,3,0
rolling_margin_mean14,development,2025-04-21,53933.9468954609,0.0,32378.331329819397,2317.324485248955,0.0,34695.655815068356,522.2880667901221,1805.6197481481506,2026.2102013851886,1463.357318992593,3,3,0
rolling_margin_mean14,development,2025-04-22,57155.74114234429,0.0,34418.28836688094,2457.922245503894,0.0,36876.21061238483,1022.4237519245468,0.0,1463.357318992593,1709.6011507678986,3,2,0
rolling_margin_mean14,development,2025-04-23,56453.02360018863,0.0,34614.78035250294,1431.1413634259006,0.0,36045.92171592884,856.1362002061893,388.15921422222584,1709.6011507678986,1890.0886583259257,3,2,0
rolling_margin_mean14,development,2025-04-24,54086.67827262277,0.0,33136.66355332891,797.8035552423881,0.0,33934.4671085713,1559.0706866666674,1929.4976533923214,1890.0886583259257,1797.9173000740752,3,3,0
rolling_margin_mean14,development,2025-04-25,25548.2924537764,0.0,9711.22266366012,222.73590286185407,0.0,9933.958566521975,163.89579588888802,21093.51116870233,1797.9173000740752,1704.7132402790126,3,2,0
rolling_margin_mean14,development,2025-04-26,26225.003660176953,0.0,10299.971658608356,191.40487761134074,0.0,10491.376536219697,352.851991,23441.146279275716,1704.7132402790126,1704.827042913582,3,2,0
rolling_margin_mean14,development,2025-04-27,54479.65623221446,0.0,33000.3293049263,1099.1834559475235,0.0,34099.512760873826,362.53540566666663,1797.734445089165,1704.827042913582,1811.3484942444422,3,3,0
rolling_margin_mean14,development,2025-04-28,63307.95420061662,0.0,38185.55263776104,1405.3561419452133,0.0,39590.90877970625,2531.034744994691,352.2663424814767,1811.3484942444422,1749.9428900074063,3,3,0
rolling_margin_mean14,development,2025-04-29,53054.48481159584,0.0,32487.75756135115,1302.6066557747313,0.0,33790.36421712588,803.5189124703411,1218.599783937572,1749.9428900074063,1966.6785491407434,3,3,0
rolling_margin_mean14,development,2025-04-30,52341.68189057754,0.0,31120.714193627096,559.221830333702,0.0,31679.9360239608,671.3360968271583,248.25953273799303,1966.6785491407434,1696.9410225111126,3,3,0
rolling_margin_mean14,validation,2025-05-01,54936.89854295611,1829.9231629233368,34522.95249983812,1446.4009573338094,9193.338914238411,45162.69237141034,817.2242331810718,1864.959431893004,1696.9410225111126,1200.0,3,3,22
rolling_margin_mean14,validation,2025-05-02,28303.414852300135,1414.464178839998,11877.737070444211,316.9387341228505,5970.707346256422,18165.383150823483,82.26975899999968,12815.479999330588,1200.0,1200.0,3,3,20
rolling_margin_mean14,validation,2025-05-03,27538.821225141284,1444.217371833331,11147.617588654155,205.5129032091613,6486.661679192837,17839.792171056153,92.81004921536316,17556.394679194786,1200.0,1200.0,3,3,17
rolling_margin_mean14,validation,2025-05-04,54330.746807272975,1502.6018733333358,33962.44602147314,2952.5550502589886,7699.234004708681,44614.23507644081,120.81754433333344,557.4473282222222,1200.0,1213.4172552,3,3,23
rolling_margin_mean14,validation,2025-05-05,59609.36793453888,1155.6547791199991,36665.87731857395,2251.413153147544,6133.73746253789,45051.02793425938,599.8879936131699,1423.2404444375888,1213.4172552,1208.043186,3,3,18
rolling_margin_mean14,validation,2025-05-06,56566.13090906189,1172.2169954666679,35495.48378125116,1697.3707880578913,5423.111107042474,42615.96567635153,565.4113427270207,645.2328982332016,1208.043186,1210.0487314296297,3,3,15
rolling_margin_mean14,validation,2025-05-07,59902.13065751229,881.9810515466652,37343.34209677487,1618.946304154308,4617.294702637007,43579.58310356618,1004.2462956872434,866.7622578888925,1210.0487314296297,1248.9720300074075,3,3,15
rolling_margin_mean14,validation,2025-05-08,60556.409801652124,325.1079257733309,37437.65691870968,2014.0082585225691,1574.1407075449135,41025.80588477717,995.5735660178375,395.0638473333365,1248.9720300074075,1230.917894066666,3,3,6
rolling_margin_mean14,validation,2025-05-09,28579.847417227546,66.65518499999881,12005.898090577875,249.35925658765794,264.0698901141619,12519.327237279696,100.95530311111071,17126.978452318242,1230.917894066666,1610.1411144000003,3,3,4
rolling_margin_mean14,validation,2025-05-10,28324.07147158436,138.33915617999696,12024.680116457133,492.1148264147736,246.33238851270787,12763.127331384616,164.52598520576402,14053.285417805206,1610.1411144000003,1312.89129,3,2,5
rolling_margin_mean14,validation,2025-05-11,59835.407032980795,257.92749393333054,36943.747063994546,2200.240459755165,1768.0079543499141,40911.99547809963,749.2344332866958,159.2110313333357,1312.89129,1308.6882113555564,3,3,3
rolling_margin_mean14,validation,2025-05-12,57715.73575429811,0.0,36267.73287000629,2924.672404708116,0.0,39192.40527471441,940.8393556666663,1050.3425817819007,1308.6882113555564,1822.748865588891,3,3,0
rolling_margin_mean14,validation,2025-05-13,59176.58898771467,0.0,36389.656176301745,2550.992546687434,0.0,38940.64872298918,1618.3256153141222,1011.145002492463,1822.748865588891,1748.0808105160509,3,3,0
rolling_margin_mean14,validation,2025-05-14,59159.756085632376,0.0,36170.15166835903,1908.160395269285,0.0,38078.31206362831,1533.4990598820289,1124.862899311406,1748.0808105160509,1684.0759134592556,3,3,0
rolling_margin_mean14,validation,2025-05-15,59496.78220590672,0.0,37220.05234625058,2557.805570724542,0.0,39777.857916975125,1496.9124044526714,939.8288396502012,1684.0759134592556,2365.904901548151,3,3,0
rolling_margin_mean14,validation,2025-05-16,26872.15315427333,0.0,11492.292264670063,261.90213712195555,0.0,11754.194401792018,294.05000412208653,21979.760071270233,2365.904901548151,1984.6677503333285,3,2,0
rolling_margin_mean14,validation,2025-05-17,27598.07491336667,0.0,11890.52953121789,219.13188380935907,0.0,12109.661415027249,43.06471399999975,14935.123730262001,1984.6677503333285,1861.6699174864198,3,2,0
rolling_margin_mean14,validation,2025-05-18,60088.99057788751,5.236666666666679,36991.17842138016,2262.170281259549,34.42846500000008,39287.7771676397,1544.2578195967076,949.5246308641998,1861.6699174864198,2283.028233259259,3,3,1
rolling_margin_mean14,validation,2025-05-19,56744.20616247193,79.23650000000009,35489.21774525654,1006.0073307519353,550.829460833334,37046.0545368418,2051.14387235893,3998.2362722812095,2283.028233259259,2219.603047203702,3,3,2
rolling_margin_mean14,validation,2025-05-20,59247.86430831961,0.0,36469.39225276285,1526.3849419003525,0.0,37995.777194663206,1364.583032599453,164.95707156378552,2219.603047203702,1955.8735261259276,3,3,0
rolling_margin_mean14,validation,2025-05-21,58504.41112362968,0.0,37041.667186333085,2162.852663599637,0.0,39204.51984993272,1515.6603155294902,2204.143162417073,1955.8735261259276,2121.335371844446,3,3,0
rolling_margin_mean14,validation,2025-05-22,56673.66541840329,0.0,35755.196476037796,920.1390120675952,0.0,36675.33548810539,816.0011776849209,695.0701251714729,2121.335371844446,3070.3636212888914,3,3,0
rolling_margin_mean14,validation,2025-05-23,27746.035590951105,0.0,12168.842231879922,260.50625343087,0.0,12429.348485310793,995.76083411111,18199.38555314403,3070.3636212888914,2867.036842459262,3,1,0
rolling_margin_mean14,validation,2025-05-24,27067.94913078666,0.0,12074.651574617628,296.30869426376347,0.0,12370.960268881392,633.0738689999988,20341.498087728396,2867.036842459262,2865.7851873037016,3,2,0
rolling_margin_mean14,validation,2025-05-25,55964.622638528796,0.0,35619.78496966869,1141.08149169327,0.0,36760.86646136196,1107.3593309918583,3421.0282997407367,2865.7851873037016,2697.5971093037037,3,3,0
rolling_margin_mean14,validation,2025-05-26,60595.34110332891,0.0,37899.77032176771,811.2488385271065,0.0,38711.01916029482,1818.4886300642484,809.7948342222227,2697.5971093037037,2751.401268718518,3,3,0
rolling_margin_mean14,validation,2025-05-27,56226.102024706444,0.0,35282.00514239287,2397.7024766432287,0.0,37679.7076190361,2453.8953239698176,1307.517033333333,2751.401268718518,2568.7147239259284,3,3,0
rolling_margin_mean14,validation,2025-05-28,59532.401103558055,0.0,37347.089383259525,1553.0024112834028,0.0,38900.091794542925,2124.3906168913963,1559.7496473168742,2568.7147239259284,2766.784837533338,3,3,0
rolling_margin_mean14,validation,2025-05-29,61820.582505314116,13.395508000000177,38832.16264198587,1830.0417615762137,90.0713957920012,40752.27579935409,1450.98904457613,2293.1858808189327,2766.784837533338,3156.4140627925904,3,3,1
rolling_margin_mean14,validation,2025-05-30,28012.263574863337,0.0,12779.707100831189,140.46380649614986,0.0,12920.170907327338,627.1016031544448,18086.951076364887,3156.4140627925904,3475.4702293037053,3,3,0
rolling_margin_mean14,validation,2025-05-31,28299.18642614222,0.0,12383.13879465794,466.90798473295536,0.0,12850.046779390896,866.1254030711109,16838.19071732373,3475.4702293037053,3402.628152644446,3,2,0
rolling_margin_mean14,validation,2025-06-01,72163.46548592084,1557.8886244900036,50296.06407943933,5026.881619824719,7354.806823191675,62677.752522455725,985.5111040000021,0.0,3402.628152644446,1200.0,3,3,27
rolling_margin_mean14,validation,2025-06-02,71521.70760692318,1453.8355323466676,48889.707446115244,5344.679914428763,6311.665619834387,60546.052980378394,170.95189499999879,0.0,1200.0,1200.0,3,3,26
rolling_margin_mean14,validation,2025-06-03,71805.15250837228,1190.0787133066653,49176.49166618554,3657.7900255014365,5473.698198200233,58307.97988988721,1006.0816446666655,0.0,1200.0,1200.0,3,3,20
rolling_margin_mean14,validation,2025-06-04,73069.65324688583,1104.4715440211094,49186.789467084534,8389.148780071599,4907.878069328966,62483.8163164851,432.45853444307636,0.0,1200.0,1200.0,3,3,24
rolling_margin_mean14,validation,2025-06-05,74680.49045861588,971.8662960455542,51290.382955116664,2399.708505795692,4068.390820021672,57758.482280934026,347.61634666666555,0.0,1200.0,1200.0,3,3,22
rolling_margin_mean14,validation,2025-06-06,34606.18248688889,1397.6482916533332,18065.13556655513,1185.7449266821313,4177.533962273954,23428.414455511214,31.925237999999922,2632.650379791495,1200.0,1203.0580878,3,3,26
rolling_margin_mean14,validation,2025-06-07,38159.51436219487,658.4084411999982,18670.725219369084,1369.5302538268247,2168.7771227624353,22209.032595958346,66.73702377777738,5114.5917898600765,1203.0580878,1200.0,3,3,18
rolling_margin_mean14,validation,2025-06-08,70265.29124696631,96.12228066666637,47122.9412837429,3017.3007287394516,655.1905301319981,50795.43254261435,1177.1134000544623,0.0,1200.0,1503.1577732629587,3,3,6
rolling_margin_mean14,validation,2025-06-09,76534.64525919667,78.00865733333296,52520.5274455328,3245.9728223500997,546.1115516496642,56312.61181953257,1242.4384296378635,229.8986111522637,1503.1577732629587,1484.6368219148155,3,3,5
rolling_margin_mean14,validation,2025-06-10,77973.15836290535,6.828281333333621,53375.031785457715,1567.4769992705496,47.295346392001996,54989.80413112026,2002.349831005487,130.08093333333295,1484.6368219148155,1543.8342652740744,3,3,2
rolling_margin_mean14,validation,2025-06-11,82414.3786312181,38.8013306666669,56855.12009732393,1999.4026295146314,267.20016428666827,59121.72289112523,1612.5474551989078,0.0,1543.8342652740744,1823.1811476888868,3,3,2
rolling_margin_mean14,validation,2025-06-12,78131.90363325788,0.0,53586.50738897694,1658.8948413204316,0.0,55245.402230297375,1450.3817740137142,0.0,1823.1811476888868,1933.8561215308634,3,3,0
rolling_margin_mean14,validation,2025-06-13,35389.88325842516,0.0,17800.80462026882,768.0740726787027,0.0,18568.878692947525,81.95388805212889,4414.625792438956,1933.8561215308634,1960.769371907409,3,3,0
rolling_margin_mean14,validation,2025-06-14,35253.43313742847,0.0,18352.59872168116,490.7024431747108,0.0,18843.30116485587,5.572994777777694,6582.296713854601,1960.769371907409,2004.516941114812,3,3,0
rolling_margin_mean14,validation,2025-06-15,79457.00206778888,0.0,54309.300756197525,1675.5913786209883,0.0,55984.89213481851,4196.840565120717,0.0,2004.516941114812,2719.1016676666695,3,3,0
