method,window,period,date,issue_slot,issue_hour,e_start,ordinary_plan_sum,price_rho,observed_price_error,terminal_value,forecast_deficit_kwh,forecast_discharge_kwh,solve_seconds,max_reserve_audit
fixed_greedy,dev_april,development,2025-04-20,0,0.0,2102.49358338201,59747.4441886408,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-21,0,0.0,1969.5795107566153,59458.54182191299,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-22,0,0.0,1477.9647709417982,59504.85570919106,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-23,0,0.0,1705.933222255025,59679.406479073485,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-24,0,0.0,1854.0215778994727,58569.88284902176,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-25,0,0.0,1815.1178250148155,26130.68592015638,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-26,0,0.0,1757.9912371132332,26058.808989927093,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-27,0,0.0,1528.5528376656105,55806.05916888889,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-28,0,0.0,1485.078089274073,55359.64191139329,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-29,0,0.0,1504.9808207925923,57695.52719732746,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,dev_april,development,2025-04-30,0,0.0,1708.2381589777765,57021.5283289371,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-08,0,0.0,1781.3549957153423,87212.15475059376,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-09,0,0.0,2091.7393678433887,85600.55768052791,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-10,0,0.0,2138.257540046561,86109.13882866432,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-11,0,0.0,2282.374572296298,86739.14585020929,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-12,0,0.0,2422.400642355555,87550.81384353674,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-13,0,0.0,2566.0141590010576,39993.47707032922,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-14,0,0.0,2734.6829980497337,39995.37272986362,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-15,0,0.0,2707.518913704762,88662.27846445503,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-16,0,0.0,3274.0756011640224,87373.60887891712,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-17,0,0.0,3108.256751350266,86624.1233323539,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-18,0,0.0,2638.249502263491,87422.56425730394,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-19,0,0.0,2937.999764022223,85270.74818475603,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-20,0,0.0,2684.164723368255,36665.50706676896,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_june,validation,2025-06-21,0,0.0,2910.1708693925957,35206.86527686773,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-18,0,0.0,2178.160729337569,72442.89799171193,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-19,0,0.0,2168.930028625398,72283.00706105233,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-20,0,0.0,1852.4128791502637,72871.02814889594,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-21,0,0.0,1630.2109173555552,74223.70503470546,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-22,0,0.0,1854.9618214603195,40303.6915216214,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-23,0,0.0,1486.6533281999998,40956.323553679016,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-24,0,0.0,2018.5248978264526,76078.14630069723,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-25,0,0.0,2100.0782866380923,76204.94830689124,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-26,0,0.0,1707.2043083703695,77810.48083583772,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-27,0,0.0,2289.724857334393,76984.80180751321,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-28,0,0.0,1885.1668969915347,76463.18450198117,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-29,0,0.0,1928.8909241407414,41237.63937088066,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-30,0,0.0,1942.5849956095235,41316.22081616931,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,val_august,validation,2025-08-31,0,0.0,1681.5598685100535,78295.3017955297,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-10,0,0.0,4786.2408636984155,67698.08154233157,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-11,0,0.0,4596.088809841269,69292.72779655732,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-12,0,0.0,4802.587337518519,35096.85593575714,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-13,0,0.0,5081.5353283544955,35163.44751505238,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-14,0,0.0,5445.944860185186,68054.8780643198,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-15,0,0.0,4487.227906111115,67434.65243069135,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-16,0,0.0,3986.774659746033,67472.52043429276,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-17,0,0.0,3583.5142666084644,68723.97640009523,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-18,0,0.0,3671.113625460318,68750.67448494297,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-19,0,0.0,3584.4259127671953,35408.81224665491,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-20,0,0.0,4496.983348915345,34562.68968055261,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-21,0,0.0,4610.873304386246,70831.37160496414,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-22,0,0.0,3822.106488999998,68842.22145939565,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_september,evaluation,2025-09-23,0,0.0,2889.0253054285704,70776.06237700881,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-08,0,0.0,1451.3861965089911,97047.73554554262,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-09,0,0.0,1823.0339727153448,97025.4308092275,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-10,0,0.0,1681.167125725927,97156.0579509171,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-11,0,0.0,1640.7699979100528,97611.24820163549,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-12,0,0.0,1849.5066304476222,50946.63655140623,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-13,0,0.0,1922.1565517195847,51821.586006790116,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-14,0,0.0,2001.8885422253966,98139.69736302528,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-15,0,0.0,1739.627803660316,100030.52489955557,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-16,0,0.0,1911.330116133336,99834.15257543913,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-17,0,0.0,1830.002305755558,99460.17511320516,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-18,0,0.0,1875.848881186245,98902.3976058154,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-19,0,0.0,1865.7872980433888,52224.09750531099,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-20,0,0.0,1694.2762466719578,52488.170953038214,,,0.0,0.0,0.0,0.0,0.0
fixed_greedy,eval_december,evaluation,2025-12-21,0,0.0,1872.7814958687843,98124.13097516519,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-07,0,0.0,1607.6682326867735,34204.04107473368,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-08,0,0.0,1808.2773627661372,32960.675490697235,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-09,0,0.0,1746.895154250794,76853.87114620223,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-10,0,0.0,1557.369274065611,75454.68785399408,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-11,0,0.0,1449.0327087386274,75260.44856876307,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-12,0,0.0,1660.3619091830622,74725.50240643973,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-13,0,0.0,1460.346006057144,74106.711902368,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-14,0,0.0,1411.4148678222232,32440.350287762492,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-15,0,0.0,1920.35807457037,31490.08534513697,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-16,0,0.0,1370.7079328285708,73741.59287931057,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-17,0,0.0,1823.10229712487,72388.69416444951,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-18,0,0.0,1958.8960840984132,70178.56345419987,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-19,0,0.0,1827.9724392825412,69978.66090474308,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_march,development,2025-03-20,0,0.0,2060.98474157037,69027.3255860094,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-17,0,0.0,1618.0719069862432,60737.177014785426,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-18,0,0.0,1997.2523229619082,26897.288588659605,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-19,0,0.0,2146.0427089597865,26817.021450395066,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-20,0,0.0,2102.49358338201,59893.79465677366,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-21,0,0.0,2004.9647056825395,59565.827528573784,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-22,0,0.0,1556.635825121692,59562.373932526745,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-23,0,0.0,1700.3999453449717,59834.21366594121,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-24,0,0.0,1839.7115881841248,58730.270002602,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-25,0,0.0,1811.7563899714291,26134.420847982365,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-26,0,0.0,1757.9912371132332,26058.808989927093,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-27,0,0.0,1528.5528376656105,55806.05916888888,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-28,0,0.0,1485.078089274073,55359.6419113933,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-29,0,0.0,1504.9808207925923,57695.52719732746,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,dev_april,development,2025-04-30,0,0.0,1708.2381589777765,57021.5283289371,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-08,0,0.0,1781.3549957153423,86851.65452567782,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-09,0,0.0,2168.5444668285722,85337.00364660905,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-10,0,0.0,2158.59677504762,85896.75485483598,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-11,0,0.0,2333.217336100531,86497.30005293593,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-12,0,0.0,2446.1562815566153,87227.27237338154,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-13,0,0.0,2602.310028023281,39870.784257312174,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-14,0,0.0,2575.636351815873,40161.01455702763,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-15,0,0.0,2621.9770834973533,88655.19257128982,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-16,0,0.0,3274.0756011640224,87193.37376454085,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-17,0,0.0,3169.124030929103,86364.67990742621,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-18,0,0.0,2703.398861549207,87152.17912865608,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-19,0,0.0,2982.7942848275147,85047.4383293392,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-20,0,0.0,2739.674852192594,36603.82914585303,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_june,validation,2025-06-21,0,0.0,2884.6010395206395,35252.93467776476,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-18,0,0.0,2178.160729337569,72442.89799171191,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-19,0,0.0,2168.930028625399,72283.00706105231,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-20,0,0.0,1852.4128791502637,72871.02814889594,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-21,0,0.0,1630.2109173555552,74223.70503470546,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-22,0,0.0,1854.96182146032,40303.6915216214,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-23,0,0.0,1486.6533281999998,40956.323553679016,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-24,0,0.0,1916.1332087280416,76191.91484413992,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-25,0,0.0,2100.0782866380923,76191.10289141079,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-26,0,0.0,1707.2043083703695,77758.3581165138,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-27,0,0.0,2289.7248573343904,76984.80180751323,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-28,0,0.0,1868.6339772031754,76481.55441285713,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-29,0,0.0,1928.8909241407414,41237.63937088066,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-30,0,0.0,1784.4022373777775,41491.9794364268,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,val_august,validation,2025-08-31,0,0.0,1574.0628858211626,78414.74288740623,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-10,0,0.0,4786.2408636984155,67860.3791468054,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-11,0,0.0,5238.316696867728,68579.1412554168,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-12,0,0.0,5267.832231968257,34678.13553075238,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-13,0,0.0,5091.8495524444415,35154.16471337143,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-14,0,0.0,5503.060397386243,67991.41635631863,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-15,0,0.0,5017.729710634924,66845.20598122045,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-16,0,0.0,4346.819261216931,67072.47087710288,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-17,0,0.0,3962.9858893227524,68302.34126374603,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-18,0,0.0,4272.116691571428,68082.89330037507,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-19,0,0.0,4102.204983957672,34833.50216755438,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-20,0,0.0,4563.487342973546,34488.79635382128,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-21,0,0.0,4627.468890444444,70812.93206489948,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-22,0,0.0,4219.9497584232795,68400.17338225867,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_september,evaluation,2025-09-23,0,0.0,3230.9975513597915,70396.09321486301,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-08,0,0.0,1451.3861965089911,96889.40221220929,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-09,0,0.0,1823.0339727153448,96886.96378117343,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-10,0,0.0,1683.0517489354504,97080.3776104021,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-11,0,0.0,1630.41333437037,97468.24909619163,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-12,0,0.0,1849.5066304476222,50946.63655140623,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-13,0,0.0,1922.1565517195847,51821.58600679012,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-14,0,0.0,2001.8885422253966,97981.36402969193,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-15,0,0.0,1739.627803660316,99872.19156622223,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-16,0,0.0,1911.330116133336,99682.91976615167,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-17,0,0.0,1830.002305755558,99301.84177987183,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-18,0,0.0,1875.848881186245,98744.06427248206,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-19,0,0.0,1865.7872980433888,52224.09750531099,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-20,0,0.0,1694.2762466719578,52488.170953038214,,,0.0,0.0,0.0,0.0,0.0
mean7_greedy,eval_december,evaluation,2025-12-21,0,0.0,1872.7814958687843,98002.88393659024,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-07,0,0.0,1607.6682326867735,34105.28322439623,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-08,0,0.0,1799.9208019068776,32969.960558318635,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-09,0,0.0,1746.895154250794,76873.91025030451,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-10,0,0.0,1570.0341082074087,75399.72275900646,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-11,0,0.0,1486.194519686774,75120.65335889005,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-12,0,0.0,1653.0726919417946,74588.20140163902,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-13,0,0.0,1462.2876026465617,73946.22123949087,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-14,0,0.0,1411.4148678222232,32440.350287762492,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-15,0,0.0,1920.35807457037,31490.085345136977,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-16,0,0.0,1370.7079328285708,73654.39127774484,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-17,0,0.0,1852.2519955904813,72259.63792080658,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-18,0,0.0,1975.5496418772482,70160.05950111228,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-19,0,0.0,1803.7901124941798,70005.53015673015,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_march,development,2025-03-20,0,0.0,2064.729483820105,69023.16476128747,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-17,0,0.0,1618.0719069862432,60737.177014785426,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-18,0,0.0,1993.446970450796,26901.5167581164,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-19,0,0.0,2146.0427089597865,26817.021450395066,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-20,0,0.0,2102.49358338201,59893.794656773665,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-21,0,0.0,2063.3998629513258,59500.89957605291,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-22,0,0.0,1562.0540908603193,59556.35363726161,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-23,0,0.0,1776.271924446559,59749.91146693944,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-24,0,0.0,1927.1374025005305,58633.1302089171,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-25,0,0.0,1810.5011358306879,26135.815574805412,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-26,0,0.0,1757.9912371132332,26058.808989927093,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-27,0,0.0,1528.5528376656105,55806.05916888888,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-28,0,0.0,1485.078089274073,55359.6419113933,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-29,0,0.0,1504.9808207925923,57695.527197327465,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,dev_april,development,2025-04-30,0,0.0,1708.2381589777765,57021.52832893709,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,val_june,validation,2025-06-08,0,0.0,1781.3549957153423,87309.43287990359,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,val_june,validation,2025-06-09,0,0.0,2089.1162261502664,85745.16122700764,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,val_june,validation,2025-06-10,0,0.0,2138.257540046564,86236.02067150382,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,val_june,validation,2025-06-11,0,0.0,2282.374572296297,86870.45867938506,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,val_june,validation,2025-06-12,0,0.0,2420.165174101588,87572.81804833157,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,val_june,validation,2025-06-13,0,0.0,2566.014159001058,39993.47707032922,,,0.0,0.0,0.0,0.0,0.0
netload_shape_greedy,val_june,validation,2025-06-14,0,0.0,2575.636351815873,40145.63127638667,,,0.0,0.0,0.0,0.0,0.0
