method,date,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_day_cost,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
fixed,2025-03-01,1625.3280828021225,1670.9657889947052,34330.01281419517,0.0,14208.47542908417,0.0,14208.47542908417,113.1979307877723,7402.656184820693,16391.151735158135,13235.758969904762,14183.24690510091,0,MILP,0.14120169999659993,3.410605131648481e-12,0
fixed,2025-03-02,1670.9657889947052,1378.6695038296302,75138.22875220342,2462.4745770304735,49085.76238067298,15192.39326060724,64278.155641280224,1509.15202857143,0.0,21033.215213917698,17299.970979921905,64491.84285962407,9,LP,0.006770999985747039,9.094947017729282e-13,0
fixed,2025-03-03,1378.6695038296302,1390.6224389407405,76209.81527506879,1664.5742314790411,49453.760095461614,10160.640096268044,59614.400191729655,1453.25674425632,0.0,23122.25519662199,18718.269067663816,59605.6666003967,9,LP,0.005704600014723837,7.602807272633072e-13,0
fixed,2025-03-04,1390.6224389407405,1444.8234474804217,78006.45152734678,0.0,51047.554312837165,0.0,51047.554312837165,4036.482170279834,600.6831000000002,21689.723242357435,17519.894918623813,51008.49896311877,0,LP,0.005711100006010383,7.580602812140569e-13,0
fixed,2025-03-05,1444.8234474804217,1558.67724358307,79010.81560277635,0.0,50738.153815975325,0.0,50738.153815975325,8236.369828164607,756.9464333333331,19918.73109536508,16031.703770753335,50656.742587913504,0,LP,0.006503600016003475,8.419931418757187e-13,0
fixed,2025-03-06,1558.67724358307,1607.6682326867735,78875.91974513786,0.0,51257.40271501318,0.0,51257.40271501318,7745.506963215756,1476.7504499999995,19310.085833660196,15597.07763507143,51222.488245569904,0,LP,0.005480099993292242,7.958078640513122e-13,0
fixed,2025-03-07,1607.6682326867735,1799.9208019068776,34105.28322439623,0.0,14008.337912463983,0.0,14008.337912463983,531.8709466337457,9508.771124961786,15628.04372194356,12485.688102476191,13903.05055261488,0,MILP,0.13943159999325871,1.6484591469634324e-12,0
fixed,2025-03-08,1799.9208019068776,1746.895154250794,32969.960558318635,0.0,13541.247898128067,0.0,13541.247898128067,563.4289694779532,10443.300079954146,15514.816184791298,12614.724192571426,13569.75113906397,0,MILP,0.11201729997992516,1.8189894035458565e-12,0
fixed,2025-03-09,1746.895154250794,1497.0878818254,76750.47358346674,0.0,48657.964996066505,0.0,48657.964996066505,7712.446859951786,2236.0208166666666,19438.460010690185,15969.979153841905,48834.18607186491,0,LP,0.006100900005549192,9.094947017729282e-13,0
fixed,2025-03-10,1497.0878818254,1447.0377217671992,75521.66717870542,0.0,49316.9414253954,0.0,49316.9414253954,3105.2445878812405,360.69671666666625,21361.576674788947,17347.92225063143,49353.08796380294,0,LP,0.005484499997692183,6.821210263296962e-13,0
fixed,2025-03-11,1447.0377217671992,1662.895132055023,75262.66522095354,0.0,48203.483376119584,0.0,48203.483376119584,5802.47982500058,1440.661016666667,20454.389000143445,16373.783420857146,48050.12666951531,0,LP,0.00748209998710081,7.736034035588091e-13,0
fixed,2025-03-12,1662.895132055023,1466.3308394402127,74693.54267349676,0.0,47034.04083337411,0.0,47034.04083337411,6507.771753599041,2172.9285666666665,19759.029122373908,16181.721452476191,47172.058697138964,0,LP,0.005995399988023564,9.094947017729282e-13,0
fixed,2025-03-13,1466.3308394402127,1411.4148678222232,73995.93129645854,73.52254619047426,47548.45323696022,465.8430567662733,48014.29629372649,2437.0919926325582,0.0,21769.306356873603,17682.562523523808,48053.8178769557,2,LP,0.006377500016242266,1.0231815394945443e-12,0
fixed,2025-03-14,1411.4148678222232,1920.35807457037,32440.35028776249,0.0,13068.888752193583,0.0,13068.888752193583,386.3359957801317,12578.228842984125,15727.950418902996,12281.590953238094,12798.004684670395,0,MILP,0.13568780000787228,1.5347723092418164e-12,0
fixed,2025-03-15,1920.35807457037,1370.7079328285708,31490.085345136977,0.0,13187.485332857172,0.0,13187.485332857172,542.0217663809522,7684.6754266843045,14915.516471786006,12576.253469714286,13486.657156756524,0,MILP,0.10973349999403581,3.069544618483633e-12,0
fixed,2025-03-16,1370.7079328285708,1822.317553566139,73654.39127774484,0.0,46140.495111215314,0.0,46140.495111215314,5546.367084458555,488.8266500000001,20324.747112048204,16056.59650209524,45821.47553482218,0,LP,0.00588789998437278,9.094947017729282e-13,0
fixed,2025-03-17,1822.317553566139,1941.2955254317476,72292.89841194473,0.0,44291.79878210785,0.0,44291.79878210785,8171.39584364609,2635.277233333333,18531.65119448912,14903.557292857142,44210.39903595997,0,LP,0.005697799992049113,9.094947017729282e-13,0
fixed,2025-03-18,1941.2955254317476,1796.3681319396808,70198.11963049616,0.0,43415.931037321745,0.0,43415.931037321745,3916.050307040562,1253.98175,21224.020320693704,17321.89111390476,43517.15050284751,0,LP,0.005279900011373684,9.094947017729282e-13,0
fixed,2025-03-19,1796.3681319396808,1986.1235553100555,70013.77680179071,0.0,43151.856206012206,0.0,43151.856206012206,4492.030850397409,1902.2185999999997,20964.615896631396,16810.558995238094,43020.041770988,0,LP,0.006252799998037517,1.0231815394945443e-12,0
fixed,2025-03-20,1986.1235553100555,1550.5062194888894,69110.50468185419,50.64200556857077,43375.3701444172,334.94622483052706,43710.316369247725,2437.336416600817,1014.3316833333329,20487.22301611052,16986.706245288573,44015.58583549697,1,LP,0.005245599983027205,9.601208716958354e-13,0
fixed,2025-03-21,1550.5062194888894,1569.8333724000017,31062.576495811874,0.0,12428.905259736162,0.0,12428.905259736162,630.195938,15522.189187992943,15049.117976485595,12172.391123333331,12418.985381074064,0,MILP,0.11588490000576712,1.8189894035458565e-12,0
fixed,2025-03-22,1569.8333724000017,1989.4346450793637,30837.701445714283,0.0,12357.669091940248,0.0,12357.669091940248,306.45470030452765,11449.223259597886,14858.855826669012,11658.032074190476,12135.847141389098,0,MILP,0.09265030000824481,1.4779288903810084e-12,0
fixed,2025-03-23,1989.4346450793637,1650.1829116253953,67031.98451039859,0.0,41196.75218648715,0.0,41196.75218648715,2633.530017436803,2081.0012887254516,20279.261303569663,16731.528216,41430.99215040011,0,LP,0.00621379999211058,9.094947017729282e-13,0
fixed,2025-03-24,1650.1829116253953,1885.0538714412746,66817.82026883363,0.0,41035.15224380755,0.0,41035.15224380755,2235.3226370041198,2411.582963175781,20847.54590255849,16675.12831723809,40872.91806420172,0,LP,0.004792199993971735,1.0231815394945443e-12,0
fixed,2025-03-25,1885.0538714412746,1469.2857012253971,66391.82330939682,0.0,40811.65549436721,0.0,40811.65549436721,1047.273581590833,850.5160048618377,20621.5808393251,17077.67183304762,41100.26019015724,0,LP,0.006161800003610551,8.668621376273222e-13,0
fixed,2025-03-26,1469.2857012253971,1774.2231177439148,67586.11293303469,0.0,40914.2734496886,0.0,40914.2734496886,4862.196942828926,3089.5519088759606,19828.239683139327,15786.43046847619,40706.62631591031,0,LP,0.0069617999834008515,8.384404281969182e-13,0
fixed,2025-03-27,1774.2231177439148,1597.7826106190496,66482.48514890064,0.0,40436.4669567092,0.0,40436.4669567092,2605.926946974719,1480.5011698248093,20199.28467638683,16520.217044285713,40558.171097235936,0,LP,0.009300200006691739,8.810729923425242e-13,0
fixed,2025-03-28,1597.7826106190496,1799.2029681269807,29650.048268225746,0.0,11888.688456600692,0.0,11888.688456600692,408.34884371428655,15418.633803369783,14841.61333009406,11840.428475619048,11784.495468089968,0,MILP,0.032422499993117526,7.958078640513122e-13,0
fixed,2025-03-29,1799.2029681269807,1740.2499237111176,29274.008878925342,0.0,11792.111067254913,0.0,11792.111067254913,43.437699047618935,18891.901730464433,14129.042137127573,11497.581871047618,11821.987180567026,0,MILP,0.08484970001154579,2.6716406864579767e-12,0
fixed,2025-03-30,1740.2499237111176,1775.9735799597856,62954.99777091473,0.0,37799.48224111799,0.0,37799.48224111799,1414.3301878142317,2281.559544516159,20428.089726108155,16514.60138752381,37775.30359980477,0,LP,0.00509819999570027,8.952838470577262e-13,0
fixed,2025-03-31,1775.9735799597856,1643.7407740444448,62047.91122869724,71.53366256760819,37837.27684379407,478.52443574601506,38315.80127954009,670.0068626337454,946.1190166666672,19320.731862920635,15768.802334289534,38406.332321326925,1,LP,0.005647000012686476,8.526512829121202e-13,0
fixed,2025-04-01,1643.7407740444448,1551.8288080444445,62763.392850317454,1005.9577415409585,38894.24345506571,6600.075961024257,45494.319416089966,34.18180399999994,0.0,18994.93705574603,15468.619784554283,45558.271589697826,3,LP,0.0056717999977990985,8.810729923425242e-13,0
fixed,2025-04-02,1551.8288080444445,1645.0291104888868,63561.43246626454,1281.9359163971471,38722.25387227586,6847.589353002254,45569.84322527812,247.9331302657242,0.0,21453.787264189297,17293.68741179333,45505.06080180258,9,LP,0.00510120001854375,8.242295734817162e-13,0
fixed,2025-04-03,1645.0291104888868,1610.4880169470912,64813.439624604354,0.0,39576.09913053233,0.0,39576.09913053233,2817.542370787773,2141.030166666667,21170.65160353087,17179.31478304762,39599.86400735823,0,LP,0.005423499998869374,9.85878045867139e-13,0
fixed,2025-04-04,1610.4880169470912,1816.2198472994714,28691.385205389768,0.0,11304.75651573419,0.0,11304.75651573419,540.7861719999994,18844.839473566142,14156.835065823627,11281.877755999998,11201.159738230674,0,MILP,0.09972639998886734,1.8189894035458565e-12,0
fixed,2025-04-05,1816.2198472994714,1543.296263577776,28299.807867057025,0.0,11381.97304898311,0.0,11381.97304898311,380.7227442857137,13550.223650431511,13528.303759768367,11203.557270761903,11523.340812838596,0,MILP,0.11481969998567365,1.8758328224066645e-12,0
fixed,2025-04-06,1543.296263577776,1596.474250273019,64370.04692005602,0.0,38789.836616847424,0.0,38789.836616847424,2796.502696587888,3178.8795434967656,20719.62223831041,16735.03382500571,38753.66930424498,0,LP,0.005411599995568395,9.094947017729282e-13,0
fixed,2025-04-07,1596.474250273019,1740.5289415396837,63718.392425201644,0.0,37968.03464186534,0.0,37968.03464186534,3997.170714706657,2562.9335666666666,19925.89283344737,16010.323972952381,37870.575250796515,0,LP,0.005158400017535314,9.094947017729282e-13,0
fixed,2025-04-08,1740.5289415396837,1281.88072045291,63213.5260131405,206.03938428570848,37526.25696197908,1189.403840063772,38715.66080204285,3208.246419920047,2294.506414203409,20928.433397969427,17364.814451333335,39026.03923280266,5,LP,0.0051497000094968826,1.0231815394945443e-12,0
fixed,2025-04-09,1281.88072045291,1332.9441680000002,62688.66952788242,935.971672833335,37513.82407772967,6132.138752393831,43645.9628301235,568.3090618553839,0.0,20400.336944217514,16478.315822023807,43610.7472426692,4,LP,0.005587699997704476,8.668621376273222e-13,0
fixed,2025-04-10,1332.9441680000002,1620.0729948296346,63783.03053112992,0.0,38026.508655241974,0.0,38026.508655241974,3440.291664460904,1561.0237150205762,21382.42793421987,17061.35068257143,37830.622370813646,0,LP,0.005049100000178441,9.094947017729282e-13,0
fixed,2025-04-11,1620.0729948296346,1615.62997875873,27892.466563359194,0.0,11214.040186373475,0.0,11214.040186373475,292.0771693909476,19687.85028129688,13683.619265623747,11087.730319619048,11216.245391316832,0,MILP,0.09465150002506562,2.021099337273174e-12,0
fixed,2025-04-12,1615.62997875873,1855.9845699523812,28204.438014975894,0.0,10835.33891464789,0.0,10835.33891464789,315.7360923057051,16152.82498188712,13128.406624783069,10417.690234,10713.363616487315,0,MILP,0.12890539999352768,1.5916157281026244e-12,0
fixed,2025-04-13,1855.9845699523812,1695.880944231749,62519.82007409406,0.0,37778.15245430714,0.0,37778.15245430714,2693.522338143442,1847.4644380658424,20245.09514578954,16542.620331238093,37887.12368501661,0,LP,0.005528400011826307,9.094947017729282e-13,0
fixed,2025-04-14,1695.880944231749,1587.6026374052924,62412.02949360375,0.0,36879.93559867118,0.0,36879.93559867118,3356.9170002904125,2834.3492333333334,19948.325979599053,16255.594519619046,36952.691853464385,0,LP,0.005913300003157929,8.810729923425242e-13,0
fixed,2025-04-15,1587.6026374052924,1699.3235146116424,62254.674728790116,0.0,36740.18488886996,0.0,36740.18488886996,4874.464774101116,3541.8042714685434,18939.095054744266,15240.11820485714,36665.926326033994,0,LP,0.005716999992728233,8.668621376273222e-13,0
fixed,2025-04-16,1699.3235146116424,1618.0719069862432,60973.87676806348,0.0,36737.61568210315,0.0,36737.61568210315,812.1438177683756,694.1794016978181,19795.200239263955,16107.238640666666,36793.36393356258,0,LP,0.006777599977795035,9.094947017729282e-13,0
fixed,2025-04-17,1618.0719069862432,1945.3748361206358,60586.326353179305,0.0,36046.37008216521,0.0,36046.37008216521,1816.2643498542097,1838.5459606502077,19834.742402389176,15771.568709714284,35826.09827932272,0,LP,0.0055053000105544925,9.094947017729282e-13,0
fixed,2025-04-18,1945.3748361206358,2146.0427089597865,26954.930240705464,0.0,10742.513159618442,0.0,10742.513159618442,425.43538914285807,17502.61197581893,13116.655825553202,10443.890133142859,10641.481275253647,0,MILP,0.09104699999443255,1.8189894035458565e-12,0
fixed,2025-04-19,2146.0427089597865,2102.49358338201,26817.021450395066,0.0,10663.355379304434,0.0,10663.355379304434,460.78709580952443,17185.327325582595,12765.378905383895,10379.15112638095,10685.224824750674,0,MILP,0.11203970000497065,5.002220859751105e-12,0
fixed,2025-04-20,2102.49358338201,1969.5795107566153,59747.4441886408,0.0,35529.08940691601,0.0,35529.08940691601,1745.2272619870696,2416.319024331574,19725.135180798352,16096.982161809523,35618.26079367003,0,LP,0.006601799977943301,9.094947017729282e-13,0
fixed,2025-04-21,1969.5795107566153,1477.9647709417982,59458.541821912986,0.0,35032.65098685312,0.0,35032.65098685312,3323.12891760024,4615.290849020582,18135.078619958833,15131.866947999999,35357.39048308913,0,LP,0.005408800003351644,9.094947017729282e-13,0
fixed,2025-04-22,1477.9647709417982,1705.933222255025,59504.85570919106,0.0,35669.2333402151,0.0,35669.2333402151,1367.2054475097,2114.6451166666666,19288.96959034803,15418.893762,35515.15801278941,0,LP,0.005510499991942197,7.602807272633072e-13,0
fixed,2025-04-23,1705.933222255025,1854.0215778994727,59679.406479073485,0.0,36165.28066013353,0.0,36165.28066013353,2269.3696329582617,2345.5203256754867,18585.89622996355,14921.296426190474,36065.59924107169,0,LP,0.004840300010982901,1.0231815394945443e-12,0
fixed,2025-04-24,1854.0215778994727,1815.1178250148155,58569.88284902175,0.0,35028.95903495897,0.0,35028.95903495897,2881.8494467113474,5185.066208582019,18146.704585918866,14733.844092190477,35054.735348618684,0,LP,0.00523450001492165,9.094947017729282e-13,0
fixed,2025-04-25,1815.1178250148155,1757.9912371132332,26130.68592015638,0.0,9921.243356010873,0.0,9921.243356010873,275.16554114285805,21542.94785706643,12440.151584518519,10127.936712571427,9949.042439032011,0,MILP,0.11282340000616387,2.021099337273174e-12,0
fixed,2025-04-26,1757.9912371132332,1528.5528376656105,26058.808989927096,0.0,10141.486427671343,0.0,10141.486427671343,55.844195619047696,23790.702848652552,12360.857220131682,10218.788907809521,10252.54020556498,0,MILP,0.11012830000254326,7.16227077646181e-11,0
fixed,2025-04-27,1528.5528376656105,1485.078089274073,55806.05916888888,421.9215317190496,32769.71795103319,2768.016208842825,35537.73415987602,1395.4226033274592,2472.5914878600825,20134.85631389182,16348.360887804758,35566.44507391581,1,LP,0.00493669998832047,9.094947017729282e-13,0
fixed,2025-04-28,1485.078089274073,1504.9808207925923,55359.6419113933,4712.870446783804,33268.75329225127,29875.89665359737,63144.64994584864,526.7388490487943,0.0,15294.177547868314,12370.371355406669,63130.928069799236,9,LP,0.005768400005763397,8.810729923425242e-13,0
fixed,2025-04-29,1504.9808207925923,1708.2381589777765,57695.52719732746,91.64631719332829,33786.26278987742,606.5153271854466,34392.77811706287,2280.3068751122846,4399.810942798355,18373.212503035862,14699.370523092384,34259.16804912937,1,LP,0.004761500022141263,9.094947017729282e-13,0
fixed,2025-04-30,1708.2381589777765,1574.2241074687856,57021.52832893709,0.0,33466.00117081689,0.0,33466.00117081689,2684.427912333919,2737.51952542975,18228.100548411523,14885.374090571428,33553.98114435619,0,LP,0.004933600022923201,8.86402062860725e-13,0
fixed,2025-05-01,1574.2241074687856,1200.0,56466.77901242209,2296.0864959771434,34600.585990124215,12080.900829319644,46681.48681944386,1453.3830692533752,2916.328996502062,19571.454417714274,16189.679775070475,46933.18761522669,22,LP,0.005458500003442168,9.094947017729282e-13,0
fixed,2025-05-02,1200.0,1200.0,26650.637627069962,2246.1364418742814,10901.517444182731,10676.601456500379,21578.118900683112,39.82127885714283,12037.707503252204,13310.132650008229,10781.207446506667,21578.118900683112,20,MILP,0.09180149997700937,2.13478617499479e-12,0
fixed,2025-05-03,1200.0,1200.0,27419.294397942384,1238.8055162571409,11105.375795533899,5666.730885738846,16772.106681272744,190.08558446796022,17124.500607352144,13033.379328312756,10557.037255933334,16772.106681272744,15,MILP,0.11649749998468906,4.263256414560601e-12,0
fixed,2025-05-04,1200.0,1224.5352930000001,61165.68379303939,1095.2423090714256,37383.50125931556,5601.630183249501,42985.131442565056,3772.80807146855,3451.3951944714895,17263.01967967078,13960.964176833335,42968.6556099516,17,LP,0.005942899995716289,9.094947017729282e-13,0
fixed,2025-05-05,1224.5352930000001,1215.0398574,61494.71882812228,670.5239423638104,37457.27295787769,3980.6469748355426,41437.91993271324,2914.439384868897,311.48479041975645,20378.19835388125,16514.886558683807,41444.41875126941,11,LP,0.005223999993177131,9.094947017729282e-13,0
fixed,2025-05-06,1215.0398574,1265.0666914444448,61913.60296824574,420.42381348952426,38114.423773009315,1275.0743464756663,39389.49811948498,2871.839398966493,2722.2129482857144,20130.88377461258,16260.99170679619,39355.58430335083,12,LP,0.005767999973613769,9.094947017729282e-13,0
fixed,2025-05-07,1265.0666914444448,1318.49491042963,63061.2686479459,442.9467423866685,38730.24554346548,2976.7534846389826,41706.99902810446,1990.376635438554,2653.7992231064054,19705.83255105762,15913.638969270005,41670.51523484405,3,LP,0.005999800021527335,9.094947017729282e-13,0
fixed,2025-05-08,1318.49491042963,1647.5293259216921,64546.994145309814,35.999250000000075,40093.68820306228,254.40669975000054,40348.094902812285,2910.4132803033485,1873.2380666666659,19351.045654720758,15378.216006380953,40122.54407310408,1,LP,0.005242200015345588,9.094947017729282e-13,0
fixed,2025-05-09,1647.5293259216921,2513.5718895312193,29400.791126786597,0.0,12722.985928719427,0.0,12722.985928719427,374.24419331804853,17188.069883666078,13471.857329231041,10132.76612942857,12281.248469788536,0,MILP,0.03127690000110306,1.0231815394945443e-12,0
fixed,2025-05-10,2513.5718895312193,2058.9472248761926,28481.255865243973,0.0,12518.918242758431,0.0,12518.918242758431,391.9426395038212,14141.991926667839,11765.464283834215,9939.188268095237,12754.312380921434,0,MILP,0.143761799990898,1.4779288903810084e-12,0
fixed,2025-05-11,2058.9472248761926,1815.5159320899497,64946.12284295003,41.18071666666674,40056.50257051447,272.24827716666715,40328.75084768114,3363.666718988833,2887.190427456799,18270.81838602821,15018.451056190475,40495.42916671923,2,LP,0.005808299989439547,9.094947017729282e-13,0
fixed,2025-05-12,1815.5159320899497,2382.6122593058217,66385.31275247148,0.0,40917.571784566004,0.0,40917.571784566004,7071.465160972366,3692.3435666666664,16736.432089499114,13046.123297999999,40533.86909304368,0,LP,0.005081399984192103,9.094947017729282e-13,0
fixed,2025-05-13,2382.6122593058217,2298.05103238307,64444.67871277131,0.0,39607.089111484514,0.0,39607.089111484514,4677.063118705475,3277.286066666667,18090.641394542024,14729.524633809522,39664.65850047506,0,LP,0.00546409998787567,1.0231815394945443e-12,0
fixed,2025-05-14,2298.05103238307,2253.3200023079357,64888.421814885354,0.0,39607.2769660751,0.0,39607.2769660751,5137.66986830923,3420.5856735249827,17664.60745676543,14348.58996704762,39637.371835368285,0,LP,0.005125900002894923,8.242295734817162e-13,0
fixed,2025-05-15,2253.3200023079357,2842.3397310338614,64832.838366363314,0.0,40099.375122775,0.0,40099.375122775,4948.901409602591,3093.948645854206,18393.74879852557,14368.81877095238,39700.31462470052,0,LP,0.005629099992802367,9.094947017729282e-13,0
fixed,2025-05-16,2842.3397310338614,2408.7452766275146,28000.620548480896,0.0,12271.797545375808,0.0,12271.797545375808,826.9788186666678,22792.89568541329,10818.286947543796,9153.047436476189,12484.626028338493,0,MILP,0.12032060002093203,2.2737367544323206e-12,0
