selector,target_date,history_start,history_end,candidate,score,chosen
rolling_cost_selector,2025-03-15,2025-02-15,2025-03-14,blend75,41582.57790575125,0
rolling_cost_selector,2025-03-15,2025-02-15,2025-03-14,mean14,41539.04530896458,1
rolling_cost_selector,2025-03-15,2025-02-15,2025-03-14,mean7,41595.691661250086,0
rolling_cost_selector,2025-03-16,2025-02-16,2025-03-15,fixed,41519.93093281292,0
rolling_cost_selector,2025-03-16,2025-02-16,2025-03-15,blend25,41508.30291554023,0
rolling_cost_selector,2025-03-16,2025-02-16,2025-03-15,blend50,41496.34399213718,0
rolling_cost_selector,2025-03-16,2025-02-16,2025-03-15,blend75,41483.55397188816,0
rolling_cost_selector,2025-03-16,2025-02-16,2025-03-15,mean14,41439.758643264024,1
rolling_cost_selector,2025-03-16,2025-02-16,2025-03-15,mean7,41495.52068933324,0
rolling_cost_selector,2025-03-17,2025-02-17,2025-03-16,fixed,41147.769104112194,0
rolling_cost_selector,2025-03-17,2025-02-17,2025-03-16,blend25,41137.22693618043,0
rolling_cost_selector,2025-03-17,2025-02-17,2025-03-16,blend50,41127.187109459956,0
rolling_cost_selector,2025-03-17,2025-02-17,2025-03-16,blend75,41117.510354032434,0
rolling_cost_selector,2025-03-17,2025-02-17,2025-03-16,mean14,41073.74992618421,1
rolling_cost_selector,2025-03-17,2025-02-17,2025-03-16,mean7,41127.3304123127,0
rolling_cost_selector,2025-03-18,2025-02-18,2025-03-17,fixed,40737.9349894412,0
rolling_cost_selector,2025-03-18,2025-02-18,2025-03-17,blend25,40724.23558897981,0
rolling_cost_selector,2025-03-18,2025-02-18,2025-03-17,blend50,40713.50548350239,0
rolling_cost_selector,2025-03-18,2025-02-18,2025-03-17,blend75,40704.58696409196,0
rolling_cost_selector,2025-03-18,2025-02-18,2025-03-17,mean14,40660.468943713764,1
rolling_cost_selector,2025-03-18,2025-02-18,2025-03-17,mean7,40711.7155160457,0
rolling_cost_selector,2025-03-19,2025-02-19,2025-03-18,fixed,40354.41483997063,0
rolling_cost_selector,2025-03-19,2025-02-19,2025-03-18,blend25,40343.05401996266,0
rolling_cost_selector,2025-03-19,2025-02-19,2025-03-18,blend50,40332.31308619063,0
rolling_cost_selector,2025-03-19,2025-02-19,2025-03-18,blend75,40325.9504433694,0
rolling_cost_selector,2025-03-19,2025-02-19,2025-03-18,mean14,40281.41712750205,1
rolling_cost_selector,2025-03-19,2025-02-19,2025-03-18,mean7,40331.11435461422,0
rolling_cost_selector,2025-03-20,2025-02-20,2025-03-19,fixed,39947.53029073759,0
rolling_cost_selector,2025-03-20,2025-02-20,2025-03-19,blend25,39929.42474332937,0
rolling_cost_selector,2025-03-20,2025-02-20,2025-03-19,blend50,39920.03988215321,0
rolling_cost_selector,2025-03-20,2025-02-20,2025-03-19,blend75,39915.55343873524,0
rolling_cost_selector,2025-03-20,2025-02-20,2025-03-19,mean14,39866.518105035255,1
rolling_cost_selector,2025-03-20,2025-02-20,2025-03-19,mean7,39907.51766454627,0
rolling_cost_selector,2025-04-17,2025-03-20,2025-04-16,fixed,31919.12749652824,0
rolling_cost_selector,2025-04-17,2025-03-20,2025-04-16,blend25,31912.90910507568,1
rolling_cost_selector,2025-04-17,2025-03-20,2025-04-16,blend50,31914.704929789434,0
rolling_cost_selector,2025-04-17,2025-03-20,2025-04-16,blend75,31932.76897346386,0
rolling_cost_selector,2025-04-17,2025-03-20,2025-04-16,mean14,31915.895677687768,0
rolling_cost_selector,2025-04-17,2025-03-20,2025-04-16,mean7,31954.59633586373,0
rolling_cost_selector,2025-04-18,2025-03-21,2025-04-17,fixed,31626.645798093443,0
rolling_cost_selector,2025-04-18,2025-03-21,2025-04-17,blend25,31620.662252479622,1
rolling_cost_selector,2025-04-18,2025-03-21,2025-04-17,blend50,31622.974770134322,0
rolling_cost_selector,2025-04-18,2025-03-21,2025-04-17,blend75,31645.326177341813,0
rolling_cost_selector,2025-04-18,2025-03-21,2025-04-17,mean14,31629.088753939697,0
rolling_cost_selector,2025-04-18,2025-03-21,2025-04-17,mean7,31665.689807947518,0
rolling_cost_selector,2025-04-19,2025-03-22,2025-04-18,fixed,31563.16350859986,0
rolling_cost_selector,2025-04-19,2025-03-22,2025-04-18,blend25,31557.26778541187,1
rolling_cost_selector,2025-04-19,2025-03-22,2025-04-18,blend50,31559.665649009366,0
rolling_cost_selector,2025-04-19,2025-03-22,2025-04-18,blend75,31579.964385854775,0
rolling_cost_selector,2025-04-19,2025-03-22,2025-04-18,mean14,31565.228198424924,0
rolling_cost_selector,2025-04-19,2025-03-22,2025-04-18,mean7,31600.189099089108,0
rolling_cost_selector,2025-04-20,2025-03-23,2025-04-19,fixed,31511.355568719915,0
rolling_cost_selector,2025-04-20,2025-03-23,2025-04-19,blend25,31500.329671814696,1
rolling_cost_selector,2025-04-20,2025-03-23,2025-04-19,blend50,31502.6791509817,0
rolling_cost_selector,2025-04-20,2025-03-23,2025-04-19,blend75,31522.977887827114,0
rolling_cost_selector,2025-04-20,2025-03-23,2025-04-19,mean14,31508.24170039727,0
rolling_cost_selector,2025-04-20,2025-03-23,2025-04-19,mean7,31544.985702612907,0
rolling_cost_selector,2025-04-21,2025-03-24,2025-04-20,fixed,31303.75802026527,0
rolling_cost_selector,2025-04-21,2025-03-24,2025-04-20,blend25,31292.45595142686,1
rolling_cost_selector,2025-04-21,2025-03-24,2025-04-20,blend50,31298.541502469798,0
rolling_cost_selector,2025-04-21,2025-03-24,2025-04-20,blend75,31319.435842400042,0
rolling_cost_selector,2025-04-21,2025-03-24,2025-04-20,mean14,31308.195092033773,0
rolling_cost_selector,2025-04-21,2025-03-24,2025-04-20,mean7,31342.082955318558,0
rolling_cost_selector,2025-04-22,2025-03-25,2025-04-21,fixed,31106.774892368394,0
rolling_cost_selector,2025-04-22,2025-03-25,2025-04-21,blend25,31093.429973443162,1
rolling_cost_selector,2025-04-22,2025-03-25,2025-04-21,blend50,31100.24167488251,0
rolling_cost_selector,2025-04-22,2025-03-25,2025-04-21,blend75,31120.687441305603,0
rolling_cost_selector,2025-04-22,2025-03-25,2025-04-21,mean14,31107.48482484136,0
rolling_cost_selector,2025-04-22,2025-03-25,2025-04-21,mean7,31140.094189369865,0
rolling_cost_selector,2025-04-23,2025-03-26,2025-04-22,fixed,30907.306957462402,0
rolling_cost_selector,2025-04-23,2025-03-26,2025-04-22,blend25,30893.56600167594,1
rolling_cost_selector,2025-04-23,2025-03-26,2025-04-22,blend50,30900.527767678268,0
rolling_cost_selector,2025-04-23,2025-03-26,2025-04-22,blend75,30923.267832199348,0
rolling_cost_selector,2025-04-23,2025-03-26,2025-04-22,mean14,30908.27040953445,0
rolling_cost_selector,2025-04-23,2025-03-26,2025-04-22,mean7,30942.071612025076,0
rolling_cost_selector,2025-04-24,2025-03-27,2025-04-23,fixed,30741.55599050388,0
rolling_cost_selector,2025-04-24,2025-03-27,2025-04-23,blend25,30731.6734378952,1
rolling_cost_selector,2025-04-24,2025-03-27,2025-04-23,blend50,30739.050250396325,0
rolling_cost_selector,2025-04-24,2025-03-27,2025-04-23,blend75,30761.890417366518,0
rolling_cost_selector,2025-04-24,2025-03-27,2025-04-23,mean14,30745.931042103475,0
rolling_cost_selector,2025-04-24,2025-03-27,2025-04-23,mean7,30769.839073750678,0
rolling_cost_selector,2025-04-25,2025-03-28,2025-04-24,fixed,30545.004713767554,0
rolling_cost_selector,2025-04-25,2025-03-28,2025-04-24,blend25,30538.01224312008,1
rolling_cost_selector,2025-04-25,2025-03-28,2025-04-24,blend50,30544.762336210373,0
rolling_cost_selector,2025-04-25,2025-03-28,2025-04-24,blend75,30563.809090569142,0
rolling_cost_selector,2025-04-25,2025-03-28,2025-04-24,mean14,30548.44308673776,0
rolling_cost_selector,2025-04-25,2025-03-28,2025-04-24,mean7,30576.072401331698,0
rolling_cost_selector,2025-04-26,2025-03-29,2025-04-25,fixed,30479.452819872622,0
rolling_cost_selector,2025-04-26,2025-03-29,2025-04-25,blend25,30472.42034870481,1
rolling_cost_selector,2025-04-26,2025-03-29,2025-04-25,blend50,30479.31428386388,0
rolling_cost_selector,2025-04-26,2025-03-29,2025-04-25,blend75,30498.361038222647,0
rolling_cost_selector,2025-04-26,2025-03-29,2025-04-25,mean14,30482.995034391264,0
rolling_cost_selector,2025-04-26,2025-03-29,2025-04-25,mean7,30511.557887868803,0
rolling_cost_selector,2025-04-27,2025-03-30,2025-04-26,fixed,30423.401142193976,0
rolling_cost_selector,2025-04-27,2025-03-30,2025-04-26,blend25,30413.58992616881,1
rolling_cost_selector,2025-04-27,2025-03-30,2025-04-26,blend50,30420.31955292225,0
rolling_cost_selector,2025-04-27,2025-03-30,2025-04-26,blend75,30439.250533142178,0
rolling_cost_selector,2025-04-27,2025-03-30,2025-04-26,mean14,30422.875769643946,0
rolling_cost_selector,2025-04-27,2025-03-30,2025-04-26,mean7,30452.796034026804,0
rolling_cost_selector,2025-04-28,2025-03-31,2025-04-27,fixed,30344.51333769794,0
rolling_cost_selector,2025-04-28,2025-03-31,2025-04-27,blend25,30336.320346467983,1
rolling_cost_selector,2025-04-28,2025-03-31,2025-04-27,blend50,30341.76067630923,0
rolling_cost_selector,2025-04-28,2025-03-31,2025-04-27,blend75,30358.836433195607,0
rolling_cost_selector,2025-04-28,2025-03-31,2025-04-27,mean14,30345.297319440488,0
rolling_cost_selector,2025-04-28,2025-03-31,2025-04-27,mean7,30375.215028611678,0
rolling_cost_selector,2025-04-29,2025-04-01,2025-04-28,fixed,31227.53461442909,0
rolling_cost_selector,2025-04-29,2025-04-01,2025-04-28,blend25,31157.38722964125,1
rolling_cost_selector,2025-04-29,2025-04-01,2025-04-28,blend50,31157.44345525582,0
rolling_cost_selector,2025-04-29,2025-04-01,2025-04-28,blend75,31173.35157192135,0
rolling_cost_selector,2025-04-29,2025-04-01,2025-04-28,mean14,31161.759297119843,0
rolling_cost_selector,2025-04-29,2025-04-01,2025-04-28,mean7,31191.849728958743,0
rolling_cost_selector,2025-04-30,2025-04-02,2025-04-29,fixed,30823.99520226593,0
rolling_cost_selector,2025-04-30,2025-04-02,2025-04-29,blend25,30744.804087820226,0
rolling_cost_selector,2025-04-30,2025-04-02,2025-04-29,blend50,30743.826801127714,1
rolling_cost_selector,2025-04-30,2025-04-02,2025-04-29,blend75,30759.34915235452,0
rolling_cost_selector,2025-04-30,2025-04-02,2025-04-29,mean14,30748.905548207946,0
rolling_cost_selector,2025-04-30,2025-04-02,2025-04-29,mean7,30780.742348145443,0
rolling_cost_selector,2025-06-08,2025-05-11,2025-06-07,fixed,38157.90522074655,0
rolling_cost_selector,2025-06-08,2025-05-11,2025-06-07,blend25,38073.44925087666,0
rolling_cost_selector,2025-06-08,2025-05-11,2025-06-07,blend50,38037.39851656127,1
rolling_cost_selector,2025-06-08,2025-05-11,2025-06-07,blend75,38046.73743914474,0
rolling_cost_selector,2025-06-08,2025-05-11,2025-06-07,mean14,38121.09838699608,0
rolling_cost_selector,2025-06-08,2025-05-11,2025-06-07,mean7,38078.79190274458,0
rolling_cost_selector,2025-06-09,2025-05-12,2025-06-08,fixed,38830.45516515999,0
rolling_cost_selector,2025-06-09,2025-05-12,2025-06-08,blend25,38743.81083208924,0
rolling_cost_selector,2025-06-09,2025-05-12,2025-06-08,blend50,38711.140137259696,1
rolling_cost_selector,2025-06-09,2025-05-12,2025-06-08,blend75,38718.54727273789,0
rolling_cost_selector,2025-06-09,2025-05-12,2025-06-08,mean14,38785.950001831145,0
rolling_cost_selector,2025-06-09,2025-05-12,2025-06-08,mean7,38745.17344360076,0
rolling_cost_selector,2025-06-10,2025-05-13,2025-06-09,fixed,39525.80701144806,0
rolling_cost_selector,2025-06-10,2025-05-13,2025-06-09,blend25,39435.71360384284,0
rolling_cost_selector,2025-06-10,2025-05-13,2025-06-09,blend50,39395.93218877802,1
rolling_cost_selector,2025-06-10,2025-05-13,2025-06-09,blend75,39402.98396439889,0
rolling_cost_selector,2025-06-10,2025-05-13,2025-06-09,mean14,39470.781438581165,0
rolling_cost_selector,2025-06-10,2025-05-13,2025-06-09,mean7,39428.94813761199,0
rolling_cost_selector,2025-06-11,2025-05-14,2025-06-10,fixed,40239.33398501161,0
rolling_cost_selector,2025-06-11,2025-05-14,2025-06-10,blend25,40146.77751442075,0
rolling_cost_selector,2025-06-11,2025-05-14,2025-06-10,blend50,40103.870500737816,1
rolling_cost_selector,2025-06-11,2025-05-14,2025-06-10,blend75,40110.37517043966,0
rolling_cost_selector,2025-06-11,2025-05-14,2025-06-10,mean14,40178.76017298641,0
rolling_cost_selector,2025-06-11,2025-05-14,2025-06-10,mean7,40131.56063098781,0
rolling_cost_selector,2025-06-12,2025-05-15,2025-06-11,fixed,40981.819764674714,0
rolling_cost_selector,2025-06-12,2025-05-15,2025-06-11,blend25,40887.36670032912,0
rolling_cost_selector,2025-06-12,2025-05-15,2025-06-11,blend50,40841.51839702664,0
rolling_cost_selector,2025-06-12,2025-05-15,2025-06-11,blend75,40839.46702105971,1
rolling_cost_selector,2025-06-12,2025-05-15,2025-06-11,mean14,40910.572533258186,0
rolling_cost_selector,2025-06-12,2025-05-15,2025-06-11,mean7,40863.376531760674,0
rolling_cost_selector,2025-06-13,2025-05-16,2025-06-12,fixed,41750.566401767115,0
rolling_cost_selector,2025-06-13,2025-05-16,2025-06-12,blend25,41657.07134365358,0
rolling_cost_selector,2025-06-13,2025-05-16,2025-06-12,blend50,41608.63270756997,0
rolling_cost_selector,2025-06-13,2025-05-16,2025-06-12,blend75,41605.171000853785,1
rolling_cost_selector,2025-06-13,2025-05-16,2025-06-12,mean14,41678.63997914439,0
rolling_cost_selector,2025-06-13,2025-05-16,2025-06-12,mean7,41622.81718093863,0
rolling_cost_selector,2025-06-14,2025-05-17,2025-06-13,fixed,42024.85770868865,0
rolling_cost_selector,2025-06-14,2025-05-17,2025-06-13,blend25,41932.705472131216,0
rolling_cost_selector,2025-06-14,2025-05-17,2025-06-13,blend50,41885.21534357007,0
rolling_cost_selector,2025-06-14,2025-05-17,2025-06-13,blend75,41881.82578518614,1
rolling_cost_selector,2025-06-14,2025-05-17,2025-06-13,mean14,41955.230897221285,0
rolling_cost_selector,2025-06-14,2025-05-17,2025-06-13,mean7,41898.89704070058,0
rolling_cost_selector,2025-06-15,2025-05-18,2025-06-14,fixed,42328.10752447376,0
rolling_cost_selector,2025-06-15,2025-05-18,2025-06-14,blend25,42232.892968099004,0
rolling_cost_selector,2025-06-15,2025-05-18,2025-06-14,blend50,42185.42401189146,0
rolling_cost_selector,2025-06-15,2025-05-18,2025-06-14,blend75,42183.3734736888,1
rolling_cost_selector,2025-06-15,2025-05-18,2025-06-14,mean14,42255.518973483755,0
rolling_cost_selector,2025-06-15,2025-05-18,2025-06-14,mean7,42198.890871847376,0
rolling_cost_selector,2025-06-16,2025-05-19,2025-06-15,fixed,43161.18307902668,0
rolling_cost_selector,2025-06-16,2025-05-19,2025-06-15,blend25,43068.1915002481,0
rolling_cost_selector,2025-06-16,2025-05-19,2025-06-15,blend50,43013.22606622502,0
rolling_cost_selector,2025-06-16,2025-05-19,2025-06-15,blend75,43007.846066842765,1
rolling_cost_selector,2025-06-16,2025-05-19,2025-06-15,mean14,43078.22683091445,0
rolling_cost_selector,2025-06-16,2025-05-19,2025-06-15,mean7,43024.24361536248,0
rolling_cost_selector,2025-06-17,2025-05-20,2025-06-16,fixed,44005.349569294944,0
rolling_cost_selector,2025-06-17,2025-05-20,2025-06-16,blend25,43911.57588031358,0
rolling_cost_selector,2025-06-17,2025-05-20,2025-06-16,blend50,43852.242640796016,0
rolling_cost_selector,2025-06-17,2025-05-20,2025-06-16,blend75,43847.752541620415,1
rolling_cost_selector,2025-06-17,2025-05-20,2025-06-16,mean14,43916.3138679685,0
rolling_cost_selector,2025-06-17,2025-05-20,2025-06-16,mean7,43857.739586620635,0
rolling_cost_selector,2025-06-18,2025-05-21,2025-06-17,fixed,44865.680102994396,0
rolling_cost_selector,2025-06-18,2025-05-21,2025-06-17,blend25,44774.23620130021,0
rolling_cost_selector,2025-06-18,2025-05-21,2025-06-17,blend50,44705.203875007515,0
rolling_cost_selector,2025-06-18,2025-05-21,2025-06-17,blend75,44700.53087892407,0
rolling_cost_selector,2025-06-18,2025-05-21,2025-06-17,mean14,44756.919299947105,0
rolling_cost_selector,2025-06-18,2025-05-21,2025-06-17,mean7,44697.64286890074,1
rolling_cost_selector,2025-06-19,2025-05-22,2025-06-18,fixed,45694.56628737426,0
rolling_cost_selector,2025-06-19,2025-05-22,2025-06-18,blend25,45601.65875082328,0
rolling_cost_selector,2025-06-19,2025-05-22,2025-06-18,blend50,45532.65822698536,0
rolling_cost_selector,2025-06-19,2025-05-22,2025-06-18,blend75,45526.90122157077,0
rolling_cost_selector,2025-06-19,2025-05-22,2025-06-18,mean14,45581.36039886311,0
rolling_cost_selector,2025-06-19,2025-05-22,2025-06-18,mean7,45520.88370129471,1
rolling_cost_selector,2025-06-20,2025-05-23,2025-06-19,fixed,46494.9933189568,0
rolling_cost_selector,2025-06-20,2025-05-23,2025-06-19,blend25,46396.525242286225,0
rolling_cost_selector,2025-06-20,2025-05-23,2025-06-19,blend50,46322.73435753877,0
rolling_cost_selector,2025-06-20,2025-05-23,2025-06-19,blend75,46318.09939129563,0
rolling_cost_selector,2025-06-20,2025-05-23,2025-06-19,mean14,46367.94980250789,0
rolling_cost_selector,2025-06-20,2025-05-23,2025-06-19,mean7,46310.1449514741,1
rolling_cost_selector,2025-06-21,2025-05-24,2025-06-20,fixed,46738.747470891794,0
rolling_cost_selector,2025-06-21,2025-05-24,2025-06-20,blend25,46643.68748116009,0
rolling_cost_selector,2025-06-21,2025-05-24,2025-06-20,blend50,46571.48090628202,0
rolling_cost_selector,2025-06-21,2025-05-24,2025-06-20,blend75,46567.02947658302,0
rolling_cost_selector,2025-06-21,2025-05-24,2025-06-20,mean14,46616.203915799444,0
rolling_cost_selector,2025-06-21,2025-05-24,2025-06-20,mean7,46559.09479883751,1
rolling_cost_selector,2025-08-18,2025-07-21,2025-08-17,fixed,49809.06814872323,0
rolling_cost_selector,2025-08-18,2025-07-21,2025-08-17,blend25,49711.76048017112,0
rolling_cost_selector,2025-08-18,2025-07-21,2025-08-17,blend50,49672.03753784153,0
rolling_cost_selector,2025-08-18,2025-07-21,2025-08-17,blend75,49654.26995179783,0
rolling_cost_selector,2025-08-18,2025-07-21,2025-08-17,mean14,49648.85801409853,1
rolling_cost_selector,2025-08-18,2025-07-21,2025-08-17,mean7,49688.80760929872,0
rolling_cost_selector,2025-08-19,2025-07-22,2025-08-18,fixed,49520.021111131486,0
rolling_cost_selector,2025-08-19,2025-07-22,2025-08-18,blend25,49423.16527556185,0
rolling_cost_selector,2025-08-19,2025-07-22,2025-08-18,blend50,49374.03190995673,0
rolling_cost_selector,2025-08-19,2025-07-22,2025-08-18,blend75,49352.81247628779,0
rolling_cost_selector,2025-08-19,2025-07-22,2025-08-18,mean14,49347.70825150844,1
rolling_cost_selector,2025-08-19,2025-07-22,2025-08-18,mean7,49400.98731170383,0
rolling_cost_selector,2025-08-20,2025-07-23,2025-08-19,fixed,49163.7930732763,0
rolling_cost_selector,2025-08-20,2025-07-23,2025-08-19,blend25,49070.365588841305,0
rolling_cost_selector,2025-08-20,2025-07-23,2025-08-19,blend50,49018.025074818215,0
rolling_cost_selector,2025-08-20,2025-07-23,2025-08-19,blend75,48996.89984390303,0
rolling_cost_selector,2025-08-20,2025-07-23,2025-08-19,mean14,48992.04170661529,1
rolling_cost_selector,2025-08-20,2025-07-23,2025-08-19,mean7,49049.09480148366,0
rolling_cost_selector,2025-08-21,2025-07-24,2025-08-20,fixed,49397.63966943266,0
rolling_cost_selector,2025-08-21,2025-07-24,2025-08-20,blend25,49235.14459966745,0
rolling_cost_selector,2025-08-21,2025-07-24,2025-08-20,blend50,49078.65379301816,0
rolling_cost_selector,2025-08-21,2025-07-24,2025-08-20,blend75,49057.07027535486,0
rolling_cost_selector,2025-08-21,2025-07-24,2025-08-20,mean14,49038.61275148268,1
rolling_cost_selector,2025-08-21,2025-07-24,2025-08-20,mean7,49109.102263855355,0
rolling_cost_selector,2025-08-22,2025-07-25,2025-08-21,fixed,49019.122955691004,0
rolling_cost_selector,2025-08-22,2025-07-25,2025-08-21,blend25,48864.49144765486,0
rolling_cost_selector,2025-08-22,2025-07-25,2025-08-21,blend50,48707.92188391863,0
rolling_cost_selector,2025-08-22,2025-07-25,2025-08-21,blend75,48685.519694300565,0
rolling_cost_selector,2025-08-22,2025-07-25,2025-08-21,mean14,48668.090093593244,1
rolling_cost_selector,2025-08-22,2025-07-25,2025-08-21,mean7,48733.604547907125,0
rolling_cost_selector,2025-08-23,2025-07-26,2025-08-22,fixed,48943.90802685323,0
rolling_cost_selector,2025-08-23,2025-07-26,2025-08-22,blend25,48784.731444962694,0
rolling_cost_selector,2025-08-23,2025-07-26,2025-08-22,blend50,48628.21304160335,0
rolling_cost_selector,2025-08-23,2025-07-26,2025-08-22,blend75,48605.81085198529,0
rolling_cost_selector,2025-08-23,2025-07-26,2025-08-22,mean14,48588.26126591162,1
rolling_cost_selector,2025-08-23,2025-07-26,2025-08-22,mean7,48652.39856865931,0
rolling_cost_selector,2025-08-24,2025-07-27,2025-08-23,fixed,48837.83721390186,0
rolling_cost_selector,2025-08-24,2025-07-27,2025-08-23,blend25,48673.68008928567,0
rolling_cost_selector,2025-08-24,2025-07-27,2025-08-23,blend50,48517.91690313121,0
rolling_cost_selector,2025-08-24,2025-07-27,2025-08-23,blend75,48495.514713513156,0
rolling_cost_selector,2025-08-24,2025-07-27,2025-08-23,mean14,48478.10323490361,1
rolling_cost_selector,2025-08-24,2025-07-27,2025-08-23,mean7,48544.66790637765,0
rolling_cost_selector,2025-08-25,2025-07-28,2025-08-24,fixed,48577.91339109599,0
rolling_cost_selector,2025-08-25,2025-07-28,2025-08-24,blend25,48412.92347420129,0
rolling_cost_selector,2025-08-25,2025-07-28,2025-08-24,blend50,48252.26036146614,0
rolling_cost_selector,2025-08-25,2025-07-28,2025-08-24,blend75,48231.64106085232,0
rolling_cost_selector,2025-08-25,2025-07-28,2025-08-24,mean14,48215.05996722022,1
rolling_cost_selector,2025-08-25,2025-07-28,2025-08-24,mean7,48280.50934641106,0
rolling_cost_selector,2025-08-26,2025-07-29,2025-08-25,fixed,48376.9040714478,0
rolling_cost_selector,2025-08-26,2025-07-29,2025-08-25,blend25,48212.86905059601,0
rolling_cost_selector,2025-08-26,2025-07-29,2025-08-25,blend50,48046.435421732014,0
rolling_cost_selector,2025-08-26,2025-07-29,2025-08-25,blend75,48024.63049108882,0
rolling_cost_selector,2025-08-26,2025-07-29,2025-08-25,mean14,48010.44317055946,1
rolling_cost_selector,2025-08-26,2025-07-29,2025-08-25,mean7,48067.88338742452,0
rolling_cost_selector,2025-08-27,2025-07-30,2025-08-26,fixed,47998.92523130969,0
rolling_cost_selector,2025-08-27,2025-07-30,2025-08-26,blend25,47832.82610122739,0
rolling_cost_selector,2025-08-27,2025-07-30,2025-08-26,blend50,47675.54163845132,0
rolling_cost_selector,2025-08-27,2025-07-30,2025-08-26,blend75,47656.165525509925,0
